t=0,,t=10,,t=20,,t=30,,t=40,,t=50,,t=60,,t=120,,t=180,
789.0444336,0.002109619,789.0444336,0.000362011,789.0444336,-0.000510947,789.0444336,-0.000610893,789.0444336,-0.001046757,789.0444336,-0.001591862,789.0444336,0.003007076,789.0444336,0.001669043,789.0444336,-0.000746841
788.0681152,0.002235457,788.0681152,0.000287015,788.0681152,-0.000820069,788.0681152,-0.00046275,788.0681152,-0.001482545,788.0681152,-0.00214092,788.0681152,0.001274292,788.0681152,0.002129623,788.0681152,-0.000834538
786.9518433,0.00100201,786.9518433,0.000120801,786.9518433,-0.000529666,786.9518433,-0.001507671,786.9518433,-1.05E-05,786.9518433,-0.000262197,786.9518433,0.001893201,786.9518433,0.000924258,786.9518433,-0.002102847
785.9747314,0.002771765,785.9747314,-0.00159377,785.9747314,-0.000964888,785.9747314,-0.000373995,785.9747314,-0.000795937,785.9747314,-0.002315683,785.9747314,0.002186985,785.9747314,0.00106431,785.9747314,-0.002277265
784.9972534,0.00265434,784.9972534,-0.001966344,784.9972534,-0.00162183,784.9972534,-0.001818663,784.9972534,-0.002563671,784.9972534,-0.000983897,784.9972534,0.004295176,784.9972534,-0.000304985,784.9972534,-0.001383057
784.0194092,0.002728782,784.0194092,-0.000132878,784.0194092,-0.000565809,784.0194092,-0.000649304,784.0194092,-0.001339189,784.0194092,-0.001354259,784.0194092,0.002243315,784.0194092,0.000549829,784.0194092,-0.002370524
783.0411987,0.002211754,783.0411987,-0.000939007,783.0411987,-0.001383418,783.0411987,-0.002848398,783.0411987,-0.002410581,783.0411987,-0.001320453,783.0411987,0.00255421,783.0411987,0.000171269,783.0411987,-0.001942842
782.062561,0.002098122,782.062561,-0.00120988,782.062561,-0.000382633,782.062561,-0.001188609,782.062561,-0.00200546,782.062561,-0.000818571,782.062561,0.001729178,782.062561,0.000224075,782.062561,-0.002229212
780.9437256,0.002101581,780.9437256,-0.000741982,780.9437256,-0.001280088,780.9437256,-0.001390437,780.9437256,-0.000348803,780.9437256,-0.001327885,780.9437256,0.002011669,780.9437256,0.000367762,780.9437256,-0.001566947
779.9643555,0.001234936,779.9643555,-0.001475786,779.9643555,-0.001761226,779.9643555,-0.002177084,779.9643555,-0.001165839,779.9643555,-0.003457047,779.9643555,0.001053178,779.9643555,0.000661139,779.9643555,-0.002348794
778.9845581,0.001327154,778.9845581,-0.001200226,778.9845581,-0.002237607,778.9845581,-0.001290412,778.9845581,-0.001017317,778.9845581,-0.002572266,778.9845581,0.000798773,778.9845581,0.000749891,778.9845581,-0.002717325
778.0044556,8.41E-05,778.0044556,-0.002209587,778.0044556,-0.00085531,778.0044556,-0.002227203,778.0044556,-0.001998709,778.0044556,-0.002815376,778.0044556,0.001747293,778.0044556,0.000869525,778.0044556,-0.001996905
777.0239868,0.001208614,777.0239868,-0.00181495,777.0239868,-0.00140628,777.0239868,-0.002509422,777.0239868,-0.001879906,777.0239868,-0.002202427,777.0239868,0.002537103,777.0239868,0.000115855,777.0239868,-0.002114697
776.0430908,0.001245268,776.0430908,-0.00274665,776.0430908,-0.001852688,776.0430908,-0.002086308,776.0430908,-0.001001615,776.0430908,-0.002430505,776.0430908,0.001720783,776.0430908,0.00058928,776.0430908,-0.001825004
775.0618896,9.18E-05,775.0618896,-0.001088589,775.0618896,-0.001406073,775.0618896,-0.002944414,775.0618896,-0.002487442,775.0618896,-0.003103844,775.0618896,0.001641447,775.0618896,0.000112567,775.0618896,-0.003006476
773.9400635,0.000864675,773.9400635,-0.003413182,773.9400635,-0.002785799,773.9400635,-0.00148951,773.9400635,-0.001966293,773.9400635,-0.002637572,773.9400635,0.000823566,773.9400635,0.000892196,773.9400635,-0.001746736
772.9580078,0.000511756,772.9580078,-0.00109019,772.9580078,-0.001865679,772.9580078,-0.003071973,772.9580078,-0.002484611,772.9580078,-0.003120087,772.9580078,0.001122571,772.9580078,-2.48E-05,772.9580078,-0.002755705
771.975647,0.001047392,771.975647,-0.00257695,771.975647,-0.002702302,771.975647,-0.001976085,771.975647,-0.001802061,771.975647,-0.002963799,771.975647,0.000804245,771.975647,-0.000705647,771.975647,-0.003430852
770.9929199,0.000654917,770.9929199,-0.00210125,770.9929199,-0.002755705,770.9929199,-0.002118149,770.9929199,-0.002671276,770.9929199,-0.002623009,770.9929199,0.002053957,770.9929199,-0.000367063,770.9929199,-0.002834716
770.0098267,0.001877004,770.0098267,-0.002171932,770.0098267,-0.002881468,770.0098267,-0.002504171,770.0098267,-0.002290913,770.0098267,-0.002673695,770.0098267,0.000427795,770.0098267,-0.000131377,770.0098267,-0.002125464
769.0263672,0.000718827,769.0263672,-0.003064262,769.0263672,-0.002304199,769.0263672,-0.003120242,769.0263672,-0.001937533,769.0263672,-0.002974186,769.0263672,0.000980683,769.0263672,0.000366648,769.0263672,-0.003323127
768.0425415,-0.000369598,768.0425415,-0.002848089,768.0425415,-0.003256896,768.0425415,-0.002547614,768.0425415,-0.003505067,768.0425415,-0.002147669,768.0425415,0.000671172,768.0425415,-0.000464353,768.0425415,-0.003676715
767.0583496,-0.000444855,767.0583496,-0.002647658,767.0583496,-0.002385764,767.0583496,-0.003517187,767.0583496,-0.002450635,767.0583496,-0.002882034,767.0583496,0.000851395,767.0583496,-0.001933204,767.0583496,-0.003500907
765.9331055,-0.000605878,765.9331055,-0.002584206,765.9331055,-0.00372004,765.9331055,-0.002531864,765.9331055,-0.002140353,765.9331055,-0.003960969,765.9331055,-0.000135828,765.9331055,-2.66E-05,765.9331055,-0.003970204
764.9481201,0.000417353,764.9481201,-0.002096046,764.9481201,-0.003391504,764.9481201,-0.00377224,764.9481201,-0.002738419,764.9481201,-0.003353078,764.9481201,0.000235264,764.9481201,-0.001513656,764.9481201,-0.003141418
763.9628296,-0.000415478,763.9628296,-0.003177961,763.9628296,-0.003880367,763.9628296,-0.003046474,763.9628296,-0.003051101,763.9628296,-0.003727124,763.9628296,0.000508802,763.9628296,-0.001411131,763.9628296,-0.003920542
762.9771118,0.000183052,762.9771118,-0.003369261,762.9771118,-0.004182896,762.9771118,-0.003634105,762.9771118,-0.003352616,762.9771118,-0.003692424,762.9771118,0.000337114,762.9771118,-0.00155601,762.9771118,-0.003260904
761.9910889,-0.001220309,761.9910889,-0.004415625,761.9910889,-0.003554828,761.9910889,-0.003613619,761.9910889,-0.003777167,761.9910889,-0.003119316,761.9910889,0.000746649,761.9910889,-0.001111931,761.9910889,-0.004524463
761.0046387,-0.000763017,761.0046387,-0.002830653,761.0046387,-0.003662392,761.0046387,-0.00406828,761.0046387,-0.003619575,761.0046387,-0.004510424,761.0046387,-0.000633278,761.0046387,-0.001250871,761.0046387,-0.003637801
760.0178833,-0.000442425,760.0178833,-0.004041301,760.0178833,-0.002487545,760.0178833,-0.004601463,760.0178833,-0.00350974,760.0178833,-0.003424174,760.0178833,-0.001166097,760.0178833,-0.001679182,760.0178833,-0.004299686
759.0307617,-0.000423547,759.0307617,-0.003678101,759.0307617,-0.003790409,759.0307617,-0.004376624,759.0307617,-0.003037581,759.0307617,-0.005199937,759.0307617,-0.000554796,759.0307617,-0.001568391,759.0307617,-0.004036325
758.0432739,-0.00078679,758.0432739,-0.004024785,758.0432739,-0.004548441,758.0432739,-0.004746921,758.0432739,-0.003946605,758.0432739,-0.005212061,758.0432739,-0.000381133,758.0432739,-0.002534746,758.0432739,-0.005276562
757.055481,-0.000928623,757.055481,-0.003462439,757.055481,-0.004074383,757.055481,-0.004522823,757.055481,-0.004137412,757.055481,-0.004464821,757.055481,-0.001108523,757.055481,-0.002183008,757.055481,-0.003799031
756.0672607,-0.002052095,756.0672607,-0.004221403,756.0672607,-0.005297582,756.0672607,-0.005398734,756.0672607,-0.004908661,756.0672607,-0.005252624,756.0672607,-0.001545693,756.0672607,-0.00291613,756.0672607,-0.005442143
754.937439,-0.001031624,754.937439,-0.004314911,754.937439,-0.004783841,754.937439,-0.004877178,754.937439,-0.004775342,754.937439,-0.005858426,754.937439,-0.002106969,754.937439,-0.002446207,754.937439,-0.004930058
753.9484863,-0.002815942,753.9484863,-0.004872826,753.9484863,-0.00605345,753.9484863,-0.005285052,753.9484863,-0.004296406,753.9484863,-0.00589801,753.9484863,-0.002163484,753.9484863,-0.003065547,753.9484863,-0.005624322
752.9591675,-0.001515513,752.9591675,-0.004992912,752.9591675,-0.005174665,752.9591675,-0.005977575,752.9591675,-0.004831511,752.9591675,-0.0060028,752.9591675,-0.001416188,752.9591675,-0.002322584,752.9591675,-0.00626834
751.9694824,-0.00204349,751.9694824,-0.005562838,751.9694824,-0.00564645,751.9694824,-0.005860367,751.9694824,-0.005322489,751.9694824,-0.006058504,751.9694824,-0.002663867,751.9694824,-0.003512719,751.9694824,-0.005252982
750.9794312,-0.002719795,750.9794312,-0.005157476,750.9794312,-0.005472358,750.9794312,-0.006709373,750.9794312,-0.005567744,750.9794312,-0.005541574,750.9794312,-0.002376702,750.9794312,-0.003581478,750.9794312,-0.005728412
749.9890747,-0.002932638,749.9890747,-0.005192775,749.9890747,-0.005537843,749.9890747,-0.006275943,749.9890747,-0.005894894,749.9890747,-0.005920431,749.9890747,-0.002279067,749.9890747,-0.004086744,749.9890747,-0.005961336
748.9983521,-0.002795727,748.9983521,-0.006394059,748.9983521,-0.00562928,748.9983521,-0.006168666,748.9983521,-0.006116294,748.9983521,-0.005989269,748.9983521,-0.002333243,748.9983521,-0.003847834,748.9983521,-0.005561611
748.0072632,-0.003769828,748.0072632,-0.005871604,748.0072632,-0.005879112,748.0072632,-0.006149168,748.0072632,-0.005659175,748.0072632,-0.007116549,748.0072632,-0.002498509,748.0072632,-0.005056933,748.0072632,-0.005975686
747.0158081,-0.002947756,747.0158081,-0.005845452,747.0158081,-0.00656044,747.0158081,-0.006467209,747.0158081,-0.006154068,747.0158081,-0.006265023,747.0158081,-0.003289114,747.0158081,-0.004644644,747.0158081,-0.006978557
746.0239868,-0.003748168,746.0239868,-0.006624281,746.0239868,-0.007215801,746.0239868,-0.007292784,746.0239868,-0.007863057,746.0239868,-0.007229345,746.0239868,-0.003876775,746.0239868,-0.004831767,746.0239868,-0.007566032
745.0318604,-0.004018475,745.0318604,-0.007599203,745.0318604,-0.007670268,745.0318604,-0.007586536,745.0318604,-0.007569187,745.0318604,-0.008336148,745.0318604,-0.003536547,745.0318604,-0.004511859,745.0318604,-0.008117147
744.0393677,-0.004920742,744.0393677,-0.007180055,744.0393677,-0.007365833,744.0393677,-0.008123905,744.0393677,-0.007581397,744.0393677,-0.008094586,744.0393677,-0.004226734,744.0393677,-0.005553382,744.0393677,-0.008505796
743.0465088,-0.005080984,743.0465088,-0.007868091,743.0465088,-0.008063942,743.0465088,-0.007314776,743.0465088,-0.007395711,743.0465088,-0.008339196,743.0465088,-0.004278156,743.0465088,-0.006159887,743.0465088,-0.00826824
742.0532837,-0.004348639,742.0532837,-0.008330155,742.0532837,-0.007752561,742.0532837,-0.008524986,742.0532837,-0.007826347,742.0532837,-0.008527778,742.0532837,-0.003972307,742.0532837,-0.005675936,742.0532837,-0.008361948
741.0597534,-0.004766943,741.0597534,-0.007962291,741.0597534,-0.008100328,741.0597534,-0.008595037,741.0597534,-0.008022777,741.0597534,-0.008872033,741.0597534,-0.004233656,741.0597534,-0.006220675,741.0597534,-0.008684361
740.0658569,-0.005215386,740.0658569,-0.008546815,740.0658569,-0.008047172,740.0658569,-0.008526814,740.0658569,-0.008338281,740.0658569,-0.009092175,740.0658569,-0.004999923,740.0658569,-0.006498934,740.0658569,-0.008558795
738.9295044,-0.006268697,738.9295044,-0.008940304,738.9295044,-0.008319083,738.9295044,-0.009570058,738.9295044,-0.008845402,738.9295044,-0.009114837,738.9295044,-0.004849839,738.9295044,-0.006456549,738.9295044,-0.008657414
737.9348755,-0.006371408,737.9348755,-0.008853823,737.9348755,-0.009361609,737.9348755,-0.009867183,737.9348755,-0.009082695,737.9348755,-0.009888641,737.9348755,-0.006086329,737.9348755,-0.007348068,737.9348755,-0.008500974
736.9398804,-0.005907611,736.9398804,-0.00892869,736.9398804,-0.008566054,736.9398804,-0.009401939,736.9398804,-0.008487875,736.9398804,-0.008812376,736.9398804,-0.006181529,736.9398804,-0.007085378,736.9398804,-0.009096738
735.944519,-0.005907663,735.944519,-0.009211606,735.944519,-0.009013534,735.944519,-0.009106016,735.944519,-0.008624577,735.944519,-0.009707836,735.944519,-0.005140848,735.944519,-0.007128874,735.944519,-0.009865968
734.9488525,-0.005332001,734.9488525,-0.00891322,734.9488525,-0.009070881,734.9488525,-0.009253065,734.9488525,-0.009299334,734.9488525,-0.009351475,734.9488525,-0.005855259,734.9488525,-0.00745597,734.9488525,-0.009033614
733.9528198,-0.005488871,733.9528198,-0.008193716,733.9528198,-0.00863219,733.9528198,-0.008808825,733.9528198,-0.008373476,733.9528198,-0.009233299,733.9528198,-0.004407323,733.9528198,-0.006684545,733.9528198,-0.008992793
732.9564209,-0.005639398,732.9564209,-0.008444922,732.9564209,-0.008458884,732.9564209,-0.008601077,732.9564209,-0.007862295,732.9564209,-0.009049485,732.9564209,-0.00504327,732.9564209,-0.006720842,732.9564209,-0.009253875
731.9596558,-0.005120843,731.9596558,-0.008211294,731.9596558,-0.008413288,731.9596558,-0.00877458,731.9596558,-0.008646299,731.9596558,-0.009178305,731.9596558,-0.005709303,731.9596558,-0.006700757,731.9596558,-0.009066267
730.9625854,-0.006139419,730.9625854,-0.009488109,730.9625854,-0.009079399,730.9625854,-0.00955218,730.9625854,-0.009227217,730.9625854,-0.009592846,730.9625854,-0.005610268,730.9625854,-0.007071983,730.9625854,-0.009296142
729.9651489,-0.007157699,729.9651489,-0.00946501,729.9651489,-0.010298613,729.9651489,-0.009850431,729.9651489,-0.009043754,729.9651489,-0.010255079,729.9651489,-0.005948825,729.9651489,-0.007455308,729.9651489,-0.010071848
728.9674072,-0.00709969,728.9674072,-0.00995999,728.9674072,-0.010368732,728.9674072,-0.010467092,728.9674072,-0.010220644,728.9674072,-0.010503377,728.9674072,-0.006486897,728.9674072,-0.00857514,728.9674072,-0.010629342
727.9692993,-0.00735947,727.9692993,-0.010595948,727.9692993,-0.010578516,727.9692993,-0.010920544,727.9692993,-0.011095696,727.9692993,-0.011266591,727.9692993,-0.007334986,727.9692993,-0.009081274,727.9692993,-0.011113863
726.9708252,-0.008611077,726.9708252,-0.011025694,726.9708252,-0.011649762,726.9708252,-0.011648149,726.9708252,-0.011507707,726.9708252,-0.012513593,726.9708252,-0.00813112,726.9708252,-0.009694066,726.9708252,-0.012208659
725.9720459,-0.009231728,725.9720459,-0.012015524,725.9720459,-0.012530292,725.9720459,-0.012637116,725.9720459,-0.012349881,725.9720459,-0.012994862,725.9720459,-0.008335894,725.9720459,-0.0106447,725.9720459,-0.012441354
724.9729004,-0.010071595,724.9729004,-0.013100667,724.9729004,-0.012735668,724.9729004,-0.01313593,724.9729004,-0.013142058,724.9729004,-0.013320534,724.9729004,-0.008860772,724.9729004,-0.01128122,724.9729004,-0.013483027
723.9733887,-0.009724493,723.9733887,-0.013361652,723.9733887,-0.013297638,723.9733887,-0.013391723,723.9733887,-0.0133004,723.9733887,-0.013927928,723.9733887,-0.009785645,723.9733887,-0.011065567,723.9733887,-0.013821874
722.9735718,-0.011029985,722.9735718,-0.013715191,722.9735718,-0.014168123,722.9735718,-0.01396553,722.9735718,-0.01347595,722.9735718,-0.014789346,722.9735718,-0.01035579,722.9735718,-0.012033703,722.9735718,-0.014819218
721.9733887,-0.011599963,721.9733887,-0.01413124,721.9733887,-0.014085133,721.9733887,-0.01450233,721.9733887,-0.014246438,721.9733887,-0.014650266,721.9733887,-0.010450262,721.9733887,-0.0123924,721.9733887,-0.014664532
720.9729004,-0.011752216,720.9729004,-0.014229604,720.9729004,-0.014710478,720.9729004,-0.015196019,720.9729004,-0.014426565,720.9729004,-0.014867349,720.9729004,-0.011169875,720.9729004,-0.012505192,720.9729004,-0.015247657
719.9720459,-0.010782947,719.9720459,-0.014444643,719.9720459,-0.014603863,719.9720459,-0.015352865,719.9720459,-0.01500961,719.9720459,-0.015309036,719.9720459,-0.010978044,719.9720459,-0.012543722,719.9720459,-0.014871401
718.9708252,-0.011038413,718.9708252,-0.014552148,718.9708252,-0.014212669,718.9708252,-0.015211616,718.9708252,-0.013993053,718.9708252,-0.015357362,718.9708252,-0.010733654,718.9708252,-0.013016367,718.9708252,-0.014629193
717.9692993,-0.011244495,717.9692993,-0.014403427,717.9692993,-0.014793349,717.9692993,-0.014709626,717.9692993,-0.014589345,717.9692993,-0.01475787,717.9692993,-0.011223811,717.9692993,-0.012901747,717.9692993,-0.014802406
716.9674683,-0.011730246,716.9674683,-0.014153942,716.9674683,-0.014353692,716.9674683,-0.014410288,716.9674683,-0.014339065,716.9674683,-0.014933233,716.9674683,-0.010892069,716.9674683,-0.013563874,716.9674683,-0.014721989
715.965271,-0.010764867,715.965271,-0.014321583,715.965271,-0.014413743,715.965271,-0.014662629,715.965271,-0.014097662,715.965271,-0.014361055,715.965271,-0.010911608,715.965271,-0.012383393,715.965271,-0.01443037
714.9627075,-0.010636264,714.9627075,-0.013729788,714.9627075,-0.014529969,714.9627075,-0.014406933,714.9627075,-0.013835263,714.9627075,-0.014405631,714.9627075,-0.01002551,714.9627075,-0.011876661,714.9627075,-0.014123472
713.9598389,-0.010335013,713.9598389,-0.013270926,713.9598389,-0.012992551,713.9598389,-0.013442271,713.9598389,-0.013079569,713.9598389,-0.013314107,713.9598389,-0.009998037,713.9598389,-0.011828147,713.9598389,-0.013648971
712.956604,-0.009564588,712.956604,-0.012462635,712.956604,-0.012554637,712.956604,-0.013531357,712.956604,-0.012662108,712.956604,-0.013288951,712.956604,-0.00941805,712.956604,-0.010491704,712.956604,-0.013759783
711.953064,-0.009318032,711.953064,-0.011740526,711.953064,-0.012012905,711.953064,-0.011799782,711.953064,-0.010997932,711.953064,-0.012622583,711.953064,-0.00867477,711.953064,-0.009802955,711.953064,-0.012514196
710.9491577,-0.008067449,710.9491577,-0.011259176,710.9491577,-0.011271131,710.9491577,-0.010941092,710.9491577,-0.011057138,710.9491577,-0.011450378,710.9491577,-0.007634153,710.9491577,-0.008656247,710.9491577,-0.011196818
709.9449463,-0.006836647,709.9449463,-0.010167696,709.9449463,-0.010262512,709.9449463,-0.010555981,709.9449463,-0.010196421,709.9449463,-0.010583164,709.9449463,-0.007116855,709.9449463,-0.007298842,709.9449463,-0.010670464
708.9403687,-0.006629788,708.9403687,-0.009568741,708.9403687,-0.008845605,708.9403687,-0.009350918,708.9403687,-0.009244297,708.9403687,-0.009605709,708.9403687,-0.006180355,708.9403687,-0.007618281,708.9403687,-0.009726771
707.9354858,-0.005539478,707.9354858,-0.00781994,707.9354858,-0.00840039,707.9354858,-0.008134677,707.9354858,-0.008185485,707.9354858,-0.009053084,707.9354858,-0.004725567,707.9354858,-0.006693569,707.9354858,-0.008718918
706.9302368,-0.003870617,706.9302368,-0.006899684,706.9302368,-0.007620011,706.9302368,-0.007442993,706.9302368,-0.007023285,706.9302368,-0.00671391,706.9302368,-0.003385905,706.9302368,-0.004702264,706.9302368,-0.0071853
706.0683594,-0.002554202,706.0683594,-0.005572856,706.0683594,-0.005987277,706.0683594,-0.006075658,706.0683594,-0.005161978,706.0683594,-0.006804182,706.0683594,-0.002058227,706.0683594,-0.00346208,706.0683594,-0.006258338
705.0625,-0.000940454,705.0625,-0.004520006,705.0625,-0.004874465,705.0625,-0.003717012,705.0625,-0.003834646,705.0625,-0.005073769,705.0625,-0.000895921,705.0625,-0.003081123,705.0625,-0.004778465
704.0563354,0.000464099,704.0563354,-0.002302757,704.0563354,-0.003371316,704.0563354,-0.002731011,704.0563354,-0.002691755,704.0563354,-0.003168351,704.0563354,0.000722768,704.0563354,-0.000335818,704.0563354,-0.003168299
703.0498047,0.001058264,703.0498047,-0.001705896,703.0498047,-0.001178489,703.0498047,-0.002142878,703.0498047,-0.001881917,703.0498047,-0.002264905,703.0498047,0.001604993,703.0498047,4.05E-05,703.0498047,-0.00206204
702.0429688,0.002648558,702.0429688,-0.000212368,702.0429688,-0.000457113,702.0429688,-0.000746582,702.0429688,-0.000596727,702.0429688,-0.000770718,702.0429688,0.003095917,702.0429688,0.001622193,702.0429688,-0.001269764
701.0357666,0.003573673,701.0357666,0.000394785,701.0357666,0.000864364,701.0357666,0.000281083,701.0357666,0.000702388,701.0357666,0.000255647,701.0357666,0.004097108,701.0357666,0.002547153,701.0357666,0.000401781
700.0282593,0.006324206,700.0282593,0.002160163,700.0282593,0.001855764,700.0282593,0.001854386,700.0282593,0.002284403,700.0282593,0.00202605,700.0282593,0.005566263,700.0282593,0.003894663,700.0282593,0.001638355
699.0204468,0.006254372,699.0204468,0.003396465,699.0204468,0.003422242,699.0204468,0.00330678,699.0204468,0.003302971,699.0204468,0.003356629,699.0204468,0.006873664,699.0204468,0.005240656,699.0204468,0.002822673
698.0122681,0.007966523,698.0122681,0.005317115,698.0122681,0.004583318,698.0122681,0.004637762,698.0122681,0.004858301,698.0122681,0.003987919,698.0122681,0.00829616,698.0122681,0.006300805,698.0122681,0.004451541
697.0037842,0.009973855,697.0037842,0.006084887,697.0037842,0.006721447,697.0037842,0.005846487,697.0037842,0.006175464,697.0037842,0.006135792,697.0037842,0.009983893,697.0037842,0.007903304,697.0037842,0.005927251
695.9949341,0.010653813,695.9949341,0.00756032,695.9949341,0.00814885,695.9949341,0.007701581,695.9949341,0.007629285,695.9949341,0.007077266,695.9949341,0.01093296,695.9949341,0.009448505,695.9949341,0.007009072
694.9857788,0.011042555,694.9857788,0.007717891,694.9857788,0.007545359,694.9857788,0.007612556,694.9857788,0.008066116,694.9857788,0.008642393,694.9857788,0.011684806,694.9857788,0.010582244,694.9857788,0.008136902
693.9763184,0.011907038,693.9763184,0.009875492,693.9763184,0.00903473,693.9763184,0.009204179,693.9763184,0.009567146,693.9763184,0.008961709,693.9763184,0.013020628,693.9763184,0.010827532,693.9763184,0.008829944
692.9664917,0.014072984,692.9664917,0.010254022,692.9664917,0.010366786,692.9664917,0.009808764,692.9664917,0.01096394,692.9664917,0.0095993,692.9664917,0.014363327,692.9664917,0.012088978,692.9664917,0.009645748
691.9563599,0.014316613,691.9563599,0.011067382,691.9563599,0.011438635,691.9563599,0.010524902,691.9563599,0.011788607,691.9563599,0.010294417,691.9563599,0.015247616,691.9563599,0.013120293,691.9563599,0.01064474
690.9458618,0.015498987,690.9458618,0.012015576,690.9458618,0.011303752,690.9458618,0.012339433,690.9458618,0.011769802,690.9458618,0.012227513,690.9458618,0.015556883,690.9458618,0.0141899,690.9458618,0.011346317
689.9350586,0.01580693,689.9350586,0.012529307,689.9350586,0.012876853,689.9350586,0.012441685,689.9350586,0.012938187,689.9350586,0.011996602,689.9350586,0.016456217,689.9350586,0.014454014,689.9350586,0.012718786
689.0684204,0.017039705,689.0684204,0.013724426,689.0684204,0.014003389,689.0684204,0.012562321,689.0684204,0.012692131,689.0684204,0.012092545,689.0684204,0.017170969,689.0684204,0.015839389,689.0684204,0.013430905
688.0570068,0.018385753,688.0570068,0.015021686,688.0570068,0.014493811,688.0570068,0.014784757,688.0570068,0.015252576,688.0570068,0.014260808,688.0570068,0.018664727,688.0570068,0.015840758,688.0570068,0.01479006
687.0452881,0.018392747,687.0452881,0.014507622,687.0452881,0.014736365,687.0452881,0.01387257,687.0452881,0.015351253,687.0452881,0.014082529,687.0452881,0.018904105,687.0452881,0.016506981,687.0452881,0.014410956
686.0332642,0.018464534,686.0332642,0.017069966,686.0332642,0.015288237,686.0332642,0.015105327,686.0332642,0.015400921,686.0332642,0.014426262,686.0332642,0.018318405,686.0332642,0.017240157,686.0332642,0.014652018
685.020874,0.019668022,685.020874,0.016071761,685.020874,0.015312396,685.020874,0.01506601,685.020874,0.015928585,685.020874,0.015604777,685.020874,0.018561728,685.020874,0.017452855,685.020874,0.015079276
684.0081787,0.019860288,684.0081787,0.016495552,684.0081787,0.015918192,684.0081787,0.015564476,684.0081787,0.016632246,684.0081787,0.016045356,684.0081787,0.019025305,684.0081787,0.018160073,684.0081787,0.016130297
682.9951782,0.019781172,682.9951782,0.016123634,682.9951782,0.016062817,682.9951782,0.016488804,682.9951782,0.016613688,682.9951782,0.015771281,682.9951782,0.020179097,682.9951782,0.018754425,682.9951782,0.016530266
681.9818726,0.019548159,681.9818726,0.017751886,681.9818726,0.017122202,681.9818726,0.01703801,681.9818726,0.016616298,681.9818726,0.01790945,681.9818726,0.020711921,681.9818726,0.019303257,681.9818726,0.016544733
680.9682007,0.020935453,680.9682007,0.018219674,680.9682007,0.017123844,680.9682007,0.017235551,680.9682007,0.017533975,680.9682007,0.017306151,680.9682007,0.020638566,680.9682007,0.018424911,680.9682007,0.017399719
679.9542236,0.0205313,679.9542236,0.018057356,679.9542236,0.017970933,679.9542236,0.017480774,679.9542236,0.018061673,679.9542236,0.017286783,679.9542236,0.021574613,679.9542236,0.019989317,679.9542236,0.017280264
