t=0,,t=10,,t=20,,t=30,,t=40,,t=50,,t=60,,t=120,,t=180,
773.9400635,-0.002109442,773.9400635,-0.003510767,773.9400635,-0.003796618,773.9400635,-0.003256588,773.9400635,-0.003787996,773.9400635,-0.003063542,773.9400635,-0.003329651,773.9400635,-0.002696282,773.9400635,-0.003336382
772.9580078,-0.003322613,772.9580078,-0.0032163,772.9580078,-0.002771344,772.9580078,-0.005525114,772.9580078,-0.003636518,772.9580078,-0.004771552,772.9580078,-0.003296153,772.9580078,-0.002863931,772.9580078,-0.00312898
771.975647,-0.003430338,771.975647,-0.00272885,771.975647,-0.002922044,771.975647,-0.003727227,771.975647,-0.0030201,771.975647,-0.003017016,771.975647,-0.002592544,771.975647,-0.002817382,771.975647,-0.003145273
770.9929199,-0.003516314,770.9929199,-0.003456995,770.9929199,-0.002420827,770.9929199,-0.003621731,770.9929199,-0.003852452,770.9929199,-0.004106181,770.9929199,-0.003484524,770.9929199,-0.003715061,770.9929199,-0.003318965
770.0098267,-0.003091096,770.0098267,-0.002430145,770.0098267,-0.00318896,770.0098267,-0.00444007,770.0098267,-0.003943475,770.0098267,-0.003285414,770.0098267,-0.003601759,770.0098267,-0.004050123,770.0098267,-0.00379123
769.0263672,-0.003570078,769.0263672,-0.003500445,769.0263672,-0.003479645,769.0263672,-0.003978925,769.0263672,-0.003492793,769.0263672,-0.003760897,769.0263672,-0.004216378,769.0263672,-0.004152488,769.0263672,-0.004186229
768.0425415,-0.002995627,768.0425415,-0.003735696,768.0425415,-0.003208232,768.0425415,-0.004404248,768.0425415,-0.003544763,768.0425415,-0.003816941,768.0425415,-0.005155634,768.0425415,-0.003919618,768.0425415,-0.004052021
767.0583496,-0.003271232,767.0583496,-0.003506402,767.0583496,-0.003573159,767.0583496,-0.004135515,767.0583496,-0.004137104,767.0583496,-0.003963586,767.0583496,-0.00275339,767.0583496,-0.004091667,767.0583496,-0.003332991
765.9331055,-0.004100283,765.9331055,-0.003685853,765.9331055,-0.003311412,765.9331055,-0.004024938,765.9331055,-0.003597703,765.9331055,-0.004087359,765.9331055,-0.003248006,765.9331055,-0.003919208,765.9331055,-0.004492081
764.9481201,-0.003991442,764.9481201,-0.004200586,764.9481201,-0.004819427,764.9481201,-0.004516521,764.9481201,-0.004224222,764.9481201,-0.004711329,764.9481201,-0.004044532,764.9481201,-0.004168744,764.9481201,-0.004294612
763.9628296,-0.004078281,763.9628296,-0.004997262,763.9628296,-0.003775217,763.9628296,-0.004735092,763.9628296,-0.004292612,763.9628296,-0.004643057,763.9628296,-0.003903713,763.9628296,-0.0043634,763.9628296,-0.002817537
762.9771118,-0.003657413,762.9771118,-0.003989031,762.9771118,-0.004112796,762.9771118,-0.005082109,762.9771118,-0.004854601,762.9771118,-0.004074178,762.9771118,-0.004340027,762.9771118,-0.004164949,762.9771118,-0.003407069
761.9910889,-0.004667591,761.9910889,-0.004229144,761.9910889,-0.004665338,761.9910889,-0.004821168,761.9910889,-0.004362427,761.9910889,-0.004210225,761.9910889,-0.004836937,761.9910889,-0.004515804,761.9910889,-0.004736167
761.0046387,-0.003723582,761.0046387,-0.004833354,761.0046387,-0.004361812,761.0046387,-0.004598492,761.0046387,-0.004218736,761.0046387,-0.004382518,761.0046387,-0.004249498,761.0046387,-0.004388566,761.0046387,-0.004461644
760.0178833,-0.003298413,760.0178833,-0.004230221,760.0178833,-0.004131822,760.0178833,-0.005166173,760.0178833,-0.004579435,760.0178833,-0.00574701,760.0178833,-0.005078578,760.0178833,-0.005374548,760.0178833,-0.004216891
759.0307617,-0.00458922,759.0307617,-0.004297687,759.0307617,-0.004735501,759.0307617,-0.005274925,759.0307617,-0.00519963,759.0307617,-0.005746448,759.0307617,-0.005353582,759.0307617,-0.005153792,759.0307617,-0.005482787
758.0432739,-0.004819939,758.0432739,-0.004542088,758.0432739,-0.004927191,758.0432739,-0.005578325,758.0432739,-0.005687331,758.0432739,-0.005275794,758.0432739,-0.005674148,758.0432739,-0.006068205,758.0432739,-0.004779796
757.055481,-0.005341206,757.055481,-0.005497459,757.055481,-0.005138034,757.055481,-0.005952757,757.055481,-0.005496386,757.055481,-0.005633828,757.055481,-0.004733914,757.055481,-0.00520761,757.055481,-0.005008828
756.0672607,-0.00515809,756.0672607,-0.004422287,756.0672607,-0.004428181,756.0672607,-0.006160398,756.0672607,-0.004870574,756.0672607,-0.004703852,756.0672607,-0.006160755,756.0672607,-0.004915418,756.0672607,-0.006275433
754.937439,-0.005172107,754.937439,-0.005108614,754.937439,-0.006160755,754.937439,-0.006423851,754.937439,-0.006054369,754.937439,-0.006255531,754.937439,-0.00571988,754.937439,-0.005822517,754.937439,-0.005983039
753.9484863,-0.004953245,753.9484863,-0.005862614,753.9484863,-0.005872779,753.9484863,-0.006339367,753.9484863,-0.006415741,753.9484863,-0.005608173,753.9484863,-0.006533105,753.9484863,-0.006153252,753.9484863,-0.005060617
752.9591675,-0.005061283,752.9591675,-0.005346525,752.9591675,-0.005378485,752.9591675,-0.006839704,752.9591675,-0.005552462,752.9591675,-0.006608679,752.9591675,-0.006576452,752.9591675,-0.005886876,752.9591675,-0.006055237
751.9694824,-0.00650531,751.9694824,-0.005285972,751.9694824,-0.006432064,751.9694824,-0.007838245,751.9694824,-0.005616707,751.9694824,-0.00681993,751.9694824,-0.006201792,751.9694824,-0.006268799,751.9694824,-0.006812744
750.9794312,-0.005637252,750.9794312,-0.006292221,750.9794312,-0.006496894,750.9794312,-0.007345675,750.9794312,-0.006848827,750.9794312,-0.006822377,750.9794312,-0.006867377,750.9794312,-0.006718702,750.9794312,-0.006750102
749.9890747,-0.006350796,749.9890747,-0.006703867,749.9890747,-0.006108739,749.9890747,-0.007079317,749.9890747,-0.006799952,749.9890747,-0.006898053,749.9890747,-0.007230465,749.9890747,-0.00692083,749.9890747,-0.006552688
748.9983521,-0.006464557,748.9983521,-0.006678122,748.9983521,-0.006057534,748.9983521,-0.007579108,748.9983521,-0.006209804,748.9983521,-0.007484213,748.9983521,-0.006641464,748.9983521,-0.006415689,748.9983521,-0.007349137
748.0072632,-0.00722904,748.0072632,-0.006926282,748.0072632,-0.006883683,748.0072632,-0.007626827,748.0072632,-0.007136564,748.0072632,-0.00774712,748.0072632,-0.007966053,748.0072632,-0.007207043,748.0072632,-0.007473832
747.0158081,-0.00754329,747.0158081,-0.006870842,747.0158081,-0.007022572,747.0158081,-0.00757107,747.0158081,-0.00716213,747.0158081,-0.007284638,747.0158081,-0.007353006,747.0158081,-0.006627749,747.0158081,-0.007322972
746.0239868,-0.007382987,746.0239868,-0.007302405,746.0239868,-0.007848566,746.0239868,-0.008303693,746.0239868,-0.008167501,746.0239868,-0.008627977,746.0239868,-0.008154646,746.0239868,-0.00877321,746.0239868,-0.007701448
745.0318604,-0.008591535,745.0318604,-0.007882428,745.0318604,-0.007910186,745.0318604,-0.008951969,745.0318604,-0.008015306,745.0318604,-0.008553566,745.0318604,-0.008449593,745.0318604,-0.008087928,745.0318604,-0.009332271
744.0393677,-0.008240657,744.0393677,-0.008246194,744.0393677,-0.007877903,744.0393677,-0.008824958,744.0393677,-0.008521636,744.0393677,-0.007088129,744.0393677,-0.009191838,744.0393677,-0.009223973,744.0393677,-0.008630312
743.0465088,-0.008341938,743.0465088,-0.008656398,743.0465088,-0.008625085,743.0465088,-0.009340176,743.0465088,-0.008283021,743.0465088,-0.008643355,743.0465088,-0.008498486,743.0465088,-0.00875469,743.0465088,-0.008890548
742.0532837,-0.008911749,742.0532837,-0.009022914,742.0532837,-0.008317254,742.0532837,-0.009548634,742.0532837,-0.009152098,742.0532837,-0.009371844,742.0532837,-0.008945122,742.0532837,-0.009306428,742.0532837,-0.00887112
741.0597534,-0.008523718,741.0597534,-0.008688979,741.0597534,-0.008997205,741.0597534,-0.009838689,741.0597534,-0.00878285,741.0597534,-0.008781987,741.0597534,-0.008922704,741.0597534,-0.009495605,741.0597534,-0.009264367
740.0658569,-0.008859657,740.0658569,-0.009153061,740.0658569,-0.009652345,740.0658569,-0.009963177,740.0658569,-0.009768889,740.0658569,-0.009775115,740.0658569,-0.008951309,740.0658569,-0.009101301,740.0658569,-0.009923304
738.9295044,-0.008979456,738.9295044,-0.009500569,738.9295044,-0.008858642,738.9295044,-0.01051596,738.9295044,-0.009932616,738.9295044,-0.009762207,738.9295044,-0.009249466,738.9295044,-0.00945574,738.9295044,-0.01001013
737.9348755,-0.009239786,737.9348755,-0.009390996,737.9348755,-0.010008814,737.9348755,-0.010677991,737.9348755,-0.010589733,737.9348755,-0.010174726,737.9348755,-0.009860604,737.9348755,-0.009840359,737.9348755,-0.009751122
736.9398804,-0.009907719,736.9398804,-0.00922448,736.9398804,-0.00929457,736.9398804,-0.010255079,736.9398804,-0.00984704,736.9398804,-0.010616207,736.9398804,-0.010360441,736.9398804,-0.010193033,736.9398804,-0.010077463
735.944519,-0.0104119,735.944519,-0.009669915,735.944519,-0.009812674,735.944519,-0.010585034,735.944519,-0.009906808,735.944519,-0.010441923,735.944519,-0.009368804,735.944519,-0.01060787,735.944519,-0.010509896
734.9488525,-0.009545748,734.9488525,-0.009859541,734.9488525,-0.009821987,734.9488525,-0.009296698,734.9488525,-0.009899977,734.9488525,-0.009977294,734.9488525,-0.010235207,734.9488525,-0.010402548,734.9488525,-0.010119142
733.9528198,-0.00933668,733.9528198,-0.009036047,733.9528198,-0.01007807,733.9528198,-0.009946733,733.9528198,-0.009844408,733.9528198,-0.010239758,733.9528198,-0.010184284,733.9528198,-0.009193967,733.9528198,-0.009923861
732.9564209,-0.009428283,732.9564209,-0.009333893,732.9564209,-0.00974211,732.9564209,-0.009985643,732.9564209,-0.009267559,732.9564209,-0.009829579,732.9564209,-0.009679282,732.9564209,-0.009569551,732.9564209,-0.009707634
731.9596558,-0.008830336,731.9596558,-0.009132884,731.9596558,-0.009705964,731.9596558,-0.010691124,731.9596558,-0.009622116,731.9596558,-0.009735731,731.9596558,-0.009811054,731.9596558,-0.00977714,731.9596558,-0.009821936
730.9625854,-0.009687079,730.9625854,-0.009112454,730.9625854,-0.009718924,730.9625854,-0.010611458,730.9625854,-0.0104445,730.9625854,-0.010281068,730.9625854,-0.010416448,730.9625854,-0.010079183,730.9625854,-0.010153485
729.9651489,-0.010453344,729.9651489,-0.01012157,729.9651489,-0.010199506,729.9651489,-0.010950734,729.9651489,-0.010582457,729.9651489,-0.011032761,729.9651489,-0.010942959,729.9651489,-0.010743756,729.9651489,-0.010943212
728.9674072,-0.010383441,728.9674072,-0.011133039,728.9674072,-0.010380661,728.9674072,-0.012096393,728.9674072,-0.011155091,728.9674072,-0.011479977,728.9674072,-0.011653844,728.9674072,-0.011556055,728.9674072,-0.011209382
727.9692993,-0.011208877,727.9692993,-0.011297463,727.9692993,-0.011805576,727.9692993,-0.011742491,727.9692993,-0.011836057,727.9692993,-0.01255338,727.9692993,-0.012134255,727.9692993,-0.012228591,727.9692993,-0.011897264
726.9708252,-0.012843797,726.9708252,-0.012421934,726.9708252,-0.012513995,726.9708252,-0.01290627,726.9708252,-0.012406287,726.9708252,-0.012603371,726.9708252,-0.013117947,726.9708252,-0.012733907,726.9708252,-0.013155318
725.9720459,-0.012346862,725.9720459,-0.012833091,725.9720459,-0.01322789,725.9720459,-0.013420737,725.9720459,-0.01344207,725.9720459,-0.012759699,725.9720459,-0.012986773,725.9720459,-0.013203884,725.9720459,-0.013639188
724.9729004,-0.014092099,724.9729004,-0.014084982,724.9729004,-0.013419382,724.9729004,-0.014500177,724.9729004,-0.014045185,724.9729004,-0.013730239,724.9729004,-0.014111695,724.9729004,-0.014246488,724.9729004,-0.013670494
723.9733887,-0.013839125,723.9733887,-0.013920859,723.9733887,-0.013846697,723.9733887,-0.014759271,723.9733887,-0.014366864,723.9733887,-0.014302799,723.9733887,-0.014543736,723.9733887,-0.014429068,723.9733887,-0.01456902
722.9735718,-0.014237971,722.9735718,-0.014806208,722.9735718,-0.014537278,722.9735718,-0.015490171,722.9735718,-0.014923879,722.9735718,-0.014992955,722.9735718,-0.014946138,722.9735718,-0.015086574,722.9735718,-0.014918676
721.9733887,-0.014970748,721.9733887,-0.014882158,721.9733887,-0.015150374,721.9733887,-0.016033672,721.9733887,-0.015159423,721.9733887,-0.015153524,721.9733887,-0.015277448,721.9733887,-0.015480978,721.9733887,-0.015596119
720.9729004,-0.01518697,720.9729004,-0.015255655,720.9729004,-0.015369706,720.9729004,-0.016117489,720.9729004,-0.015883511,720.9729004,-0.015315632,720.9729004,-0.015507156,720.9729004,-0.015468488,720.9729004,-0.015528487
719.9720459,-0.01443017,719.9720459,-0.015140775,719.9720459,-0.016027834,719.9720459,-0.015324629,719.9720459,-0.014676744,719.9720459,-0.015936814,719.9720459,-0.015650706,719.9720459,-0.015933821,719.9720459,-0.01559547
718.9708252,-0.015399987,718.9708252,-0.015087023,718.9708252,-0.015278247,718.9708252,-0.015380949,718.9708252,-0.015673477,718.9708252,-0.015810482,718.9708252,-0.015887903,718.9708252,-0.015881365,718.9708252,-0.015661294
717.9692993,-0.015404334,717.9692993,-0.015121275,717.9692993,-0.015504458,717.9692993,-0.016451694,717.9692993,-0.015371555,717.9692993,-0.015935117,717.9692993,-0.015586679,717.9692993,-0.015701842,717.9692993,-0.015863296
716.9674683,-0.0149769,716.9674683,-0.015368456,716.9674683,-0.015414028,716.9674683,-0.016128713,716.9674683,-0.015601113,716.9674683,-0.015463892,716.9674683,-0.015781878,716.9674683,-0.015528437,716.9674683,-0.01584902
715.965271,-0.014648665,715.965271,-0.014981451,715.965271,-0.014959844,715.965271,-0.015935717,715.965271,-0.015432715,715.965271,-0.015691904,715.965271,-0.015383348,715.965271,-0.015470487,715.965271,-0.015133725
714.9627075,-0.014505183,714.9627075,-0.014327695,714.9627075,-0.01400759,714.9627075,-0.015137275,714.9627075,-0.015130125,714.9627075,-0.014999807,714.9627075,-0.015446655,714.9627075,-0.015112574,714.9627075,-0.014708675
713.9598389,-0.01414011,713.9598389,-0.014466276,713.9598389,-0.014254204,713.9598389,-0.014761323,713.9598389,-0.013857127,713.9598389,-0.014595303,713.9598389,-0.013982976,713.9598389,-0.014699818,713.9598389,-0.014962845
712.956604,-0.013268214,712.956604,-0.013131057,712.956604,-0.013561365,712.956604,-0.013847099,712.956604,-0.013599602,712.956604,-0.014166269,712.956604,-0.014044734,712.956604,-0.014290775,712.956604,-0.013906669
711.953064,-0.012486379,711.953064,-0.012678752,711.953064,-0.01288863,711.953064,-0.01334885,711.953064,-0.013064749,711.953064,-0.013060026,711.953064,-0.012630729,711.953064,-0.012987325,711.953064,-0.01341125
710.9491577,-0.011868249,710.9491577,-0.011978811,710.9491577,-0.011943303,710.9491577,-0.012902551,710.9491577,-0.011918118,710.9491577,-0.012215555,710.9491577,-0.012472243,710.9491577,-0.012167028,710.9491577,-0.012328947
709.9449463,-0.011119566,709.9449463,-0.010277074,709.9449463,-0.010959417,709.9449463,-0.01162819,709.9449463,-0.011449773,709.9449463,-0.011433334,709.9449463,-0.011251003,709.9449463,-0.010430854,709.9449463,-0.01145068
708.9403687,-0.010382431,708.9403687,-0.010372725,708.9403687,-0.009679231,708.9403687,-0.011039423,708.9403687,-0.010011192,708.9403687,-0.010774008,708.9403687,-0.010238292,708.9403687,-0.010346388,708.9403687,-0.010476845
707.9354858,-0.009031991,707.9354858,-0.009071996,707.9354858,-0.009544735,707.9354858,-0.010179834,707.9354858,-0.00974211,707.9354858,-0.009044262,707.9354858,-0.009367892,707.9354858,-0.009064391,707.9354858,-0.009845623
706.9302368,-0.007448794,706.9302368,-0.007606733,706.9302368,-0.007664826,706.9302368,-0.008863105,706.9302368,-0.007933673,706.9302368,-0.008043207,706.9302368,-0.008055913,706.9302368,-0.008097279,706.9302368,-0.008296074
706.0683594,-0.006267013,706.0683594,-0.006273085,706.0683594,-0.006449509,706.0683594,-0.007241921,706.0683594,-0.007083748,706.0683594,-0.006484602,706.0683594,-0.006397069,706.0683594,-0.006890308,706.0683594,-0.006877263
705.0625,-0.00512995,705.0625,-0.005092957,705.0625,-0.005290933,705.0625,-0.005736076,705.0625,-0.005152411,705.0625,-0.005432684,705.0625,-0.00538232,705.0625,-0.005066297,705.0625,-0.005176456
704.0563354,-0.003583685,704.0563354,-0.003163365,704.0563354,-0.003403627,704.0563354,-0.004066074,704.0563354,-0.003982105,704.0563354,-0.004066074,704.0563354,-0.003964663,704.0563354,-0.004228888,704.0563354,-0.004427361
703.0498047,-0.002360483,703.0498047,-0.002766456,703.0498047,-0.002612408,703.0498047,-0.003410459,703.0498047,-0.003223597,703.0498047,-0.002887846,703.0498047,-0.003278272,703.0498047,-0.002806889,703.0498047,-0.003127027
702.0429688,-0.001158301,702.0429688,-0.000861613,702.0429688,-0.001931091,702.0429688,-0.001886195,702.0429688,-0.000975271,702.0429688,-0.001822684,702.0429688,-0.001013236,702.0429688,-0.001351318,702.0429688,-0.001564883
701.0357666,1.04E-07,701.0357666,4.87E-05,701.0357666,-0.000290343,701.0357666,-0.001193204,701.0357666,-0.000285635,701.0357666,-0.000476817,701.0357666,-0.000185821,701.0357666,-6.97E-05,701.0357666,-0.000506035
700.0282593,0.001916809,700.0282593,0.0018084,700.0282593,0.000927526,700.0282593,0.000686832,700.0282593,0.001190054,700.0282593,0.000658209,700.0282593,0.000831139,700.0282593,0.000815837,700.0282593,0.001235559
699.0204468,0.002522079,699.0204468,0.002481542,699.0204468,0.002643349,699.0204468,0.002075779,699.0204468,0.002821292,699.0204468,0.002245475,699.0204468,0.002474955,699.0204468,0.002094168,699.0204468,0.002485421
698.0122681,0.00409047,698.0122681,0.003756332,698.0122681,0.004135627,698.0122681,0.003762103,698.0122681,0.003986795,698.0122681,0.003769362,698.0122681,0.003482229,698.0122681,0.003344968,698.0122681,0.002847921
697.0037842,0.005712097,697.0037842,0.005135003,697.0037842,0.005471725,697.0037842,0.004561867,697.0037842,0.005688727,697.0037842,0.005007327,697.0037842,0.005445905,697.0037842,0.00506714,697.0037842,0.005156194
695.9949341,0.006360822,695.9949341,0.006240007,695.9949341,0.005970395,695.9949341,0.005556745,695.9949341,0.006114421,695.9949341,0.005995695,695.9949341,0.006140754,695.9949341,0.005511415,695.9949341,0.005553861
694.9857788,0.007814923,694.9857788,0.007280647,694.9857788,0.008134501,694.9857788,0.006427417,694.9857788,0.00719263,694.9857788,0.006942705,694.9857788,0.00782399,694.9857788,0.007797818,694.9857788,0.007007257
693.9763184,0.010345445,693.9763184,0.008569966,693.9763184,0.008692567,693.9763184,0.007855117,693.9763184,0.008283918,693.9763184,0.007335509,693.9763184,0.007809573,693.9763184,0.007994181,693.9763184,0.008567907
692.9664917,0.010137101,692.9664917,0.009778581,692.9664917,0.009463982,692.9664917,0.009637675,692.9664917,0.00902199,692.9664917,0.008680419,692.9664917,0.009668272,692.9664917,0.009171024,692.9664917,0.008585121
691.9563599,0.010716585,691.9563599,0.010463934,691.9563599,0.010487907,691.9563599,0.009431256,691.9563599,0.010768645,691.9563599,0.009621478,691.9563599,0.01009158,691.9563599,0.010424664,691.9563599,0.010758694
690.9458618,0.011354899,690.9458618,0.011001639,690.9458618,0.011255293,690.9458618,0.010330335,690.9458618,0.011058859,690.9458618,0.011330879,690.9458618,0.010353452,690.9458618,0.010927598,690.9458618,0.011621123
689.9350586,0.012270168,689.9350586,0.012470002,689.9350586,0.01227379,689.9350586,0.011199164,689.9350586,0.011607245,689.9350586,0.011493945,689.9350586,0.011416763,689.9350586,0.011452854,689.9350586,0.011753046
689.0684204,0.013083583,689.0684204,0.013241463,689.0684204,0.01225768,689.0684204,0.012178978,689.0684204,0.012328248,689.0684204,0.012263432,689.0684204,0.012563652,689.0684204,0.012161461,689.0684204,0.011859869
688.0570068,0.014329241,688.0570068,0.013860892,688.0570068,0.014197067,688.0570068,0.013298044,688.0570068,0.014761725,688.0570068,0.013392913,688.0570068,0.013357916,688.0570068,0.012855281,688.0570068,0.013302261
687.0452881,0.013729155,687.0452881,0.014100739,687.0452881,0.013945673,687.0452881,0.012913706,687.0452881,0.013975853,687.0452881,0.013419531,687.0452881,0.014219616,687.0452881,0.014143284,687.0452881,0.013709866
686.0332642,0.013957141,686.0332642,0.014058518,686.0332642,0.014861951,686.0332642,0.01349958,686.0332642,0.013961685,686.0332642,0.014058651,686.0332642,0.01338365,686.0332642,0.014130769,686.0332642,0.013979355
685.020874,0.016111841,685.020874,0.015236758,685.020874,0.015273409,685.020874,0.014529917,685.020874,0.014808166,685.020874,0.014816764,685.020874,0.014150532,685.020874,0.014399717,685.020874,0.013851885
684.0081787,0.015649993,684.0081787,0.016104991,684.0081787,0.015110767,684.0081787,0.014227693,684.0081787,0.014868219,684.0081787,0.014615204,684.0081787,0.014719922,684.0081787,0.015054272,684.0081787,0.014616864
682.9951782,0.017495893,682.9951782,0.015892334,682.9951782,0.016110901,682.9951782,0.014707712,682.9951782,0.015776461,682.9951782,0.015838984,682.9951782,0.016180968,682.9951782,0.015570593,682.9951782,0.015492147
681.9818726,0.016618745,681.9818726,0.016277142,681.9818726,0.016780579,681.9818726,0.01538668,681.9818726,0.01594048,681.9818726,0.016500743,681.9818726,0.016546993,681.9818726,0.016597014,681.9818726,0.015227428
680.9682007,0.016823173,680.9682007,0.016543282,680.9682007,0.016754428,680.9682007,0.015409423,680.9682007,0.016759351,680.9682007,0.016879307,680.9682007,0.01631837,680.9682007,0.015750559,680.9682007,0.016148109
