Std_1,,Std_2,,Std_3,,Std_4,,Std_5,,Std_6,,Std_7,,Std_8,,Std_9,,Std_10,,Std_11,,Std_12,,Std_13,,Std_14,,Std_15,,Std_16,,Std_17,,Std_18,,Std_19,,Std_20,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
326.9979248,0.05435707,326.9979248,0.046269886,326.9979248,0.051224746,326.9979248,0.047929466,326.9979248,0.05674842,326.9979248,0.062707134,326.9979248,0.054955203,326.9979248,0.047146261,326.9979248,0.048408996,326.9979248,0.054226834,326.9979248,0.059323758,326.9979248,0.070434235,326.9979248,0.057220493,326.9979248,0.066530913,326.9979248,0.053832542,326.9979248,0.064053625,326.9979248,0.04968334,326.9979248,0.05591866,326.9979248,0.048489973,326.9979248,0.047900993
326.0603943,0.054480921,326.0603943,0.046660595,326.0603943,0.051536541,326.0603943,0.047818564,326.0603943,0.057517029,326.0603943,0.062978528,326.0603943,0.055332344,326.0603943,0.047281057,326.0603943,0.048439298,326.0603943,0.054289397,326.0603943,0.060458757,326.0603943,0.071046129,326.0603943,0.05775791,326.0603943,0.067252614,326.0603943,0.053972133,326.0603943,0.06443698,326.0603943,0.049982443,326.0603943,0.056172945,326.0603943,0.049039122,326.0603943,0.04799844
324.9664917,0.054910671,324.9664917,0.046624683,324.9664917,0.051701024,324.9664917,0.048029147,324.9664917,0.058311127,324.9664917,0.063946389,324.9664917,0.056171797,324.9664917,0.047735054,324.9664917,0.049078915,324.9664917,0.054955617,324.9664917,0.060880348,324.9664917,0.072142839,324.9664917,0.058469161,324.9664917,0.067886606,324.9664917,0.054769546,324.9664917,0.064921573,324.9664917,0.050465323,324.9664917,0.056592338,324.9664917,0.049113028,324.9664917,0.048244745
324.028717,0.055624239,324.028717,0.046903029,324.028717,0.05248075,324.028717,0.04812422,324.028717,0.058681533,324.028717,0.064804837,324.028717,0.056606937,324.028717,0.047839545,324.028717,0.049341783,324.028717,0.05519373,324.028717,0.061601028,324.028717,0.07325042,324.028717,0.059305418,324.028717,0.068662979,324.028717,0.055082634,324.028717,0.065598533,324.028717,0.051187176,324.028717,0.056547489,324.028717,0.049524382,324.028717,0.048506502
322.9344788,0.056250993,322.9344788,0.047228791,322.9344788,0.052830547,322.9344788,0.048797641,322.9344788,0.059599373,322.9344788,0.065832406,322.9344788,0.056773793,322.9344788,0.048136398,322.9344788,0.049781248,322.9344788,0.055712312,322.9344788,0.062610336,322.9344788,0.073907539,322.9344788,0.059968922,322.9344788,0.068780154,322.9344788,0.05550424,322.9344788,0.065478034,322.9344788,0.050862856,322.9344788,0.057199024,322.9344788,0.049872559,322.9344788,0.048832513
321.99646,0.055703986,321.99646,0.047457911,321.99646,0.053489495,321.99646,0.048855338,321.99646,0.060073245,321.99646,0.066276707,321.99646,0.05742611,321.99646,0.048483837,321.99646,0.050160982,321.99646,0.055488151,321.99646,0.063384749,321.99646,0.074956037,321.99646,0.060436085,321.99646,0.069567002,321.99646,0.056268025,321.99646,0.06590537,321.99646,0.051137406,321.99646,0.057444811,321.99646,0.049952209,321.99646,0.049009651
321.0583496,0.056326874,321.0583496,0.047557253,321.0583496,0.053621005,321.0583496,0.049032401,321.0583496,0.061048258,321.0583496,0.067301661,321.0583496,0.057861324,321.0583496,0.049460266,321.0583496,0.050980996,321.0583496,0.056235112,321.0583496,0.064422265,321.0583496,0.075933106,321.0583496,0.061210807,321.0583496,0.070295282,321.0583496,0.056441735,321.0583496,0.066426292,321.0583496,0.051609535,321.0583496,0.057785794,321.0583496,0.050291371,321.0583496,0.048987802
319.9637146,0.056867763,319.9637146,0.048132002,319.9637146,0.054296494,319.9637146,0.049377862,319.9637146,0.061591245,319.9637146,0.068451889,319.9637146,0.058719195,319.9637146,0.048973516,319.9637146,0.051098529,319.9637146,0.056450196,319.9637146,0.06524685,319.9637146,0.077060267,319.9637146,0.062329423,319.9637146,0.070323378,319.9637146,0.057579122,319.9637146,0.066850305,319.9637146,0.052400049,319.9637146,0.058077037,319.9637146,0.050280064,319.9637146,0.049385201
319.0253601,0.057235584,319.0253601,0.048614364,319.0253601,0.054900948,319.0253601,0.049796749,319.0253601,0.062583126,319.0253601,0.070118405,319.0253601,0.059629694,319.0253601,0.049881123,319.0253601,0.051960144,319.0253601,0.057258174,319.0253601,0.066674136,319.0253601,0.078105725,319.0253601,0.063283883,319.0253601,0.071098723,319.0253601,0.058045439,319.0253601,0.067231186,319.0253601,0.052597202,319.0253601,0.058471974,319.0253601,0.050920654,319.0253601,0.049795561
317.9304504,0.0575587,317.9304504,0.048932459,317.9304504,0.055737801,317.9304504,0.050709978,317.9304504,0.063725308,317.9304504,0.071476571,317.9304504,0.06031942,317.9304504,0.050081201,317.9304504,0.052606229,317.9304504,0.057211719,317.9304504,0.067427143,317.9304504,0.079526007,317.9304504,0.064078972,317.9304504,0.071730793,317.9304504,0.05832294,317.9304504,0.06781476,317.9304504,0.053113218,317.9304504,0.058953304,317.9304504,0.051158488,317.9304504,0.050257456
316.9918518,0.057821605,316.9918518,0.049502883,316.9918518,0.056049496,316.9918518,0.050627656,316.9918518,0.064300202,316.9918518,0.072170593,316.9918518,0.060712948,316.9918518,0.050588567,316.9918518,0.052899487,316.9918518,0.057462629,316.9918518,0.06819912,316.9918518,0.08026357,316.9918518,0.06469053,316.9918518,0.072106317,316.9918518,0.059000984,316.9918518,0.068028487,316.9918518,0.053244852,316.9918518,0.059139635,316.9918518,0.051345814,316.9918518,0.05060849
316.0531311,0.058599051,316.0531311,0.050122514,316.0531311,0.057114929,316.0531311,0.051253758,316.0531311,0.065605789,316.0531311,0.074016616,316.0531311,0.062062666,316.0531311,0.050753184,316.0531311,0.053396866,316.0531311,0.058241617,316.0531311,0.069607198,316.0531311,0.081673011,316.0531311,0.065940291,316.0531311,0.072780959,316.0531311,0.05993415,316.0531311,0.068842389,316.0531311,0.054074351,316.0531311,0.059792187,316.0531311,0.05197981,316.0531311,0.050719842
314.9577942,0.058803748,314.9577942,0.050573092,314.9577942,0.058352046,314.9577942,0.051888641,314.9577942,0.066985324,314.9577942,0.075805634,314.9577942,0.063121326,314.9577942,0.051699653,314.9577942,0.054469742,314.9577942,0.058642246,314.9577942,0.071392171,314.9577942,0.083249271,314.9577942,0.067183562,314.9577942,0.073623948,314.9577942,0.060922518,314.9577942,0.069406331,314.9577942,0.054749284,314.9577942,0.060138322,314.9577942,0.052205525,314.9577942,0.051508475
314.0188599,0.058851056,314.0188599,0.05087572,314.0188599,0.058759116,314.0188599,0.052113667,314.0188599,0.068276636,314.0188599,0.077789433,314.0188599,0.064212352,314.0188599,0.052146971,314.0188599,0.05513712,314.0188599,0.058979873,314.0188599,0.07225582,314.0188599,0.08457125,314.0188599,0.068531871,314.0188599,0.074267939,314.0188599,0.061618272,314.0188599,0.06960009,314.0188599,0.054999333,314.0188599,0.060668532,314.0188599,0.052718826,314.0188599,0.051635336
312.9232788,0.059900898,312.9232788,0.051572453,312.9232788,0.060084544,312.9232788,0.052839786,312.9232788,0.069853455,312.9232788,0.0793733,312.9232788,0.065222271,312.9232788,0.052680396,312.9232788,0.055973694,312.9232788,0.059178699,312.9232788,0.074360915,312.9232788,0.08616443,312.9232788,0.070055746,312.9232788,0.074443534,312.9232788,0.062703274,312.9232788,0.070615657,312.9232788,0.056179427,312.9232788,0.061258942,312.9232788,0.053027399,312.9232788,0.05199901
311.9840698,0.06008172,311.9840698,0.051884674,311.9840698,0.060949326,311.9840698,0.053404126,311.9840698,0.070845366,311.9840698,0.081020951,311.9840698,0.066129155,311.9840698,0.053029094,311.9840698,0.056629557,311.9840698,0.059707355,311.9840698,0.075555861,311.9840698,0.087359928,311.9840698,0.070919536,311.9840698,0.075010091,311.9840698,0.063214287,311.9840698,0.070832841,311.9840698,0.056761224,311.9840698,0.062254306,311.9840698,0.053228784,311.9840698,0.05251262
311.0447693,0.060595252,311.0447693,0.052506719,311.0447693,0.061799984,311.0447693,0.054005079,311.0447693,0.073221371,311.0447693,0.083471641,311.0447693,0.067624711,311.0447693,0.053875268,311.0447693,0.058017951,311.0447693,0.059874486,311.0447693,0.077823497,311.0447693,0.089811675,311.0447693,0.072659127,311.0447693,0.075776167,311.0447693,0.064750806,311.0447693,0.071510144,311.0447693,0.057398453,311.0447693,0.062042959,311.0447693,0.053682629,311.0447693,0.053194523
309.9487915,0.061038751,309.9487915,0.053217784,309.9487915,0.063708551,309.9487915,0.054726176,309.9487915,0.075259589,309.9487915,0.086934619,309.9487915,0.069433063,309.9487915,0.054576572,309.9487915,0.059271473,309.9487915,0.06055966,309.9487915,0.080632873,309.9487915,0.092306182,309.9487915,0.075169303,309.9487915,0.076661192,309.9487915,0.066213056,309.9487915,0.072196424,309.9487915,0.058296561,309.9487915,0.063503653,309.9487915,0.054436408,309.9487915,0.053996168
309.0092468,0.061781242,309.0092468,0.054144692,309.0092468,0.065432049,309.0092468,0.055568077,309.0092468,0.078144796,309.0092468,0.091567457,309.0092468,0.071553364,309.0092468,0.055538394,309.0092468,0.060729291,309.0092468,0.060848989,309.0092468,0.084013574,309.0092468,0.095427461,309.0092468,0.078294687,309.0092468,0.077477932,309.0092468,0.067756608,309.0092468,0.073021367,309.0092468,0.059551749,309.0092468,0.063504912,309.0092468,0.054830689,309.0092468,0.054615993
308.0696106,0.062436648,308.0696106,0.054870721,308.0696106,0.066747539,308.0696106,0.056583345,308.0696106,0.080508687,308.0696106,0.09457285,308.0696106,0.073250569,308.0696106,0.056537993,308.0696106,0.06216,308.0696106,0.06162376,308.0696106,0.087497741,308.0696106,0.098196827,308.0696106,0.080085076,308.0696106,0.07829345,308.0696106,0.069478624,308.0696106,0.073610641,308.0696106,0.060730841,308.0696106,0.064444907,308.0696106,0.055528656,308.0696106,0.055128716
306.9732361,0.063169859,306.9732361,0.055808704,306.9732361,0.069051519,306.9732361,0.057299584,306.9732361,0.084195703,306.9732361,0.099540725,306.9732361,0.076617092,306.9732361,0.057477344,306.9732361,0.064116262,306.9732361,0.061857022,306.9732361,0.091171436,306.9732361,0.102243975,306.9732361,0.083407737,306.9732361,0.078971475,306.9732361,0.07118658,306.9732361,0.074048571,306.9732361,0.062199339,306.9732361,0.065459765,306.9732361,0.056174066,306.9732361,0.055845913
306.0333557,0.063895129,306.0333557,0.057050895,306.0333557,0.072082974,306.0333557,0.058602784,306.0333557,0.089234859,306.0333557,0.107327908,306.0333557,0.080227949,306.0333557,0.05900377,306.0333557,0.066664897,306.0333557,0.062783398,306.0333557,0.098128289,306.0333557,0.107704178,306.0333557,0.089207679,306.0333557,0.079970323,306.0333557,0.074144855,306.0333557,0.075231142,306.0333557,0.063792549,306.0333557,0.066609636,306.0333557,0.056989264,306.0333557,0.057186503
304.9367065,0.065547116,304.9367065,0.058437265,304.9367065,0.076485038,304.9367065,0.060190383,304.9367065,0.095433362,304.9367065,0.115963742,304.9367065,0.084641807,304.9367065,0.060646001,304.9367065,0.06969393,304.9367065,0.063507818,304.9367065,0.105007775,304.9367065,0.115072414,304.9367065,0.089207679,304.9367065,0.081886597,304.9367065,0.077910431,304.9367065,0.07620877,304.9367065,0.065761894,304.9367065,0.068125591,304.9367065,0.057881791,304.9367065,0.058384497
303.9966125,0.06678763,303.9966125,0.060312402,303.9966125,0.080782682,303.9966125,0.061778765,303.9966125,0.104349144,303.9966125,0.129658654,303.9966125,0.09097781,303.9966125,0.062812418,303.9966125,0.073901005,303.9966125,0.064325772,303.9966125,0.114562407,303.9966125,0.124378994,303.9966125,0.103642479,303.9966125,0.083804838,303.9966125,0.082040943,303.9966125,0.077577569,303.9966125,0.068481252,303.9966125,0.070710264,303.9966125,0.05891088,303.9966125,0.059637621
303.056427,0.068644762,303.056427,0.061873231,303.056427,0.084189639,303.056427,0.063246205,303.056427,0.110150941,303.056427,0.138291225,303.056427,0.096888229,303.056427,0.064393349,303.056427,0.077455588,303.056427,0.065292642,303.056427,0.122956224,303.056427,0.132174656,303.056427,0.108623512,303.056427,0.085635379,303.056427,0.085831814,303.056427,0.078925155,303.056427,0.071308851,303.056427,0.072596371,303.056427,0.059860878,303.056427,0.060608886
301.9593811,0.070334971,301.9593811,0.064042941,301.9593811,0.089087851,301.9593811,0.065022074,301.9593811,0.118492879,301.9593811,0.150380567,301.9593811,0.103952549,301.9593811,0.066815279,301.9593811,0.081891134,301.9593811,0.067105636,301.9593811,0.133098871,301.9593811,0.142508388,301.9593811,0.116825029,301.9593811,0.087628625,301.9593811,0.090135917,301.9593811,0.080527164,301.9593811,0.074273653,301.9593811,0.074814186,301.9593811,0.061446503,301.9593811,0.06220134
301.0189514,0.073096961,301.0189514,0.067403354,301.0189514,0.096501328,301.0189514,0.068115935,301.0189514,0.131161183,301.0189514,0.172382414,301.0189514,0.112448148,301.0189514,0.070087589,301.0189514,0.088434346,301.0189514,0.069206744,301.0189514,0.149048716,301.0189514,0.159818858,301.0189514,0.129582599,301.0189514,0.091782458,301.0189514,0.097359233,301.0189514,0.082270078,301.0189514,0.078787588,301.0189514,0.076906629,301.0189514,0.063617311,301.0189514,0.064314879
299.9216309,0.076820642,299.9216309,0.070517659,299.9216309,0.105561666,299.9216309,0.071262002,299.9216309,0.145349696,299.9216309,0.193548515,299.9216309,0.123632565,299.9216309,0.073849447,299.9216309,0.095150128,299.9216309,0.071774185,299.9216309,0.168632403,299.9216309,0.174986139,299.9216309,0.143357351,299.9216309,0.096469007,299.9216309,0.104968384,299.9216309,0.08513853,299.9216309,0.083447449,299.9216309,0.081957214,299.9216309,0.066332676,299.9216309,0.066961795
298.9809875,0.081330359,298.9809875,0.074311644,298.9809875,0.114974618,298.9809875,0.074858531,298.9809875,0.162064552,298.9809875,0.215828255,298.9809875,0.136661813,298.9809875,0.079073384,298.9809875,0.104268968,298.9809875,0.076083809,298.9809875,0.186616823,298.9809875,0.19559674,298.9809875,0.162053838,298.9809875,0.101764903,298.9809875,0.11403428,298.9809875,0.088565737,298.9809875,0.088537045,298.9809875,0.086077377,298.9809875,0.069869235,298.9809875,0.07014697
298.0402222,0.084947102,298.0402222,0.077286378,298.0402222,0.121665485,298.0402222,0.077620715,298.0402222,0.173696518,298.0402222,0.233611405,298.0402222,0.147543952,298.0402222,0.082749441,298.0402222,0.110489972,298.0402222,0.078827158,298.0402222,0.201573774,298.0402222,0.211152539,298.0402222,0.171681047,298.0402222,0.10665907,298.0402222,0.120276213,298.0402222,0.091397263,298.0402222,0.092562258,298.0402222,0.089487642,298.0402222,0.07249058,298.0402222,0.072220355
296.9425354,0.090367541,296.9425354,0.079926573,296.9425354,0.127650157,296.9425354,0.079828441,296.9425354,0.186341345,296.9425354,0.254738748,296.9425354,0.158432707,296.9425354,0.085801758,296.9425354,0.116691001,296.9425354,0.08242587,296.9425354,0.216389746,296.9425354,0.227164596,296.9425354,0.184736922,296.9425354,0.112304337,296.9425354,0.127114043,296.9425354,0.093476415,296.9425354,0.097495392,296.9425354,0.093173534,296.9425354,0.075288527,296.9425354,0.074130237
296.0015564,0.09831851,296.0015564,0.085598499,296.0015564,0.139920235,296.0015564,0.084538452,296.0015564,0.204818308,296.0015564,0.278712809,296.0015564,0.171064258,296.0015564,0.093322285,296.0015564,0.127769381,296.0015564,0.091063298,296.0015564,0.239949271,296.0015564,0.255551904,296.0015564,0.203542888,296.0015564,0.124054134,296.0015564,0.137201235,296.0015564,0.099730231,296.0015564,0.104667299,296.0015564,0.101043448,296.0015564,0.081625275,296.0015564,0.077868089
295.0604553,0.104733743,295.0604553,0.091180384,295.0604553,0.147026271,295.0604553,0.089005485,295.0604553,0.220659137,295.0604553,0.303475678,295.0604553,0.183594972,295.0604553,0.099835113,295.0604553,0.136582136,295.0604553,0.102451839,295.0604553,0.263079941,295.0604553,0.281855255,295.0604553,0.221290857,295.0604553,0.136676922,295.0604553,0.146163002,295.0604553,0.107677974,295.0604553,0.110906884,295.0604553,0.109087654,295.0604553,0.088024341,295.0604553,0.080853529
293.9624023,0.118057892,293.9624023,0.098058142,293.9624023,0.15653871,293.9624023,0.094845079,293.9624023,0.237646103,293.9624023,0.331190497,293.9624023,0.199825704,293.9624023,0.108407162,293.9624023,0.149515614,293.9624023,0.117768541,293.9624023,0.282576054,293.9624023,0.314707845,293.9624023,0.245479867,293.9624023,0.157255858,293.9624023,0.156154886,293.9624023,0.117006503,293.9624023,0.118263401,293.9624023,0.120558836,293.9624023,0.098701708,293.9624023,0.085279197
293.0210876,0.12928687,293.0210876,0.103771217,293.0210876,0.163604274,293.0210876,0.099465534,293.0210876,0.248804197,293.0210876,0.344312519,293.0210876,0.210852593,293.0210876,0.1151319,293.0210876,0.156425849,293.0210876,0.129102662,293.0210876,0.300935537,293.0210876,0.340370506,293.0210876,0.257527679,293.0210876,0.174594909,293.0210876,0.164760307,293.0210876,0.125508979,293.0210876,0.123867378,293.0210876,0.129093677,293.0210876,0.107339479,293.0210876,0.08844085
291.92276,0.143571198,291.92276,0.110989399,291.92276,0.170818642,291.92276,0.105760686,291.92276,0.26090312,291.92276,0.362086743,291.92276,0.222948462,291.92276,0.124554619,291.92276,0.166366234,291.92276,0.147902057,291.92276,0.316703737,291.92276,0.372615397,291.92276,0.275771916,291.92276,0.198687762,291.92276,0.172290921,291.92276,0.13767983,291.92276,0.130719587,291.92276,0.140908331,291.92276,0.119804025,291.92276,0.091739446
290.9812317,0.163345307,290.9812317,0.118709453,290.9812317,0.180105284,290.9812317,0.112070426,290.9812317,0.273790151,290.9812317,0.381151855,290.9812317,0.236399382,290.9812317,0.135899127,290.9812317,0.179783419,290.9812317,0.171798781,290.9812317,0.338295311,290.9812317,0.414580286,290.9812317,0.296944797,290.9812317,0.229236811,290.9812317,0.180734575,290.9812317,0.152908266,290.9812317,0.138374016,290.9812317,0.155787841,290.9812317,0.136122525,290.9812317,0.09630686
290.0396118,0.183329269,290.0396118,0.12836808,290.0396118,0.187105253,290.0396118,0.118148536,290.0396118,0.287152648,290.0396118,0.398964316,290.0396118,0.251296073,290.0396118,0.147648037,290.0396118,0.190214053,290.0396118,0.199687153,290.0396118,0.358356267,290.0396118,0.449205935,290.0396118,0.31837368,290.0396118,0.264144629,290.0396118,0.190432474,290.0396118,0.168757722,290.0396118,0.14511025,290.0396118,0.172117561,290.0396118,0.15033643,290.0396118,0.100813724
288.940918,0.20347853,288.940918,0.137094796,288.940918,0.194959179,288.940918,0.125039503,288.940918,0.298480928,288.940918,0.418016195,288.940918,0.26581052,288.940918,0.158961311,288.940918,0.202307493,288.940918,0.222591907,288.940918,0.375713259,288.940918,0.490248084,288.940918,0.341069907,288.940918,0.295050591,288.940918,0.199905559,288.940918,0.184916556,288.940918,0.153058335,288.940918,0.187319338,288.940918,0.166546822,288.940918,0.1059862
287.999054,0.216910645,287.999054,0.141643539,287.999054,0.200035557,287.999054,0.128506243,287.999054,0.306583226,287.999054,0.429428995,287.999054,0.274643481,287.999054,0.165681779,287.999054,0.209377915,287.999054,0.236679241,287.999054,0.388830364,287.999054,0.517079294,287.999054,0.35445714,287.999054,0.314909726,287.999054,0.205353782,287.999054,0.196653992,287.999054,0.158830389,287.999054,0.197597727,287.999054,0.176578507,287.999054,0.108104549
287.0571289,0.223488942,287.0571289,0.146185622,287.0571289,0.204650819,287.0571289,0.131594092,287.0571289,0.31397149,287.0571289,0.441272676,287.0571289,0.2835522,287.0571289,0.17044878,287.0571289,0.214676738,287.0571289,0.247543067,287.0571289,0.398359925,287.0571289,0.531847358,287.0571289,0.362598687,287.0571289,0.328228921,287.0571289,0.210417688,287.0571289,0.202186167,287.0571289,0.161764056,287.0571289,0.204309627,287.0571289,0.182323054,287.0571289,0.110300385
285.9580688,0.232659936,285.9580688,0.151300892,285.9580688,0.21039252,285.9580688,0.135118857,285.9580688,0.323447079,285.9580688,0.453786254,285.9580688,0.291231602,285.9580688,0.177248687,285.9580688,0.221750811,285.9580688,0.258569181,285.9580688,0.411186755,285.9580688,0.552435875,285.9580688,0.375157356,285.9580688,0.343378604,285.9580688,0.217317179,285.9580688,0.211682648,285.9580688,0.16680792,285.9580688,0.211401299,285.9580688,0.189208031,285.9580688,0.113164231
285.0158997,0.237751737,285.0158997,0.154101461,285.0158997,0.214352086,285.0158997,0.138042972,285.0158997,0.332352042,285.0158997,0.463828921,285.0158997,0.297712475,285.0158997,0.179781854,285.0158997,0.226036504,285.0158997,0.264313817,285.0158997,0.420607388,285.0158997,0.567246378,285.0158997,0.382880926,285.0158997,0.352463841,285.0158997,0.221213862,285.0158997,0.215821862,285.0158997,0.169723883,285.0158997,0.215665609,285.0158997,0.193808302,285.0158997,0.11528597
284.0736389,0.242135897,284.0736389,0.155373648,284.0736389,0.217117056,284.0736389,0.140200958,284.0736389,0.335960656,284.0736389,0.470991939,284.0736389,0.302198231,284.0736389,0.182414532,284.0736389,0.229158014,284.0736389,0.26943475,284.0736389,0.426789194,284.0736389,0.576312721,284.0736389,0.389243871,284.0736389,0.359646022,284.0736389,0.224521115,284.0736389,0.221815765,284.0736389,0.171829775,284.0736389,0.22038424,284.0736389,0.196829453,284.0736389,0.116541103
282.9742126,0.247855768,282.9742126,0.157643125,282.9742126,0.219249889,282.9742126,0.141695052,282.9742126,0.340293914,282.9742126,0.476776838,282.9742126,0.30805698,282.9742126,0.185987145,282.9742126,0.232004494,282.9742126,0.277303577,282.9742126,0.432397038,282.9742126,0.590754807,282.9742126,0.394869536,282.9742126,0.369574755,282.9742126,0.227647901,282.9742126,0.226693854,282.9742126,0.174212113,282.9742126,0.224104285,282.9742126,0.201563314,282.9742126,0.117906228
282.0317383,0.254395425,282.0317383,0.16033046,282.0317383,0.221776739,282.0317383,0.143988892,282.0317383,0.343535155,282.0317383,0.481006831,282.0317383,0.310765088,282.0317383,0.188748926,282.0317383,0.235125974,282.0317383,0.285033882,282.0317383,0.437171549,282.0317383,0.600710511,282.0317383,0.401389808,282.0317383,0.380134285,282.0317383,0.230028763,282.0317383,0.23347649,282.0317383,0.176533967,282.0317383,0.228197679,282.0317383,0.205843017,282.0317383,0.119714946
280.9320679,0.264603257,280.9320679,0.164555922,280.9320679,0.224572912,280.9320679,0.147371694,280.9320679,0.347903013,280.9320679,0.485012651,280.9320679,0.316971898,280.9320679,0.19443506,280.9320679,0.239653274,280.9320679,0.298683763,280.9320679,0.44368124,280.9320679,0.618258774,280.9320679,0.408831239,280.9320679,0.398864865,280.9320679,0.233983874,280.9320679,0.242796004,280.9320679,0.180286646,280.9320679,0.236171648,280.9320679,0.214075103,280.9320679,0.122605681
279.9893799,0.272745639,279.9893799,0.167524576,279.9893799,0.226529241,279.9893799,0.14990148,279.9893799,0.350941569,279.9893799,0.488096505,279.9893799,0.320643514,279.9893799,0.198452234,279.9893799,0.24265717,279.9893799,0.308822811,279.9893799,0.447341532,279.9893799,0.630923569,279.9893799,0.414277643,279.9893799,0.412917107,279.9893799,0.236996085,279.9893799,0.250711829,279.9893799,0.183098957,279.9893799,0.242056936,279.9893799,0.220037177,279.9893799,0.124237999
279.0466003,0.277119875,279.0466003,0.169304714,279.0466003,0.227774188,279.0466003,0.151525691,279.0466003,0.353473395,279.0466003,0.490864128,279.0466003,0.32287252,279.0466003,0.200395703,279.0466003,0.244129017,279.0466003,0.314350188,279.0466003,0.450192064,279.0466003,0.638112485,279.0466003,0.416858912,279.0466003,0.419909179,279.0466003,0.238789946,279.0466003,0.256157517,279.0466003,0.184162885,279.0466003,0.245317817,279.0466003,0.22370106,279.0466003,0.125637502
277.9465637,0.278964043,277.9465637,0.169908196,277.9465637,0.229185432,277.9465637,0.152536675,277.9465637,0.356005251,277.9465637,0.493530303,277.9465637,0.32602787,277.9465637,0.201073587,277.9465637,0.244840786,277.9465637,0.316263139,277.9465637,0.452736378,277.9465637,0.642978251,277.9465637,0.418774664,277.9465637,0.424724847,277.9465637,0.240941703,277.9465637,0.260889858,277.9465637,0.185661137,277.9465637,0.246833533,277.9465637,0.224768147,277.9465637,0.12746796
277.0035706,0.278556109,277.0035706,0.169897169,277.0035706,0.230870336,277.0035706,0.15331775,277.0035706,0.359641075,277.0035706,0.496293396,277.0035706,0.327597857,277.0035706,0.200827956,277.0035706,0.244695649,277.0035706,0.315518767,277.0035706,0.454182744,277.0035706,0.644555032,277.0035706,0.419214547,277.0035706,0.425180852,277.0035706,0.242845953,277.0035706,0.263703138,277.0035706,0.186673716,277.0035706,0.2465491,277.0035706,0.224416599,277.0035706,0.128541917
276.0604858,0.277264357,276.0604858,0.169829652,276.0604858,0.234818265,276.0604858,0.15487054,276.0604858,0.368687987,276.0604858,0.504820705,276.0604858,0.333307982,276.0604858,0.200392947,276.0604858,0.245625943,276.0604858,0.312696636,276.0604858,0.459494442,276.0604858,0.646697581,276.0604858,0.42211926,276.0604858,0.424960792,276.0604858,0.247653022,276.0604858,0.268206954,276.0604858,0.188533425,276.0604858,0.245541781,276.0604858,0.222805187,276.0604858,0.131011888
274.960083,0.275969714,274.960083,0.170730665,274.960083,0.242228359,274.960083,0.158204377,274.960083,0.381331265,274.960083,0.521656275,274.960083,0.343241423,274.960083,0.200371474,274.960083,0.247666255,274.960083,0.308724314,274.960083,0.469650716,274.960083,0.653179109,274.960083,0.428793073,274.960083,0.42548582,274.960083,0.255921096,274.960083,0.276712716,274.960083,0.192782566,274.960083,0.245347187,274.960083,0.22085993,274.960083,0.135864615
274.0168152,0.275268614,274.0168152,0.171205834,274.0168152,0.248940378,274.0168152,0.160406411,274.0168152,0.393479139,274.0168152,0.536441684,274.0168152,0.350836217,274.0168152,0.200462923,274.0168152,0.249261156,274.0168152,0.305833221,274.0168152,0.478787363,274.0168152,0.660863578,274.0168152,0.434223324,274.0168152,0.426351398,274.0168152,0.262520522,274.0168152,0.283271611,274.0168152,0.196270943,274.0168152,0.245196417,274.0168152,0.219317615,274.0168152,0.13935703
273.0734253,0.273489803,273.0734253,0.17084983,273.0734253,0.252735734,273.0734253,0.161536932,273.0734253,0.404178202,273.0734253,0.547029734,273.0734253,0.356701285,273.0734253,0.19973053,273.0734253,0.250310957,273.0734253,0.30304122,273.0734253,0.485703826,273.0734253,0.665178657,273.0734253,0.438534737,273.0734253,0.425638557,273.0734253,0.266857863,273.0734253,0.28697294,273.0734253,0.197737247,273.0734253,0.245232657,273.0734253,0.217614099,273.0734253,0.141431212
271.9726868,0.270471603,271.9726868,0.170226112,271.9726868,0.256902307,271.9726868,0.162280187,271.9726868,0.416530728,271.9726868,0.560357928,271.9726868,0.36329338,271.9726868,0.198646084,271.9726868,0.251190007,271.9726868,0.298755199,271.9726868,0.495886743,271.9726868,0.671302557,271.9726868,0.442919016,271.9726868,0.424539685,271.9726868,0.271268994,271.9726868,0.289665759,271.9726868,0.20060198,271.9726868,0.242614806,271.9726868,0.214950919,271.9726868,0.142890558
271.0290833,0.272372156,271.0290833,0.172893867,271.0290833,0.266843975,271.0290833,0.166707516,271.0290833,0.43405506,271.0290833,0.589784503,271.0290833,0.377763003,271.0290833,0.201315314,271.0290833,0.2573708,271.0290833,0.29736355,271.0290833,0.511536002,271.0290833,0.686737597,271.0290833,0.456022501,271.0290833,0.425992847,271.0290833,0.281741858,271.0290833,0.296776086,271.0290833,0.204902813,271.0290833,0.245028645,271.0290833,0.215454653,271.0290833,0.14762418
