Std_1,,Std_2,,Std_3,,Std_4,,Std_5,,Std_6,,Std_7,,Std_8,,Std_9,,Std_10,,Std_11,,Std_12,,Std_13,,Std_14,,Std_15,,Std_16,,Std_17,,Std_18,,Std_19,,Std_20,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
699.0204468,0.001833719,699.0204468,0.001497026,699.0204468,0.001842818,699.0204468,0.000948591,699.0204468,0.001001258,699.0204468,0.000901041,699.0204468,0.001682634,699.0204468,0.0018169,699.0204468,0.001316275,699.0204468,0.001551058,699.0204468,0.002357402,699.0204468,0.001513936,699.0204468,0.001535913,699.0204468,0.001263466,699.0204468,0.001100901,699.0204468,0.0020073,699.0204468,0.001656232,699.0204468,0.004901783,699.0204468,0.00120799,699.0204468,0.002193125
698.0122681,0.003039216,698.0122681,0.003924884,698.0122681,0.002568844,698.0122681,0.002490341,698.0122681,0.002486671,698.0122681,0.002507342,698.0122681,0.002731986,698.0122681,0.002307615,698.0122681,0.002665748,698.0122681,0.002850084,698.0122681,0.004998659,698.0122681,0.003361742,698.0122681,0.003118156,698.0122681,0.003257327,698.0122681,0.002259032,698.0122681,0.003248434,698.0122681,0.003902368,698.0122681,0.00637724,698.0122681,0.002953879,698.0122681,0.0035583
697.0037842,0.004430541,697.0037842,0.004377169,697.0037842,0.004930372,697.0037842,0.004368279,697.0037842,0.004180815,697.0037842,0.004009969,697.0037842,0.0034714,697.0037842,0.004510964,697.0037842,0.003426417,697.0037842,0.003285313,697.0037842,0.005041789,697.0037842,0.004251022,697.0037842,0.004873379,697.0037842,0.00451269,697.0037842,0.0036075,697.0037842,0.004911234,697.0037842,0.005243485,697.0037842,0.008073051,697.0037842,0.00385977,697.0037842,0.004415582
695.9949341,0.005502422,695.9949341,0.005360014,695.9949341,0.005125599,695.9949341,0.005818545,695.9949341,0.005111586,695.9949341,0.005205732,695.9949341,0.005790107,695.9949341,0.00504721,695.9949341,0.004795951,695.9949341,0.005712778,695.9949341,0.007185997,695.9949341,0.005746221,695.9949341,0.005244534,695.9949341,0.00552607,695.9949341,0.005592877,695.9949341,0.006027165,695.9949341,0.005673175,695.9949341,0.008985413,695.9949341,0.005180635,695.9949341,0.005699953
694.9857788,0.006768718,694.9857788,0.006692134,694.9857788,0.006371908,694.9857788,0.006357066,694.9857788,0.005307602,694.9857788,0.00549849,694.9857788,0.005331423,694.9857788,0.006249409,694.9857788,0.005719441,694.9857788,0.005464987,694.9857788,0.007582051,694.9857788,0.006814601,694.9857788,0.006886078,694.9857788,0.006591253,694.9857788,0.005369999,694.9857788,0.007418473,694.9857788,0.007562901,694.9857788,0.010030117,694.9857788,0.006192189,694.9857788,0.006417775
693.9763184,0.006673181,693.9763184,0.00742424,693.9763184,0.007479541,693.9763184,0.007520942,693.9763184,0.007253982,693.9763184,0.007491814,693.9763184,0.006292873,693.9763184,0.006911194,693.9763184,0.00779961,693.9763184,0.006792093,693.9763184,0.008723626,693.9763184,0.007450046,693.9763184,0.00738756,693.9763184,0.006768954,693.9763184,0.00687448,693.9763184,0.00717326,693.9763184,0.007746271,693.9763184,0.011193241,693.9763184,0.006886972,693.9763184,0.007122155
692.9664917,0.008526063,692.9664917,0.008208491,692.9664917,0.008416757,692.9664917,0.008252653,692.9664917,0.007594327,692.9664917,0.007947488,692.9664917,0.008042487,692.9664917,0.009121244,692.9664917,0.007412759,692.9664917,0.007910026,692.9664917,0.009636325,692.9664917,0.008684909,692.9664917,0.008348538,692.9664917,0.007923998,692.9664917,0.007845839,692.9664917,0.009051063,692.9664917,0.008194483,692.9664917,0.011575766,692.9664917,0.008125772,692.9664917,0.008313231
691.9563599,0.009264494,691.9563599,0.009976927,691.9563599,0.00897886,691.9563599,0.009422764,691.9563599,0.008996408,691.9563599,0.010109703,691.9563599,0.008190368,691.9563599,0.008743647,691.9563599,0.008870444,691.9563599,0.009382557,691.9563599,0.010170859,691.9563599,0.008999526,691.9563599,0.010093567,691.9563599,0.010596859,691.9563599,0.009033434,691.9563599,0.010025535,691.9563599,0.010082201,691.9563599,0.012361245,691.9563599,0.009533885,691.9563599,0.008513207
690.9458618,0.011101081,690.9458618,0.010318751,690.9458618,0.009610388,690.9458618,0.010241618,690.9458618,0.010120221,690.9458618,0.009911085,690.9458618,0.009877955,690.9458618,0.008337745,690.9458618,0.009258888,690.9458618,0.010089964,690.9458618,0.012033193,690.9458618,0.009890613,690.9458618,0.009821235,690.9458618,0.009970941,690.9458618,0.009440145,690.9458618,0.010806726,690.9458618,0.01070584,690.9458618,0.014329829,690.9458618,0.009700141,690.9458618,0.00973834
689.9350586,0.010896275,689.9350586,0.010988603,689.9350586,0.010357879,689.9350586,0.010417798,689.9350586,0.010362916,689.9350586,0.011537166,689.9350586,0.010708705,689.9350586,0.011178738,689.9350586,0.01101672,689.9350586,0.011639283,689.9350586,0.012848482,689.9350586,0.010854417,689.9350586,0.011043724,689.9350586,0.011639522,689.9350586,0.01036562,689.9350586,0.011058248,689.9350586,0.011814089,689.9350586,0.014912608,689.9350586,0.010099662,689.9350586,0.011104241
689.0684204,0.011663293,689.0684204,0.011833161,689.0684204,0.011509362,689.0684204,0.011427633,689.0684204,0.010847384,689.0684204,0.011373102,689.0684204,0.010986878,689.0684204,0.011167078,689.0684204,0.010985949,689.0684204,0.010397382,689.0684204,0.012283296,689.0684204,0.012173414,689.0684204,0.011101373,689.0684204,0.011673451,689.0684204,0.01119417,689.0684204,0.010705972,689.0684204,0.011693049,689.0684204,0.015380297,689.0684204,0.01082034,689.0684204,0.011691986
688.0570068,0.01312152,688.0570068,0.012847576,688.0570068,0.012144344,688.0570068,0.012912746,688.0570068,0.012621105,688.0570068,0.012489397,688.0570068,0.012878613,688.0570068,0.012593471,688.0570068,0.012131966,688.0570068,0.01254215,688.0570068,0.013851057,688.0570068,0.013248482,688.0570068,0.013055598,688.0570068,0.012896692,688.0570068,0.011916057,688.0570068,0.013347051,688.0570068,0.012543349,688.0570068,0.016644916,688.0570068,0.01168906,688.0570068,0.012296798
687.0452881,0.013134407,687.0452881,0.013190307,687.0452881,0.012594989,687.0452881,0.012048043,687.0452881,0.011981966,687.0452881,0.012502238,687.0452881,0.012290353,687.0452881,0.013523507,687.0452881,0.013465054,687.0452881,0.011881976,687.0452881,0.014186904,687.0452881,0.01256677,687.0452881,0.012773246,687.0452881,0.012951574,687.0452881,0.012477488,687.0452881,0.013753255,687.0452881,0.013314486,687.0452881,0.015579796,687.0452881,0.012446746,687.0452881,0.012218354
686.0332642,0.013355806,686.0332642,0.013096388,686.0332642,0.01237307,686.0332642,0.013317315,686.0332642,0.012763435,686.0332642,0.012798625,686.0332642,0.012896986,686.0332642,0.012858215,686.0332642,0.013320998,686.0332642,0.013235192,686.0332642,0.014437984,686.0332642,0.01335207,686.0332642,0.012631178,686.0332642,0.013146893,686.0332642,0.012927599,686.0332642,0.014450267,686.0332642,0.014275869,686.0332642,0.016601048,686.0332642,0.013760149,686.0332642,0.014149329
685.020874,0.01388131,685.020874,0.014222959,685.020874,0.013698003,685.020874,0.013414912,685.020874,0.013230681,685.020874,0.012916612,685.020874,0.012980192,685.020874,0.014088037,685.020874,0.01363317,685.020874,0.013362934,685.020874,0.015126019,685.020874,0.014089294,685.020874,0.0135422,685.020874,0.013823023,685.020874,0.013009425,685.020874,0.014507434,685.020874,0.014182251,685.020874,0.017599339,685.020874,0.01351157,685.020874,0.01324077
684.0081787,0.013955911,684.0081787,0.014164117,684.0081787,0.01404801,684.0081787,0.013071844,684.0081787,0.01329057,684.0081787,0.01391611,684.0081787,0.013658947,684.0081787,0.014227479,684.0081787,0.013652643,684.0081787,0.013297671,684.0081787,0.015048644,684.0081787,0.015336449,684.0081787,0.015072335,684.0081787,0.01465681,684.0081787,0.013222008,684.0081787,0.015628204,684.0081787,0.015013726,684.0081787,0.018204747,684.0081787,0.013867145,684.0081787,0.01385421
682.9951782,0.014837013,682.9951782,0.014702651,682.9951782,0.014100498,682.9951782,0.014736926,682.9951782,0.014403945,682.9951782,0.014286891,682.9951782,0.014395677,682.9951782,0.014972971,682.9951782,0.014488136,682.9951782,0.013975024,682.9951782,0.015479109,682.9951782,0.014855442,682.9951782,0.014084668,682.9951782,0.015103745,682.9951782,0.014219,682.9951782,0.015478117,682.9951782,0.015985785,682.9951782,0.018257685,682.9951782,0.013906274,682.9951782,0.01420354
681.9818726,0.015677663,681.9818726,0.015784809,681.9818726,0.015272122,681.9818726,0.01584661,681.9818726,0.014359634,681.9818726,0.015010779,681.9818726,0.014827772,681.9818726,0.014707229,681.9818726,0.013921777,681.9818726,0.015161883,681.9818726,0.015950147,681.9818726,0.015346587,681.9818726,0.015823871,681.9818726,0.014867174,681.9818726,0.014393911,681.9818726,0.016022876,681.9818726,0.015770422,681.9818726,0.018462455,681.9818726,0.013961418,681.9818726,0.015064563
680.9682007,0.015355195,680.9682007,0.014742202,680.9682007,0.015787039,680.9682007,0.015908578,680.9682007,0.015132988,680.9682007,0.013640543,680.9682007,0.014771098,680.9682007,0.015407358,680.9682007,0.014437689,680.9682007,0.014910733,680.9682007,0.01628335,680.9682007,0.015663357,680.9682007,0.015706781,680.9682007,0.015181719,680.9682007,0.015225631,680.9682007,0.016472511,680.9682007,0.01555318,680.9682007,0.019043453,680.9682007,0.015112831,680.9682007,0.015341867
679.9542236,0.015986644,679.9542236,0.015594339,679.9542236,0.014949393,679.9542236,0.015699428,679.9542236,0.015160168,679.9542236,0.014705757,679.9542236,0.015328486,679.9542236,0.015607541,679.9542236,0.015523266,679.9542236,0.015440591,679.9542236,0.01734085,679.9542236,0.01635452,679.9542236,0.015383032,679.9542236,0.015753215,679.9542236,0.015582023,679.9542236,0.015668241,679.9542236,0.016076677,679.9542236,0.019546833,679.9542236,0.014925816,679.9542236,0.014920672
678.9398804,0.016231431,678.9398804,0.0159842,678.9398804,0.016167508,678.9398804,0.016206924,678.9398804,0.015906969,678.9398804,0.01577061,678.9398804,0.015279549,678.9398804,0.01524523,678.9398804,0.015088603,678.9398804,0.015777348,678.9398804,0.01742979,678.9398804,0.01602078,678.9398804,0.016103137,678.9398804,0.01649203,678.9398804,0.014957806,678.9398804,0.016179491,678.9398804,0.016097952,678.9398804,0.019046076,678.9398804,0.015841294,678.9398804,0.015784757
678.0702515,0.016121754,678.0702515,0.016764624,678.0702515,0.016594244,678.0702515,0.015805883,678.0702515,0.015331757,678.0702515,0.015421922,678.0702515,0.016409412,678.0702515,0.015865324,678.0702515,0.015149204,678.0702515,0.015523722,678.0702515,0.01680111,678.0702515,0.016346268,678.0702515,0.014906688,678.0702515,0.015918005,678.0702515,0.015211396,678.0702515,0.016782274,678.0702515,0.016226539,678.0702515,0.020223271,678.0702515,0.015642721,678.0702515,0.016322777
677.0553589,0.018902943,677.0553589,0.016781386,677.0553589,0.016457401,677.0553589,0.016853554,677.0553589,0.016414063,677.0553589,0.016928237,677.0553589,0.016575741,677.0553589,0.017525053,677.0553589,0.015874693,677.0553589,0.016016455,677.0553589,0.017823379,677.0553589,0.016782248,677.0553589,0.016306356,677.0553589,0.016806087,677.0553589,0.016552506,677.0553589,0.017217884,677.0553589,0.017492928,677.0553589,0.021215744,677.0553589,0.016935933,677.0553589,0.016754212
676.0401001,0.017358361,676.0401001,0.017661802,676.0401001,0.017543247,676.0401001,0.016796589,676.0401001,0.016519457,676.0401001,0.016933,676.0401001,0.016786875,676.0401001,0.017092744,676.0401001,0.016940268,676.0401001,0.016727094,676.0401001,0.018700236,676.0401001,0.017973036,676.0401001,0.017110245,676.0401001,0.017690247,676.0401001,0.016411563,676.0401001,0.017933972,676.0401001,0.016939217,676.0401001,0.020255193,676.0401001,0.016808294,676.0401001,0.016667617
675.0245972,0.017349496,675.0245972,0.016837893,675.0245972,0.016303184,675.0245972,0.016838916,675.0245972,0.016032653,675.0245972,0.017119024,675.0245972,0.016324766,675.0245972,0.015709439,675.0245972,0.016324202,675.0245972,0.016939271,675.0245972,0.01769367,675.0245972,0.016645426,675.0245972,0.016800543,675.0245972,0.016909046,675.0245972,0.016563907,675.0245972,0.017036689,675.0245972,0.017468754,675.0245972,0.020122588,675.0245972,0.015312771,675.0245972,0.016191259
674.008728,0.01688843,674.008728,0.016443742,674.008728,0.016767127,674.008728,0.017376628,674.008728,0.016550327,674.008728,0.016086482,674.008728,0.016212862,674.008728,0.01698748,674.008728,0.016232694,674.008728,0.016591581,674.008728,0.01771152,674.008728,0.017081894,674.008728,0.017201832,674.008728,0.017453179,674.008728,0.016244518,674.008728,0.017512305,674.008728,0.017380966,674.008728,0.020618724,674.008728,0.017150773,674.008728,0.016855868
672.9925537,0.016964788,672.9925537,0.017574972,672.9925537,0.016847391,672.9925537,0.017980186,672.9925537,0.017012246,672.9925537,0.017441995,672.9925537,0.017039785,672.9925537,0.017555537,672.9925537,0.017475169,672.9925537,0.016825756,672.9925537,0.018449679,672.9925537,0.017495597,672.9925537,0.017415185,672.9925537,0.017481178,672.9925537,0.016342748,672.9925537,0.018668672,672.9925537,0.018656133,672.9925537,0.02105464,672.9925537,0.01742211,672.9925537,0.017399421
671.9760742,0.017104538,671.9760742,0.016746087,671.9760742,0.018830353,671.9760742,0.017013565,671.9760742,0.016513541,671.9760742,0.017143393,671.9760742,0.016817307,671.9760742,0.016459633,671.9760742,0.017084936,671.9760742,0.016863484,671.9760742,0.018437551,671.9760742,0.017236197,671.9760742,0.01650284,671.9760742,0.016630929,671.9760742,0.016465008,671.9760742,0.017893372,671.9760742,0.017791744,671.9760742,0.020560909,671.9760742,0.016930658,671.9760742,0.017658055
670.9592896,0.016607422,670.9592896,0.017390503,670.9592896,0.016939944,670.9592896,0.016791208,670.9592896,0.016417207,670.9592896,0.017216509,670.9592896,0.016792661,670.9592896,0.016583836,670.9592896,0.016380487,670.9592896,0.017058335,670.9592896,0.018173192,670.9592896,0.016788894,670.9592896,0.017192028,670.9592896,0.017381988,670.9592896,0.016018819,670.9592896,0.017394302,670.9592896,0.017274473,670.9592896,0.020192411,670.9592896,0.016930658,670.9592896,0.016915156
669.9421387,0.016959835,669.9421387,0.016193517,669.9421387,0.017465359,669.9421387,0.017596185,669.9421387,0.016604275,669.9421387,0.017242204,669.9421387,0.016760105,669.9421387,0.015910808,669.9421387,0.016910527,669.9421387,0.016280366,669.9421387,0.01832,669.9421387,0.017099906,669.9421387,0.017176086,669.9421387,0.017219689,669.9421387,0.016018819,669.9421387,0.017586777,669.9421387,0.017586427,669.9421387,0.02076818,669.9421387,0.016137606,669.9421387,0.016610192
669.0700684,0.017546993,669.0700684,0.017141454,669.0700684,0.017436795,669.0700684,0.01755303,669.0700684,0.016843302,669.0700684,0.016793307,669.0700684,0.016979836,669.0700684,0.017081544,669.0700684,0.016133172,669.0700684,0.01662875,669.0700684,0.01896116,669.0700684,0.016876886,669.0700684,0.016533682,669.0700684,0.017375307,669.0700684,0.017636271,669.0700684,0.018044295,669.0700684,0.01802001,669.0700684,0.021230314,669.0700684,0.01702288,669.0700684,0.017736085
668.0523682,0.016428875,668.0523682,0.016569044,668.0523682,0.016430246,668.0523682,0.016920673,668.0523682,0.016268918,668.0523682,0.016662076,668.0523682,0.016249489,668.0523682,0.017318893,668.0523682,0.016453072,668.0523682,0.017176058,668.0523682,0.018725775,668.0523682,0.016672054,668.0523682,0.018097701,668.0523682,0.016649703,668.0523682,0.016319336,668.0523682,0.017160224,668.0523682,0.017859655,668.0523682,0.020722184,668.0523682,0.016806249,668.0523682,0.016916851
667.0343018,0.016201254,667.0343018,0.015436647,667.0343018,0.01624785,667.0343018,0.016572837,667.0343018,0.015882239,667.0343018,0.016387315,667.0343018,0.016000502,667.0343018,0.017318893,667.0343018,0.015747713,667.0343018,0.015693791,667.0343018,0.01774811,667.0343018,0.016872123,667.0343018,0.015765591,667.0343018,0.016953107,667.0343018,0.016105877,667.0343018,0.016918089,667.0343018,0.016980078,667.0343018,0.020023607,667.0343018,0.016104024,667.0343018,0.016048418
666.0159912,0.017047163,666.0159912,0.015400331,666.0159912,0.014870121,666.0159912,0.016259002,666.0159912,0.015303976,666.0159912,0.015614384,666.0159912,0.015646504,666.0159912,0.015738856,666.0159912,0.015503977,666.0159912,0.015402584,666.0159912,0.017009016,666.0159912,0.015571076,666.0159912,0.016018685,666.0159912,0.015995856,666.0159912,0.014976883,666.0159912,0.016453825,666.0159912,0.01642721,666.0159912,0.018924898,666.0159912,0.015787011,666.0159912,0.015558063
664.9973145,0.017047163,664.9973145,0.016028758,664.9973145,0.015172578,664.9973145,0.015771443,664.9973145,0.015295798,664.9973145,0.015330496,664.9973145,0.014887721,664.9973145,0.014902669,664.9973145,0.01543359,664.9973145,0.014793515,664.9973145,0.017145386,664.9973145,0.01460637,664.9973145,0.01484762,664.9973145,0.015614116,664.9973145,0.014709345,664.9973145,0.017821383,664.9973145,0.016391965,664.9973145,0.018653702,664.9973145,0.015474495,664.9973145,0.015829025
663.9783936,0.015349188,663.9783936,0.014851718,663.9783936,0.014809746,663.9783936,0.015593346,663.9783936,0.014708595,663.9783936,0.014876523,663.9783936,0.015009386,663.9783936,0.01454662,663.9783936,0.014662405,663.9783936,0.014726001,663.9783936,0.016086536,663.9783936,0.015635045,663.9783936,0.015195981,663.9783936,0.015435467,663.9783936,0.014479626,663.9783936,0.015735608,663.9783936,0.015625224,663.9783936,0.018555757,663.9783936,0.014692074,663.9783936,0.014748629
662.9591064,0.015607595,662.9591064,0.014809853,662.9591064,0.014818719,662.9591064,0.014817406,662.9591064,0.014696358,662.9591064,0.014694323,662.9591064,0.014412481,662.9591064,0.014614481,662.9591064,0.015007323,662.9591064,0.014915609,662.9591064,0.015634215,662.9591064,0.015107096,662.9591064,0.014789257,662.9591064,0.015335646,662.9591064,0.014976106,662.9591064,0.015606119,662.9591064,0.015391748,662.9591064,0.018005144,662.9591064,0.014555641,662.9591064,0.014762395
661.9395142,0.015305022,661.9395142,0.014635819,661.9395142,0.014623156,661.9395142,0.015109588,661.9395142,0.014273087,661.9395142,0.01543131,661.9395142,0.014480643,661.9395142,0.014854075,661.9395142,0.014141627,661.9395142,0.014100177,661.9395142,0.015717087,661.9395142,0.014860424,661.9395142,0.014982295,661.9395142,0.014981357,661.9395142,0.014902803,661.9395142,0.015893087,661.9395142,0.01530824,661.9395142,0.019130794,661.9395142,0.014840843,661.9395142,0.014997408
661.0653076,0.015050573,661.0653076,0.014475344,661.0653076,0.013937065,661.0653076,0.015504943,661.0653076,0.013900928,661.0653076,0.014435307,661.0653076,0.013964519,661.0653076,0.014716254,661.0653076,0.014162674,661.0653076,0.01401344,661.0653076,0.01621074,661.0653076,0.01498937,661.0653076,0.014542685,661.0653076,0.014559442,661.0653076,0.014648323,661.0653076,0.015264829,661.0653076,0.015511999,661.0653076,0.018311575,661.0653076,0.01373172,661.0653076,0.015091953
660.045105,0.015741942,660.045105,0.014552214,660.045105,0.014529783,660.045105,0.014916601,660.045105,0.014263644,660.045105,0.014234247,660.045105,0.014612501,660.045105,0.013929341,660.045105,0.014576226,660.045105,0.013869123,660.045105,0.015860759,660.045105,0.015048135,660.045105,0.0147305,660.045105,0.014624173,660.045105,0.014343554,660.045105,0.015379733,660.045105,0.015244989,660.045105,0.018040085,660.045105,0.014524698,660.045105,0.014210789
659.0246582,0.01522539,659.0246582,0.014904706,659.0246582,0.014492097,659.0246582,0.015033289,659.0246582,0.014059748,659.0246582,0.014000769,659.0246582,0.014272899,659.0246582,0.014424122,659.0246582,0.014437635,659.0246582,0.014361587,659.0246582,0.015488901,659.0246582,0.014595287,659.0246582,0.014707658,659.0246582,0.014397469,659.0246582,0.013886763,659.0246582,0.01513548,659.0246582,0.015151804,659.0246582,0.018615169,659.0246582,0.014148312,659.0246582,0.014821263
658.0038452,0.015614464,658.0038452,0.014215255,658.0038452,0.014462551,658.0038452,0.01502809,658.0038452,0.013490581,658.0038452,0.014359073,658.0038452,0.014392091,658.0038452,0.013913036,658.0038452,0.01410023,658.0038452,0.014254683,658.0038452,0.016424654,658.0038452,0.0148758,658.0038452,0.014619702,658.0038452,0.014669877,658.0038452,0.013514828,658.0038452,0.015584438,658.0038452,0.015446519,658.0038452,0.017952263,658.0038452,0.01404924,658.0038452,0.015361711
656.9827271,0.014126891,656.9827271,0.014635712,656.9827271,0.013820084,656.9827271,0.01413109,656.9827271,0.014200144,656.9827271,0.013791759,656.9827271,0.014263564,656.9827271,0.014618256,656.9827271,0.013764209,656.9827271,0.01414858,656.9827271,0.015499551,656.9827271,0.015259574,656.9827271,0.014517953,656.9827271,0.014592128,656.9827271,0.013807631,656.9827271,0.015164912,656.9827271,0.015046447,656.9827271,0.018508455,656.9827271,0.013870272,656.9827271,0.013630766
655.9613037,0.014722412,655.9613037,0.01430963,655.9613037,0.014216941,655.9613037,0.014251954,655.9613037,0.01426549,655.9613037,0.014048705,655.9613037,0.013646767,655.9613037,0.014413873,655.9613037,0.014336438,655.9613037,0.01401606,655.9613037,0.016170274,655.9613037,0.014724153,655.9613037,0.014832754,655.9613037,0.013756915,655.9613037,0.014166364,655.9613037,0.014452515,655.9613037,0.014691913,655.9613037,0.017553434,655.9613037,0.014037796,655.9613037,0.01393017
654.9395752,0.0147098,654.9395752,0.014467716,654.9395752,0.01404678,654.9395752,0.014127667,654.9395752,0.014231678,654.9395752,0.014422115,654.9395752,0.014250322,654.9395752,0.01372643,654.9395752,0.013505268,654.9395752,0.013251978,654.9395752,0.014937712,654.9395752,0.01462859,654.9395752,0.014168075,654.9395752,0.01459518,654.9395752,0.014078411,654.9395752,0.01503026,654.9395752,0.014685594,654.9395752,0.018227261,654.9395752,0.014282985,654.9395752,0.014305724
654.0635376,0.014121704,654.0635376,0.014948456,654.0635376,0.014321053,654.0635376,0.013750716,654.0635376,0.013853088,654.0635376,0.014033439,654.0635376,0.013953825,654.0635376,0.014234888,654.0635376,0.013383356,654.0635376,0.013550533,654.0635376,0.015954794,654.0635376,0.015500624,654.0635376,0.015011717,654.0635376,0.014815585,654.0635376,0.01397163,654.0635376,0.015220886,654.0635376,0.014836825,654.0635376,0.017378137,654.0635376,0.013608142,654.0635376,0.014358805
653.0412598,0.015004375,653.0412598,0.013784276,653.0412598,0.013803328,653.0412598,0.014301872,653.0412598,0.014344704,653.0412598,0.014129859,653.0412598,0.014037529,653.0412598,0.01424647,653.0412598,0.014990656,653.0412598,0.013659455,653.0412598,0.014754735,653.0412598,0.014723591,653.0412598,0.014804202,653.0412598,0.013927229,653.0412598,0.013998496,653.0412598,0.014774553,653.0412598,0.014834147,653.0412598,0.017707827,653.0412598,0.01399339,653.0412598,0.014795765
652.0186768,0.015579635,652.0186768,0.014432257,652.0186768,0.013860304,652.0186768,0.014544211,652.0186768,0.014538269,652.0186768,0.015082546,652.0186768,0.0135942,652.0186768,0.013286167,652.0186768,0.013498058,652.0186768,0.013770409,652.0186768,0.014919869,652.0186768,0.014426556,652.0186768,0.014119618,652.0186768,0.013912207,652.0186768,0.013751304,652.0186768,0.015540437,652.0186768,0.014916815,652.0186768,0.018279715,652.0186768,0.013718923,652.0186768,0.014167408
650.9957275,0.014969542,650.9957275,0.015560157,650.9957275,0.015206383,650.9957275,0.014591699,650.9957275,0.013992134,650.9957275,0.013747564,650.9957275,0.014350724,650.9957275,0.013540705,650.9957275,0.014103091,650.9957275,0.013775859,650.9957275,0.015102566,650.9957275,0.014426556,650.9957275,0.013897828,650.9957275,0.014569507,650.9957275,0.013870326,650.9957275,0.015039532,650.9957275,0.015030207,650.9957275,0.017723978,650.9957275,0.013761912,650.9957275,0.014923191
649.9724731,0.014175885,649.9724731,0.014167621,649.9724731,0.014312118,649.9724731,0.014620692,649.9724731,0.014397576,649.9724731,0.014141412,649.9724731,0.01392509,649.9724731,0.014148312,649.9724731,0.013778184,649.9724731,0.014120981,649.9724731,0.015750773,649.9724731,0.014561583,649.9724731,0.01436322,649.9724731,0.014787463,649.9724731,0.013708636,649.9724731,0.015171989,649.9724731,0.015069628,649.9724731,0.017868988,649.9724731,0.014400493,649.9724731,0.013476669
648.9489746,0.014356156,648.9489746,0.014619274,648.9489746,0.014535752,648.9489746,0.014678953,648.9489746,0.01453511,648.9489746,0.013926908,648.9489746,0.013044955,648.9489746,0.014194554,648.9489746,0.013448419,648.9489746,0.013509407,648.9489746,0.016295148,648.9489746,0.013964278,648.9489746,0.014329401,648.9489746,0.01438203,648.9489746,0.013756808,648.9489746,0.014817138,648.9489746,0.014515785,648.9489746,0.017953962,648.9489746,0.014311235,648.9489746,0.014831388
648.0714111,0.014272739,648.0714111,0.014039214,648.0714111,0.013965721,648.0714111,0.014288602,648.0714111,0.013441318,648.0714111,0.013446524,648.0714111,0.013932709,648.0714111,0.013562203,648.0714111,0.0140001,648.0714111,0.013916698,648.0714111,0.015491879,648.0714111,0.014050229,648.0714111,0.01431902,648.0714111,0.014262092,648.0714111,0.013694317,648.0714111,0.015267028,648.0714111,0.014420616,648.0714111,0.018013913,648.0714111,0.014148686,648.0714111,0.014643316
647.0473022,0.013883341,647.0473022,0.014352597,647.0473022,0.013697603,647.0473022,0.013848758,647.0473022,0.013806562,647.0473022,0.013814739,647.0473022,0.014388987,647.0473022,0.014278865,647.0473022,0.013962059,647.0473022,0.013855252,647.0473022,0.014969461,647.0473022,0.013611695,647.0473022,0.014579251,647.0473022,0.014281139,647.0473022,0.013357542,647.0473022,0.01473374,647.0473022,0.014977473,647.0473022,0.018662266,647.0473022,0.013967566,647.0473022,0.014426343
646.0228882,0.014427681,646.0228882,0.013874147,646.0228882,0.013456243,646.0228882,0.014248798,646.0228882,0.014105926,646.0228882,0.013901168,646.0228882,0.013844616,646.0228882,0.01382476,646.0228882,0.01431581,646.0228882,0.013951287,646.0228882,0.014717325,646.0228882,0.013611695,646.0228882,0.014239836,646.0228882,0.014690922,646.0228882,0.013792533,646.0228882,0.014594243,646.0228882,0.014521192,646.0228882,0.017310407,646.0228882,0.014098974,646.0228882,0.014315543
644.9981689,0.014439081,644.9981689,0.014331996,644.9981689,0.01369461,644.9981689,0.014094856,644.9981689,0.01462345,644.9981689,0.014256421,644.9981689,0.013719831,644.9981689,0.01391603,644.9981689,0.013677861,644.9981689,0.01399756,644.9981689,0.01541932,644.9981689,0.014685647,644.9981689,0.013273863,644.9981689,0.014808005,644.9981689,0.01338907,644.9981689,0.015278852,644.9981689,0.014509977,644.9981689,0.017549768,644.9981689,0.014004805,644.9981689,0.01401574
643.9731445,0.01452261,643.9731445,0.014398674,643.9731445,0.013329007,643.9731445,0.01406817,643.9731445,0.013955323,643.9731445,0.014498842,643.9731445,0.013849053,643.9731445,0.014049347,643.9731445,0.013383516,643.9731445,0.013517631,643.9731445,0.014545576,643.9731445,0.014750558,643.9731445,0.014160159,643.9731445,0.014676971,643.9731445,0.014332451,643.9731445,0.014340771,643.9731445,0.014845209,643.9731445,0.017710252,643.9731445,0.013345823,643.9731445,0.013397132
642.947876,0.014132026,642.947876,0.014114456,642.947876,0.013231589,642.947876,0.014129994,642.947876,0.013853729,642.947876,0.014033519,642.947876,0.014005634,642.947876,0.014488645,642.947876,0.014091754,642.947876,0.013724239,642.947876,0.015601665,642.947876,0.014318191,642.947876,0.013913277,642.947876,0.014638015,642.947876,0.01400026,642.947876,0.014585381,642.947876,0.014510753,642.947876,0.018197728,642.947876,0.014071486,642.947876,0.014505695
