10uM,,20uM,,40uM,,80uM,,160uM,,320uM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
636.0557251,0.01272195671,636.0557251,0.01225027815,636.0557251,0.01217943057,636.0557251,0.01245167479,636.0557251,0.01190001424,636.0557251,0.01211389154
635.0280762,0.01271865144,635.0280762,0.01311663724,635.0280762,0.0127010867,635.0280762,0.0121632982,635.0280762,0.01203199569,635.0280762,0.01240737643
634.0001221,0.01254231017,634.0001221,0.0123986667,634.0001221,0.01298821997,634.0001221,0.01282360591,634.0001221,0.01251814421,634.0001221,0.01303743292
632.9718628,0.01227581408,632.9718628,0.01340044197,632.9718628,0.01261079125,632.9718628,0.01205962058,632.9718628,0.01238239277,632.9718628,0.01254412159
631.9433594,0.01193782128,631.9433594,0.01226596162,631.9433594,0.01248172484,631.9433594,0.01310017612,631.9433594,0.01188548841,631.9433594,0.01286269445
631.0614624,0.01236587949,631.0614624,0.01285602804,631.0614624,0.01229959354,631.0614624,0.01216960698,631.0614624,0.01300726458,631.0614624,0.0125586167
630.0324097,0.01292863954,630.0324097,0.01241366286,630.0324097,0.01233871374,630.0324097,0.01261438895,630.0324097,0.01250119973,630.0324097,0.01309966948
629.0029907,0.01274517458,629.0029907,0.01259261742,629.0029907,0.01205927506,629.0029907,0.01273483224,629.0029907,0.01235024538,629.0029907,0.01260783337
627.9732666,0.01347159594,627.9732666,0.01250961795,627.9732666,0.01294738799,627.9732666,0.01232334785,627.9732666,0.01232281514,627.9732666,0.01246238407
626.9432983,0.01302868314,626.9432983,0.01223001629,626.9432983,0.01286298782,626.9432983,0.01260210387,626.9432983,0.012363296,626.9432983,0.01313872915
626.0602417,0.01304252725,626.0602417,0.01250133291,626.0602417,0.01277729776,626.0602417,0.01235908829,626.0602417,0.01229016669,626.0602417,0.01265809499
625.0296631,0.01328774169,625.0296631,0.01283576433,625.0296631,0.01304284763,625.0296631,0.01255456638,625.0296631,0.01277193893,625.0296631,0.01339721214
623.9988403,0.01311991923,623.9988403,0.01271348074,623.9988403,0.01272798143,623.9988403,0.01246091817,623.9988403,0.01248055231,623.9988403,0.01271294802
622.9677124,0.0126434369,622.9677124,0.0133244954,622.9677124,0.01257399097,622.9677124,0.01308635715,622.9677124,0.01269439608,622.9677124,0.01292877272
621.9362793,0.01251678541,621.9362793,0.01344291959,621.9362793,0.01296760328,621.9362793,0.01306661591,621.9362793,0.01301457267,621.9362793,0.01288687903
621.052002,0.01263067126,621.052002,0.01278913394,621.052002,0.01273627114,621.052002,0.01283787098,621.052002,0.01213824842,621.052002,0.01243188232
620.0200195,0.01358282194,620.0200195,0.01346865855,620.0200195,0.01281955373,620.0200195,0.01267992333,620.0200195,0.01270748302,620.0200195,0.01256522443
618.9877319,0.01338159386,618.9877319,0.01293714717,618.9877319,0.01212153118,618.9877319,0.01216228679,618.9877319,0.01224876009,618.9877319,0.01246129163
617.9552002,0.01215203758,617.9552002,0.01258571539,617.9552002,0.01269980706,617.9552002,0.01270820294,617.9552002,0.01212752052,617.9552002,0.01258739457
617.0698853,0.01288391929,617.0698853,0.01239355281,617.0698853,0.01248763874,617.0698853,0.01223323774,617.0698853,0.01238761283,617.0698853,0.01315695234
616.0368042,0.01296197623,616.0368042,0.01236036606,616.0368042,0.01236819662,616.0368042,0.0120639056,616.0368042,0.01222974993,616.0368042,0.01267144829
615.003418,0.01257380471,615.003418,0.01222849824,615.003418,0.01210992597,615.003418,0.01202510297,615.003418,0.01204564795,615.003418,0.01231618412
613.9697266,0.01202475652,613.9697266,0.01176461577,613.9697266,0.01212805323,613.9697266,0.01198962983,613.9697266,0.01217969693,613.9697266,0.01238462981
612.935791,0.01235253643,612.935791,0.01210947335,612.935791,0.01205118373,612.935791,0.01192409266,612.935791,0.01267451327,612.935791,0.01222812571
612.0493164,0.01204780396,612.0493164,0.01232119091,612.0493164,0.01215893216,612.0493164,0.0118416734,612.0493164,0.01203167625,612.0493164,0.01276786067
611.0148315,0.01224032044,611.0148315,0.01227618661,611.0148315,0.01215967722,611.0148315,0.011989736,611.0148315,0.0116523914,611.0148315,0.01194787957
609.9799805,0.01223520748,609.9799805,0.01203761064,609.9799805,0.01204990689,609.9799805,0.01217628922,609.9799805,0.0120547507,609.9799805,0.01208386756
608.9449463,0.01168145519,608.9449463,0.01198398788,608.9449463,0.01216260623,608.9449463,0.01202515606,608.9449463,0.01227895636,608.9449463,0.01208314858
608.0574951,0.01250737999,608.0574951,0.0121002635,608.0574951,0.01181073673,608.0574951,0.01189788617,608.0574951,0.01186606754,608.0574951,0.01166329347
607.0218506,0.01247349288,607.0218506,0.01211208198,607.0218506,0.01226510946,607.0218506,0.01184978709,607.0218506,0.01208139211,607.0218506,0.01224053279
605.9859619,0.01191291772,605.9859619,0.01229056623,605.9859619,0.01230601128,605.9859619,0.01201871596,605.9859619,0.01176692918,605.9859619,0.01183260232
604.9497681,0.01190717146,604.9497681,0.01174139697,604.9497681,0.01198627613,604.9497681,0.01167127118,604.9497681,0.01169932541,604.9497681,0.01160283107
604.0614014,0.01124721766,604.0614014,0.01182589866,604.0614014,0.01198537182,604.0614014,0.01168852858,604.0614014,0.0123402318,604.0614014,0.01187122893
603.0247192,0.01168945991,603.0247192,0.01197627094,603.0247192,0.01184856333,603.0247192,0.01165696513,603.0247192,0.01153230201,603.0247192,0.01156337745
601.9876709,0.01107670274,601.9876709,0.01191182714,601.9876709,0.01180286333,601.9876709,0.01097256783,601.9876709,0.01154378522,601.9876709,0.01168360934
600.9504395,0.0120454086,600.9504395,0.01173286047,600.9504395,0.01109802723,600.9504395,0.01145293377,600.9504395,0.01147201657,600.9504395,0.0113782296
600.0610962,0.01177714299,600.0610962,0.01152089797,600.0610962,0.01178296749,600.0610962,0.01152089797,600.0610962,0.01112235337,600.0610962,0.0119351875
599.0232544,0.01144711301,599.0232544,0.01156840194,599.0232544,0.01139999367,599.0232544,0.01128980331,599.0232544,0.0112434458,599.0232544,0.01168767828
597.9851685,0.01158799604,597.9851685,0.01180320885,597.9851685,0.01133130398,597.9851685,0.0113463169,597.9851685,0.01134397835,597.9851685,0.01155582815
596.9468384,0.01164850965,596.9468384,0.01139999367,596.9468384,0.0115190642,596.9468384,0.01130268909,596.9468384,0.01147807669,596.9468384,0.011364704
596.0565796,0.01140793972,596.0565796,0.01132208481,596.0565796,0.01155893784,596.0565796,0.01131788641,596.0565796,0.01125670131,596.0565796,0.01178349927
595.0176392,0.01133255288,595.0176392,0.01127431449,595.0176392,0.01139018778,595.0176392,0.01154609863,595.0176392,0.01079658885,595.0176392,0.01110009849
593.9784546,0.01134939864,593.9784546,0.01108339522,593.9784546,0.01218414307,593.9784546,0.01099388674,593.9784546,0.01095462218,593.9784546,0.01148650236
592.9390259,0.01156920008,592.9390259,0.01211290713,592.9390259,0.01111425273,592.9390259,0.01089988463,592.9390259,0.01076771691,592.9390259,0.01113175415
592.0478516,0.01124073565,592.0478516,0.01116025168,592.0478516,0.01097716112,592.0478516,0.01070199255,592.0478516,0.01127992012,592.0478516,0.01076020673
591.0078735,0.01081139687,591.0078735,0.01114848629,591.0078735,0.01082389615,591.0078735,0.0107546607,591.0078735,0.01116237696,591.0078735,0.01104470622
589.9675903,0.01109786797,589.9675903,0.0112063624,589.9675903,0.01089741662,589.9675903,0.01079154667,589.9675903,0.01082777139,589.9675903,0.01082251593
588.927063,0.01062686089,588.927063,0.01075710263,588.927063,0.01111303177,588.927063,0.01067577954,588.927063,0.01068543643,588.927063,0.01079120114
588.0349731,0.01042821724,588.0349731,0.0104228612,588.0349731,0.01058497652,588.0349731,0.0102795735,588.0349731,0.01025622152,588.0349731,0.01080271881
586.9938965,0.01038558315,586.9938965,0.01087490749,586.9938965,0.01056691352,586.9938965,0.0106102284,586.9938965,0.01025219355,586.9938965,0.01113568526
585.9525757,0.01018249243,585.9525757,0.01030364074,585.9525757,0.01051893551,585.9525757,0.01010670885,585.9525757,0.01017796062,585.9525757,0.0104688406
585.0597534,0.01042405516,585.0597534,0.01028532535,585.0597534,0.01043415722,585.0597534,0.01000293903,585.0597534,0.00993044395,585.0597534,0.01043097489
584.0179443,0.01055383775,584.0179443,0.01021357812,584.0179443,0.009957697242,584.0179443,0.009723912925,584.0179443,0.01012003608,584.0179443,0.01092141215
582.9758301,0.01050816756,582.9758301,0.009890930727,582.9758301,0.009981085546,582.9758301,0.009723436087,582.9758301,0.009592127986,582.9758301,0.01000640914
581.9334106,0.009859099984,581.9334106,0.01023332216,581.9334106,0.01006495394,581.9334106,0.009443398565,581.9334106,0.00962669123,581.9334106,0.009827351198
581.0397339,0.009613881819,581.0397339,0.009707632475,581.0397339,0.009760736488,581.0397339,0.009827721864,581.0397339,0.009509938769,581.0397339,0.01025852747
579.9968262,0.009520998225,579.9968262,0.009473796934,579.9968262,0.009461282752,579.9968262,0.009643736295,579.9968262,0.008898741566,579.9968262,0.0094009405
578.9536743,0.009638971649,578.9536743,0.009237390012,578.9536743,0.009446097538,578.9536743,0.008888410404,578.9536743,0.009334021248,578.9536743,0.009950281121
578.0592651,0.009604804218,578.0592651,0.009393481538,578.0592651,0.008978568949,578.0592651,0.00922358688,578.0592651,0.009096395224,578.0592651,0.009721503593
577.015625,0.008878211491,577.015625,0.009009172209,577.015625,0.009081883356,577.015625,0.008585174568,577.015625,0.008916258812,577.015625,0.008887987584
575.9716187,0.008699380793,575.9716187,0.008807384409,575.9716187,0.008745944127,575.9716187,0.008942946792,575.9716187,0.008294286206,575.9716187,0.008686361834
574.9274292,0.00847482495,574.9274292,0.00843874272,574.9274292,0.008659266867,574.9274292,0.008353868499,574.9274292,0.008335528895,574.9274292,0.008688315749
574.0321655,0.00861973688,574.0321655,0.008725553751,574.0321655,0.00854250975,574.0321655,0.00836096704,574.0321655,0.008255343884,574.0321655,0.008716336451
572.9874268,0.008611128666,572.9874268,0.008499769494,572.9874268,0.008125718683,572.9874268,0.008248985745,572.9874268,0.007943876088,572.9874268,0.008075186983
571.9424438,0.008063109592,571.9424438,0.008198861964,571.9424438,0.007953129709,571.9424438,0.008240068331,571.9424438,0.007904727012,571.9424438,0.008213107474
571.0465088,0.007896185853,571.0465088,0.008015722968,571.0465088,0.008258800022,571.0465088,0.007968553342,571.0465088,0.007889437489,571.0465088,0.007538878825
570.0009766,0.007591718808,570.0009766,0.007530793082,570.0009766,0.00762327807,570.0009766,0.007917854935,570.0009766,0.007450941019,570.0009766,0.007981814444
568.9552002,0.007357071154,568.9552002,0.007487283554,568.9552002,0.007259746548,568.9552002,0.007271117996,568.9552002,0.00684781326,568.9552002,0.007468717173
568.0585938,0.007296994328,568.0585938,0.00693381438,568.0585938,0.007178312633,568.0585938,0.007066162769,568.0585938,0.006949359085,568.0585938,0.007029671222
567.0123291,0.006853493396,567.0123291,0.006822016556,567.0123291,0.006643740926,567.0123291,0.007061716169,567.0123291,0.007044719998,567.0123291,0.006974243093
565.9658203,0.006542634685,565.9658203,0.006763696205,565.9658203,0.006375953089,565.9658203,0.00668582553,565.9658203,0.006361532025,565.9658203,0.006806975231
565.0685425,0.006616563071,565.0685425,0.006372485776,565.0685425,0.006730595604,565.0685425,0.00629284652,565.0685425,0.005979895126,565.0685425,0.006518589798
564.0215454,0.006503033917,564.0215454,0.006320161745,564.0215454,0.006180950906,564.0215454,0.006379630882,564.0215454,0.006203795318,564.0215454,0.005940923002
562.9742432,0.006464199163,562.9742432,0.005912214983,562.9742432,0.006210701074,562.9742432,0.005624553654,562.9742432,0.005513957702,562.9742432,0.005460819695
561.9266968,0.005338812713,561.9266968,0.005575440358,561.9266968,0.005606748629,561.9266968,0.005479903426,561.9266968,0.005771823227,561.9266968,0.005510680377
561.0285645,0.005025369581,561.0285645,0.005136705469,561.0285645,0.005300527439,561.0285645,0.005203610286,561.0285645,0.004997009411,561.0285645,0.005365937017
559.9804688,0.004994260147,559.9804688,0.005014423281,559.9804688,0.005300527439,559.9804688,0.00470610708,559.9804688,0.004816654604,559.9804688,0.005082461517
558.9321899,0.004300012719,558.9321899,0.004471155815,558.9321899,0.004892306402,558.9321899,0.004667249508,558.9321899,0.004305607639,558.9321899,0.004740859848
558.0333862,0.004359989893,558.0333862,0.004659425933,558.0333862,0.004383104853,558.0333862,0.004281267989,558.0333862,0.004462891258,558.0333862,0.004534766544
556.9845581,0.003858986078,556.9845581,0.004239076283,556.9845581,0.004003933631,556.9845581,0.003828560701,556.9845581,0.003677066881,556.9845581,0.003878652584
555.9354858,0.003699101042,555.9354858,0.003839659737,555.9354858,0.00407500146,555.9354858,0.003495693672,555.9354858,0.003421224421,555.9354858,0.003858124139
555.0360718,0.003564042272,555.0360718,0.003741266439,555.0360718,0.00387700717,555.0360718,0.003122119466,555.0360718,0.003069429658,555.0360718,0.003529462265
553.9865112,0.003085619071,553.9865112,0.003123527393,553.9865112,0.003202509135,553.9865112,0.002993130824,553.9865112,0.003141674446,553.9865112,0.003337481525
552.9367065,0.00296154106,552.9367065,0.003261943813,552.9367065,0.003008326981,552.9367065,0.003033533227,552.9367065,0.002560068388,552.9367065,0.002828222699
552.0366821,0.00267223292,552.0366821,0.002565354342,552.0366821,0.002642723965,552.0366821,0.002391368384,552.0366821,0.002595222555,552.0366821,0.002701665508
550.9863281,0.002468498889,550.9863281,0.002409589011,550.9863281,0.002358417027,550.9863281,0.002181365853,550.9863281,0.00226756651,550.9863281,0.00217634486
549.935791,0.002008001786,549.935791,0.002027272712,549.935791,0.001911348547,549.935791,0.001643369673,549.935791,0.001856309711,549.935791,0.002092711395
549.0350952,0.001943979878,549.0350952,0.001974741463,549.0350952,0.001861925004,549.0350952,0.001553136273,549.0350952,0.001696432475,549.0350952,0.001834810828
547.9840698,0.001606006175,547.9840698,0.001685647876,547.9840698,0.001536873868,547.9840698,0.001187665737,547.9840698,0.001285092789,547.9840698,0.001830651541
546.9327393,0.001528223394,546.9327393,0.001512195799,546.9327393,0.001399759087,546.9327393,0.001013244735,546.9327393,0.001363013755,546.9327393,0.00135278271
546.0314331,0.001079958165,546.0314331,0.001187821501,546.0314331,0.001226291293,546.0314331,0.001277953153,546.0314331,0.0008209723746,546.0314331,0.001174895209
544.9796143,0.001183979912,544.9796143,0.001030577347,544.9796143,0.0009043612517,544.9796143,0.0009947454091,544.9796143,0.0007417742745,544.9796143,0.001031433581
543.9276123,0.0008859702502,543.9276123,0.0007147039869,543.9276123,0.001103963004,543.9276123,0.00077890791,543.9276123,0.0006202822551,543.9276123,0.0008453259943
543.0256348,0.0007133297622,543.0256348,0.0007341249147,543.0256348,0.001063038828,543.0256348,0.0006382731954,543.0256348,0.0007070550928,543.0256348,0.0009717065259
541.9730835,0.0006022920716,541.9730835,0.0006279814406,541.9730835,0.0007443413488,541.9730835,0.0003630470892,541.9730835,0.0003753792844,541.9730835,0.000529483601
541.0707397,0.0007303651073,541.0707397,0.001140738255,541.0707397,0.0006645868416,541.0707397,0.0005187020288,541.0707397,0.0005303389044,541.0707397,0.0007396739093
540.0177612,0.0007855466683,540.0177612,0.0007182043628,540.0177612,0.0007672903594,540.0177612,0.0005072728381,540.0177612,0.0005325418897,540.0177612,0.0009748198208
538.9644775,0.000736640126,538.9644775,0.001053230022,538.9644775,0.001212325529,538.9644775,0.0006223560777,538.9644775,0.0005679987953,538.9644775,0.0009201848879
538.0615234,0.0009472679812,538.0615234,0.0007325691404,538.0615234,0.00110297685,538.0615234,0.0005629962543,538.0615234,0.000759329414,538.0615234,0.00124882441
537.0078125,0.001111982157,537.0078125,0.001239400823,537.0078125,0.001016072929,537.0078125,0.001005927916,537.0078125,0.0008147480548,537.0078125,0.001247526379
535.9537964,0.001421392313,535.9537964,0.001395266387,535.9537964,0.001549265464,535.9537964,0.001341357594,535.9537964,0.001232833019,535.9537964,0.001938883564
535.0502319,0.001777650323,535.0502319,0.00173211447,535.0502319,0.001745993039,535.0502319,0.001501181978,535.0502319,0.001532431808,535.0502319,0.001907864469
533.9957886,0.001991644269,533.9957886,0.00211833301,533.9957886,0.002565614646,533.9957886,0.001951234532,533.9957886,0.00188321725,533.9957886,0.002045426052
532.9411011,0.002554548206,532.9411011,0.002603659872,532.9411011,0.003125326475,532.9411011,0.002620352898,532.9411011,0.002374866279,532.9411011,0.002666659188
532.0368652,0.003542641411,532.0368652,0.003144542454,532.0368652,0.003045394085,532.0368652,0.003387281904,532.0368652,0.002836482367,532.0368652,0.003246008651
530.9816895,0.004253479652,530.9816895,0.003773826873,530.9816895,0.003577744588,530.9816895,0.003931440413,530.9816895,0.00381712243,530.9816895,0.004002391826
529.9262695,0.004595509265,529.9262695,0.004771139473,529.9262695,0.004435797222,529.9262695,0.004517660011,529.9262695,0.00405467255,529.9262695,0.004380934406
529.0214233,0.005093880463,529.0214233,0.005189253949,529.0214233,0.005579818971,529.0214233,0.005060094874,529.0214233,0.004892332479,529.0214233,0.005173195153
527.9655762,0.005810071714,527.9655762,0.005943862256,527.9655762,0.005895290058,527.9655762,0.006199226249,527.9655762,0.005674879532,527.9655762,0.005944518372
527.0603027,0.006681330502,527.0603027,0.006753678899,527.0603027,0.006740901154,527.0603027,0.006722813472,527.0603027,0.006511468906,527.0603027,0.007190392818
526.0039673,0.007520441897,526.0039673,0.00743111223,526.0039673,0.00740059372,526.0039673,0.007240952924,526.0039673,0.007088027429,526.0039673,0.007742687128
524.9473877,0.00857302919,524.9473877,0.008416097611,524.9473877,0.008375164121,524.9473877,0.008205008693,524.9473877,0.00801973138,524.9473877,0.008706776425
524.0415649,0.009525867179,524.0415649,0.009443214163,524.0415649,0.009029522538,524.0415649,0.00897941459,524.0415649,0.00880524423,524.0415649,0.008895596489
522.9844971,0.0103159938,522.9844971,0.01026865281,522.9844971,0.01009778026,522.9844971,0.009993588552,522.9844971,0.009931927547,522.9844971,0.01015750319
521.9271851,0.01104236953,521.9271851,0.01112251263,521.9271851,0.01126743387,521.9271851,0.01109401695,521.9271851,0.01118771546,521.9271851,0.01147300005
521.020752,0.01267451327,521.020752,0.01223866921,521.020752,0.01206643414,521.020752,0.01241869666,521.020752,0.01199261006,521.020752,0.01210276596
519.9630127,0.0133400308,519.9630127,0.01292562578,519.9630127,0.01289706584,519.9630127,0.01281267498,519.9630127,0.01277836412,519.9630127,0.01365325786
519.0561523,0.01368189417,519.0561523,0.01343784668,519.0561523,0.01357229892,519.0561523,0.01338322274,519.0561523,0.0132341776,519.0561523,0.01349335816
517.9979858,0.0147019811,517.9979858,0.01469279639,517.9979858,0.01469426882,517.9979858,0.01456053928,517.9979858,0.01495622471,517.9979858,0.01507879328
516.9395142,0.01583050191,516.9395142,0.01585520059,516.9395142,0.01597866789,516.9395142,0.01533902436,516.9395142,0.01525072567,516.9395142,0.01523898263
516.0320435,0.0165663287,516.0320435,0.01592605934,516.0320435,0.01630288921,516.0320435,0.01630084589,516.0320435,0.01597080007,516.0320435,0.01640451886
514.9731445,0.01712133922,514.9731445,0.0177565515,514.9731445,0.01711264253,514.9731445,0.01761055365,514.9731445,0.01671905071,514.9731445,0.0172409378
514.0653687,0.01776868664,514.0653687,0.01754982211,514.0653687,0.01721901447,514.0653687,0.01719313301,514.0653687,0.01722817123,514.0653687,0.0177534502
513.0059814,0.01889128983,513.0059814,0.01837567985,513.0059814,0.01816617325,513.0059814,0.01820809394,513.0059814,0.01809456944,513.0059814,0.01835088991
511.9463806,0.01896389015,511.9463806,0.01892868429,511.9463806,0.01911047846,511.9463806,0.0188426543,511.9463806,0.0185551364,511.9463806,0.01912086643
511.0379639,0.01969700493,511.0379639,0.01966981031,511.0379639,0.01954185031,511.0379639,0.01937478781,511.0379639,0.01939730905,511.0379639,0.01947102137
509.9779358,0.019890422,509.9779358,0.02023661509,509.9779358,0.01986909471,509.9779358,0.01969275251,509.9779358,0.01977987215,509.9779358,0.02050812356
509.0691223,0.020806849,509.0691223,0.0206784457,509.0691223,0.02012114972,509.0691223,0.02007205039,509.0691223,0.02019493282,509.0691223,0.02049813792
508.0086365,0.02163822204,508.0086365,0.0218151398,508.0086365,0.02103839256,508.0086365,0.02099798992,508.0086365,0.02099092677,508.0086365,0.02103543095
506.9479065,0.02150505781,506.9479065,0.02151950076,506.9479065,0.02125964686,506.9479065,0.02105034702,506.9479065,0.02130254544,506.9479065,0.02149363235
506.0385132,0.02248171158,506.0385132,0.02196754143,506.0385132,0.02145449445,506.0385132,0.02191447467,506.0385132,0.02158089727,506.0385132,0.0220426172
504.9773254,0.02195128426,504.9773254,0.02263805456,504.9773254,0.02187772095,504.9773254,0.02182126418,504.9773254,0.02233332582,504.9773254,0.02192471176
504.0675659,0.02254820615,504.0675659,0.02270201035,504.0675659,0.02218697965,504.0675659,0.02235850692,504.0675659,0.02230367623,504.0675659,0.02215567976
503.0059509,0.02255218662,503.0059509,0.02269521914,503.0059509,0.02256882004,503.0059509,0.02241097391,503.0059509,0.02207170427,503.0059509,0.02243923955
501.9440918,0.0228965804,501.9440918,0.0230727829,501.9440918,0.02250134014,501.9440918,0.02229089662,501.9440918,0.02248637192,501.9440918,0.02278258838
501.0337524,0.02279399149,501.0337524,0.02307267301,501.0337524,0.02267061733,501.0337524,0.02268340997,501.0337524,0.02250512876,501.0337524,0.02272893116
499.9714355,0.02290637605,499.9714355,0.02273564227,499.9714355,0.02297812141,499.9714355,0.02304736897,499.9714355,0.02267667279,499.9714355,0.02306259982
499.06073,0.0233926475,499.06073,0.02339319326,499.06073,0.02305067144,499.06073,0.02293336578,499.06073,0.02348250709,499.06073,0.02313412726
497.9979858,0.02308119088,497.9979858,0.02357842587,497.9979858,0.02320296131,497.9979858,0.02285316773,497.9979858,0.02281647176,497.9979858,0.02305940725
496.9350281,0.02302774228,496.9350281,0.02309202775,496.9350281,0.02314919792,496.9350281,0.02287756093,496.9350281,0.02294316143,496.9350281,0.02316298522
496.0237122,0.02316050231,496.0237122,0.02279740199,496.0237122,0.02333771251,496.0237122,0.02382096648,496.0237122,0.02366575412,496.0237122,0.02325424552
494.9603271,0.0231025666,494.9603271,0.02346540242,494.9603271,0.02290959656,494.9603271,0.02296504937,494.9603271,0.0229842905,494.9603271,0.02301084809
494.048645,0.022808915,494.048645,0.02301477827,494.048645,0.02285245806,494.048645,0.02261403017,494.048645,0.02271772176,494.048645,0.02303186432
492.9848022,0.02300178632,492.9848022,0.02253770828,492.9848022,0.02242296748,492.9848022,0.02249844931,492.9848022,0.02226394787,492.9848022,0.02252546698
492.0727539,0.02230997197,492.0727539,0.02265070938,492.0727539,0.0224737227,492.0727539,0.02255504951,492.0727539,0.02220114693,492.0727539,0.02228056826
491.0084839,0.02247282304,491.0084839,0.02290583029,491.0084839,0.02260759473,491.0084839,0.02244253829,491.0084839,0.02231659368,491.0084839,0.02245139703
489.9440002,0.02221035585,489.9440002,0.02208379656,489.9440002,0.02216278948,489.9440002,0.0220698528,489.9440002,0.02191474661,489.9440002,0.0222678706
489.0313721,0.02197127044,489.0313721,0.02204283513,489.0313721,0.02177765965,489.0313721,0.02193867788,489.0313721,0.02167149819,489.0313721,0.0223579891
487.9664612,0.02206538618,487.9664612,0.02197108045,487.9664612,0.0214617569,487.9664612,0.02180909738,487.9664612,0.02183220536,487.9664612,0.02165884525
487.0534668,0.02117867023,487.0534668,0.02179423533,487.0534668,0.02123621292,487.0534668,0.02138849348,487.0534668,0.0210668128,487.0534668,0.02135689557
485.9880981,0.02129702643,485.9880981,0.02088976651,485.9880981,0.02089109644,485.9880981,0.02107254788,485.9880981,0.02058397979,485.9880981,0.0214890372
485.0747681,0.02062583528,485.0747681,0.02087433822,485.0747681,0.02086021565,485.0747681,0.02069145069,485.0747681,0.02050399967,485.0747681,0.02075107396
484.0089722,0.02050326578,484.0089722,0.02056967653,484.0089722,0.02049121819,484.0089722,0.02033040859,484.0089722,0.02032983862,484.0089722,0.02052883059
482.9429626,0.02053398639,482.9429626,0.02043184638,482.9429626,0.02062963694,482.9429626,0.02042207867,482.9429626,0.02035718411,482.9429626,0.02050584368
482.0290833,0.01985532977,482.0290833,0.01990925521,482.0290833,0.02054318786,482.0290833,0.01953313127,482.0290833,0.01964919828,482.0290833,0.01967509091
480.9626465,0.0194193162,480.9626465,0.01957028173,480.9626465,0.01962363161,480.9626465,0.01958628744,480.9626465,0.01960093714,480.9626465,0.01960635372
480.0483704,0.01957499422,480.0483704,0.01988708787,480.0483704,0.01940236986,480.0483704,0.0193589814,480.0483704,0.01920067519,480.0483704,0.01917948946
478.9815063,0.0193254482,478.9815063,0.0192295704,478.9815063,0.01911488734,478.9815063,0.01911459118,478.9815063,0.01907036453,478.9815063,0.0193084795
478.0668945,0.01936128177,478.0668945,0.01919399202,478.0668945,0.01918985136,478.0668945,0.01910136268,478.0668945,0.01910774596,478.0668945,0.01894331165
476.9996033,0.01967839524,476.9996033,0.01923760772,476.9996033,0.01918113977,476.9996033,0.01900504902,476.9996033,0.01938125677,476.9996033,0.0194861833
475.9321289,0.01985440776,475.9321289,0.01951003633,475.9321289,0.01937175728,475.9321289,0.01924253255,475.9321289,0.01948975585,475.9321289,0.019280985
475.0169373,0.01945783757,475.0169373,0.01970236748,475.0169373,0.01963717304,475.0169373,0.01974451728,475.0169373,0.0193984732,475.0169373,0.01942638122
473.9490356,0.01980758831,473.9490356,0.01958192699,473.9490356,0.02032351866,473.9490356,0.01953516155,473.9490356,0.01957415417,473.9490356,0.0198291
473.0334778,0.0201624725,473.0334778,0.02016811445,473.0334778,0.02029791288,473.0334778,0.02002436668,473.0334778,0.01980008185,473.0334778,0.02025041915
471.9651489,0.02096286416,471.9651489,0.02105135284,471.9651489,0.02131222375,471.9651489,0.02067849971,471.9651489,0.02074721828,471.9651489,0.02100904845
471.0492859,0.02166336216,471.0492859,0.02126067877,471.0492859,0.0217561312,471.0492859,0.02137016505,471.0492859,0.02129033767,471.0492859,0.02164543234
469.9805298,0.02239538357,469.9805298,0.02191256918,469.9805298,0.02240745723,469.9805298,0.02217401192,469.9805298,0.02202107571,469.9805298,0.02214464732
469.0643005,0.02285404131,469.0643005,0.02307504788,469.0643005,0.02280062065,469.0643005,0.0227130577,469.0643005,0.02312410623,469.0643005,0.02348354459
467.9951477,0.0239274893,467.9951477,0.02371526137,467.9951477,0.02368051559,467.9951477,0.02360958233,467.9951477,0.02409593016,467.9951477,0.02423238195
466.9257507,0.02533216029,466.9257507,0.02458364516,466.9257507,0.02479818836,466.9257507,0.0244276654,466.9257507,0.02444579452,466.9257507,0.02468210831
466.0089722,0.02591231652,466.0089722,0.02601058595,466.0089722,0.02535666525,466.0089722,0.02515287139,466.0089722,0.02518935502,466.0089722,0.02559100464
464.9391785,0.02634654008,464.9391785,0.0263740737,464.9391785,0.0263179075,464.9391785,0.02668591775,464.9391785,0.02624580078,464.9391785,0.02633446455
464.0220642,0.02713915706,464.0220642,0.02709755115,464.0220642,0.02692006715,464.0220642,0.02704300173,464.0220642,0.0276417248,464.0220642,0.02707049623
462.9518738,0.0279505346,462.9518738,0.0279567726,462.9518738,0.02782618441,462.9518738,0.02841031924,462.9518738,0.02774295397,462.9518738,0.02791508846
462.0343933,0.02841305546,462.0343933,0.02830691822,462.0343933,0.02913349122,462.0343933,0.02836914361,462.0343933,0.02833465859,462.0343933,0.0284793321
460.9637756,0.02933268063,460.9637756,0.02919398062,460.9637756,0.02966309339,460.9637756,0.0299841892,460.9637756,0.02879877761,460.9637756,0.02898948453
460.0459595,0.02991881967,460.0459595,0.0297006499,460.0459595,0.03054426983,460.0459595,0.02954445966,460.0459595,0.03025509231,460.0459595,0.02975132316
458.9749451,0.03143396974,458.9749451,0.03109825961,458.9749451,0.03075199947,458.9749451,0.03068054095,458.9749451,0.03041620366,458.9749451,0.03058365174
