Std_1,,Std_2,,Std_3,,Std_4,,Std_5,,Std_6,,Std_7_6_2,,Std_7,,Std_8,,Std_9,,Std_10,,Std_11,,Std_12,,Std_13,,Std_14,,Std_15,,Std_16,,Std_17,,Std_18,,Std_19,,Std_20,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
682.9951782,0.01483701263,682.9951782,0.01470265072,682.9951782,0.01410049759,682.9951782,0.01473692618,682.9951782,0.01440394484,682.9951782,0.01428689063,682.9951782,0.01538533904,682.9951782,0.01439567655,682.9951782,0.01497297082,682.9951782,0.0144881364,682.9951782,0.01397502422,682.9951782,0.01547910925,682.9951782,0.01485544164,682.9951782,0.0140846679,682.9951782,0.01510374527,682.9951782,0.014219,682.9951782,0.01547811739,682.9951782,0.01598578505,682.9951782,0.01825768501,682.9951782,0.01390627399,682.9951782,0.01420354005,
681.9818726,0.01567766257,681.9818726,0.01578480937,681.9818726,0.01527212188,681.9818726,0.01584661007,681.9818726,0.01435963437,681.9818726,0.01501077879,681.9818726,0.01541722845,681.9818726,0.01482777204,681.9818726,0.0147072291,681.9818726,0.01392177679,681.9818726,0.01516188309,681.9818726,0.01595014706,681.9818726,0.0153465867,681.9818726,0.0158238709,681.9818726,0.01486717444,681.9818726,0.01439391077,681.9818726,0.01602287591,681.9818726,0.01577042229,681.9818726,0.0184624549,681.9818726,0.0139614176,681.9818726,0.01506456267,
680.9682007,0.01535519492,680.9682007,0.01474220213,680.9682007,0.01578703895,680.9682007,0.01590857841,680.9682007,0.01513298787,680.9682007,0.01364054251,680.9682007,0.01583221927,680.9682007,0.01477109827,680.9682007,0.0154073583,680.9682007,0.01443768945,680.9682007,0.01491073333,680.9682007,0.01628335007,680.9682007,0.01566335745,680.9682007,0.0157067813,680.9682007,0.01518171933,680.9682007,0.01522563118,680.9682007,0.01647251099,680.9682007,0.01555318013,680.9682007,0.01904345304,680.9682007,0.01511283126,680.9682007,0.01534186676,
679.9542236,0.01598664373,679.9542236,0.015594339,679.9542236,0.01494939346,679.9542236,0.01569942757,679.9542236,0.01516016759,679.9542236,0.01470575668,679.9542236,0.01557268575,679.9542236,0.01532848552,679.9542236,0.01560754143,679.9542236,0.01552326605,679.9542236,0.01544059068,679.9542236,0.01734085009,679.9542236,0.01635451987,679.9542236,0.01538303215,679.9542236,0.01575321518,679.9542236,0.01558202319,679.9542236,0.01566824131,679.9542236,0.01607667655,679.9542236,0.01954683289,679.9542236,0.0149258161,679.9542236,0.0149206724,
678.9398804,0.01623143069,678.9398804,0.01598419994,678.9398804,0.01616750844,678.9398804,0.01620692387,678.9398804,0.01590696909,678.9398804,0.01577061042,678.9398804,0.01649213769,678.9398804,0.01527954917,678.9398804,0.01524522994,678.9398804,0.0150886029,678.9398804,0.01577734761,678.9398804,0.01742978953,678.9398804,0.01602078043,678.9398804,0.01610313728,678.9398804,0.01649202965,678.9398804,0.0149578061,678.9398804,0.01617949083,678.9398804,0.01609795168,678.9398804,0.01904607564,678.9398804,0.01584129408,678.9398804,0.01578475721,
678.0702515,0.01612175442,678.0702515,0.01676462404,678.0702515,0.01659424417,678.0702515,0.01580588333,678.0702515,0.01533175725,678.0702515,0.01542192232,678.0702515,0.01676820219,678.0702515,0.01640941203,678.0702515,0.01586532407,678.0702515,0.01514920406,678.0702515,0.0155237224,678.0702515,0.01680110954,678.0702515,0.01634626836,678.0702515,0.01490668766,678.0702515,0.01591800526,678.0702515,0.01521139592,678.0702515,0.01678227447,678.0702515,0.01622653939,678.0702515,0.0202232711,678.0702515,0.01564272121,678.0702515,0.01632277668,
677.0553589,0.01890294254,677.0553589,0.01678138599,677.0553589,0.01645740122,677.0553589,0.01685355417,677.0553589,0.01641406305,677.0553589,0.01692823693,677.0553589,0.01679131575,677.0553589,0.01657574065,677.0553589,0.01752505265,677.0553589,0.01587469317,677.0553589,0.01601645537,677.0553589,0.01782337949,677.0553589,0.01678224839,677.0553589,0.0163063556,677.0553589,0.01680608653,677.0553589,0.01655250601,677.0553589,0.01721788384,677.0553589,0.01749292761,677.0553589,0.02121574432,677.0553589,0.01693593338,677.0553589,0.01675421186,
676.0401001,0.01735836081,676.0401001,0.01766180247,676.0401001,0.01754324697,676.0401001,0.0167965889,676.0401001,0.0165194571,676.0401001,0.01693299972,676.0401001,0.01682820544,676.0401001,0.0167868752,676.0401001,0.01709274389,676.0401001,0.01694026776,676.0401001,0.01672709361,676.0401001,0.01870023645,676.0401001,0.01797303557,676.0401001,0.0171102453,676.0401001,0.01769024692,676.0401001,0.01641156338,676.0401001,0.01793397218,676.0401001,0.01693921722,676.0401001,0.02025519311,676.0401001,0.01680829376,676.0401001,0.01666761748,
675.0245972,0.01734949648,675.0245972,0.01683789305,675.0245972,0.01630318351,675.0245972,0.01683891565,675.0245972,0.01603265293,675.0245972,0.01711902395,675.0245972,0.01727490313,675.0245972,0.01632476598,675.0245972,0.01570943929,675.0245972,0.0163242016,675.0245972,0.01693927124,675.0245972,0.01769367047,675.0245972,0.01664542593,675.0245972,0.01680054329,675.0245972,0.0169090461,675.0245972,0.01656390727,675.0245972,0.01703668945,675.0245972,0.0174687542,675.0245972,0.02012258768,675.0245972,0.01531277131,675.0245972,0.01619125903,
674.008728,0.01688843034,674.008728,0.01644374244,674.008728,0.01676712744,674.008728,0.01737662777,674.008728,0.01655032672,674.008728,0.01608648151,674.008728,0.01656764559,674.008728,0.01621286198,674.008728,0.01698748022,674.008728,0.01623269357,674.008728,0.01659158058,674.008728,0.0177115202,674.008728,0.01708189398,674.008728,0.01720183156,674.008728,0.01745317876,674.008728,0.01624451764,674.008728,0.01751230471,674.008728,0.01738096587,674.008728,0.02061872371,674.008728,0.01715077274,674.008728,0.01685586758,
672.9925537,0.01696478762,672.9925537,0.01757497154,672.9925537,0.01684739068,672.9925537,0.01798018627,672.9925537,0.01701224595,672.9925537,0.01744199544,672.9925537,0.01784004644,672.9925537,0.01703978516,672.9925537,0.0175555367,672.9925537,0.01747516915,672.9925537,0.01682575606,672.9925537,0.01844967902,672.9925537,0.01749559678,672.9925537,0.01741518453,672.9925537,0.01748117805,672.9925537,0.01634274796,672.9925537,0.01866867207,672.9925537,0.01865613274,672.9925537,0.02105464041,672.9925537,0.01742210984,672.9925537,0.01739942096,
671.9760742,0.01710453816,671.9760742,0.016746087,671.9760742,0.01883035339,671.9760742,0.01701356471,671.9760742,0.01651354134,671.9760742,0.01714339294,671.9760742,0.01755103655,671.9760742,0.0168173071,671.9760742,0.01645963266,671.9760742,0.01708493568,671.9760742,0.01686348394,671.9760742,0.01843755133,671.9760742,0.01723619737,671.9760742,0.01650284044,671.9760742,0.01663092896,671.9760742,0.01646500826,671.9760742,0.0178933721,671.9760742,0.01779174432,671.9760742,0.02056090906,671.9760742,0.01693065837,671.9760742,0.01765805483,
670.9592896,0.01660742238,670.9592896,0.01739050262,670.9592896,0.01693994366,670.9592896,0.01679120772,670.9592896,0.0164172072,670.9592896,0.01721650921,670.9592896,0.01763702556,670.9592896,0.01679266058,670.9592896,0.01658383571,670.9592896,0.01638048701,670.9592896,0.01705833524,670.9592896,0.0181731917,670.9592896,0.01678889431,670.9592896,0.01719202846,670.9592896,0.01738198847,670.9592896,0.01601881906,670.9592896,0.01739430241,670.9592896,0.01727447286,670.9592896,0.0201924108,670.9592896,0.01693065837,670.9592896,0.01691515557,
669.9421387,0.01695983484,669.9421387,0.01619351655,669.9421387,0.0174653586,669.9421387,0.01759618521,669.9421387,0.01660427451,669.9421387,0.0172422044,669.9421387,0.01780493185,669.9421387,0.01676010527,669.9421387,0.015910808,669.9421387,0.0169105269,669.9421387,0.01628036611,669.9421387,0.0183199998,669.9421387,0.01709990576,669.9421387,0.01717608608,669.9421387,0.01721968874,669.9421387,0.01601881906,669.9421387,0.01758677699,669.9421387,0.01758642681,669.9421387,0.02076818049,669.9421387,0.01613760553,669.9421387,0.01661019213,
669.0700684,0.01754699275,669.0700684,0.01714145392,669.0700684,0.01743679494,669.0700684,0.01755302958,669.0700684,0.01684330218,669.0700684,0.01679330692,669.0700684,0.01777060144,669.0700684,0.01697983593,669.0700684,0.0170815438,669.0700684,0.01613317244,669.0700684,0.01662874967,669.0700684,0.01896115951,669.0700684,0.01687688567,669.0700684,0.01653368212,669.0700684,0.01737530716,669.0700684,0.01763627119,669.0700684,0.01804429479,669.0700684,0.01802000962,669.0700684,0.02123031393,669.0700684,0.01702287979,669.0700684,0.01773608476,
668.0523682,0.01642887481,668.0523682,0.01656904444,668.0523682,0.01643024571,668.0523682,0.01692067273,668.0523682,0.01626891829,668.0523682,0.01666207612,668.0523682,0.01723555103,668.0523682,0.01624948904,668.0523682,0.01731889322,668.0523682,0.01645307243,668.0523682,0.01717605814,668.0523682,0.01872577518,668.0523682,0.01667205431,668.0523682,0.01809770055,668.0523682,0.01664970256,668.0523682,0.01631933637,668.0523682,0.0171602238,668.0523682,0.0178596545,668.0523682,0.02072218433,668.0523682,0.01680624858,668.0523682,0.01691685058,
667.0343018,0.01620125398,667.0343018,0.01543664746,667.0343018,0.01624784991,667.0343018,0.01657283679,667.0343018,0.01588223875,667.0343018,0.01638731547,667.0343018,0.0164866522,667.0343018,0.01600050181,667.0343018,0.01731889322,667.0343018,0.01574771293,667.0343018,0.01569379121,667.0343018,0.01774811,667.0343018,0.01687212288,667.0343018,0.01576559059,667.0343018,0.01695310697,667.0343018,0.01610587724,667.0343018,0.01691808924,667.0343018,0.01698007807,667.0343018,0.02002360672,667.0343018,0.0161040239,667.0343018,0.01604841836,
666.0159912,0.0170471631,666.0159912,0.01540033147,666.0159912,0.01487012114,666.0159912,0.01625900157,666.0159912,0.0153039759,666.0159912,0.01561438385,666.0159912,0.01644866168,666.0159912,0.01564650424,666.0159912,0.01573885605,666.0159912,0.01550397743,666.0159912,0.01540258434,666.0159912,0.01700901613,666.0159912,0.01557107642,666.0159912,0.01601868495,666.0159912,0.01599585637,666.0159912,0.01497688331,666.0159912,0.01645382494,666.0159912,0.0164272096,666.0159912,0.01892489754,666.0159912,0.01578701101,666.0159912,0.01555806305,
664.9973145,0.0170471631,664.9973145,0.01602875814,664.9973145,0.01517257839,664.9973145,0.01577144302,664.9973145,0.01529579796,664.9973145,0.01533049624,664.9973145,0.01502666995,664.9973145,0.01488772128,664.9973145,0.01490266901,664.9973145,0.01543358993,664.9973145,0.01479351521,664.9973145,0.01714538597,664.9973145,0.01460636966,664.9973145,0.01484762039,664.9973145,0.01561411563,664.9973145,0.01470934507,664.9973145,0.01782138273,664.9973145,0.01639196463,664.9973145,0.01865370199,664.9973145,0.01547449548,664.9973145,0.01582902484,
663.9783936,0.01534918789,663.9783936,0.01485171821,663.9783936,0.0148097463,663.9783936,0.01559334621,663.9783936,0.01470859535,663.9783936,0.01487652306,663.9783936,0.01487609465,663.9783936,0.01500938553,663.9783936,0.01454661973,663.9783936,0.01466240548,663.9783936,0.01472600084,663.9783936,0.01608653553,663.9783936,0.01563504525,663.9783936,0.01519598067,663.9783936,0.01543546747,663.9783936,0.01447962597,663.9783936,0.01573560759,663.9783936,0.01562522352,663.9783936,0.01855575666,663.9783936,0.01469207369,663.9783936,0.01474862918,
662.9591064,0.01560759451,662.9591064,0.0148098534,662.9591064,0.01481871866,662.9591064,0.01481740642,662.9591064,0.01469635777,662.9591064,0.01469432283,662.9591064,0.01564516313,662.9591064,0.01441248134,662.9591064,0.01461448148,662.9591064,0.01500732265,662.9591064,0.0149156088,662.9591064,0.01563421451,662.9591064,0.01510709617,662.9591064,0.0147892572,662.9591064,0.01533564553,662.9591064,0.01497610565,662.9591064,0.0156061193,662.9591064,0.0153917484,662.9591064,0.01800514385,662.9591064,0.01455564052,662.9591064,0.01476239506,
661.9395142,0.01530502178,661.9395142,0.01463581901,661.9395142,0.01462315582,661.9395142,0.01510958839,661.9395142,0.01427308656,661.9395142,0.01543131005,661.9395142,0.01543353591,661.9395142,0.01448064297,661.9395142,0.01485407539,661.9395142,0.01414162666,661.9395142,0.01410017721,661.9395142,0.01571708731,661.9395142,0.01486042421,661.9395142,0.01498229522,661.9395142,0.01498135738,661.9395142,0.01490280312,661.9395142,0.01589308679,661.9395142,0.0153082395,661.9395142,0.01913079433,661.9395142,0.01484084316,661.9395142,0.01499740779,
661.0653076,0.01505057327,661.0653076,0.01447534375,661.0653076,0.01393706538,661.0653076,0.01550494321,661.0653076,0.0139009282,661.0653076,0.01443530712,661.0653076,0.01511267107,661.0653076,0.0139645189,661.0653076,0.01471625362,661.0653076,0.01416267361,661.0653076,0.01401344035,661.0653076,0.01621074043,661.0653076,0.01498936955,661.0653076,0.01454268489,661.0653076,0.01455944218,661.0653076,0.01464832295,661.0653076,0.01526482869,661.0653076,0.01551199891,661.0653076,0.01831157506,661.0653076,0.01373171993,661.0653076,0.01509195287,
660.045105,0.01574194245,660.045105,0.01455221418,660.045105,0.01452978328,660.045105,0.01491660066,660.045105,0.01426364388,660.045105,0.01423424669,660.045105,0.01514397748,660.045105,0.01461250056,660.045105,0.01392934099,660.045105,0.01457622647,660.045105,0.0138691226,660.045105,0.01586075872,660.045105,0.01504813507,660.045105,0.01473050006,660.045105,0.01462417282,660.045105,0.01434355415,660.045105,0.01537973341,660.045105,0.01524498872,660.045105,0.01804008521,660.045105,0.01452469826,660.045105,0.01421078853,
659.0246582,0.01522538997,659.0246582,0.01490470581,659.0246582,0.01449209731,659.0246582,0.01503328886,659.0246582,0.01405974757,659.0246582,0.01400076877,659.0246582,0.01484325435,659.0246582,0.01427289937,659.0246582,0.01442412194,659.0246582,0.01443763543,659.0246582,0.01436158735,659.0246582,0.01548890118,659.0246582,0.01459528692,659.0246582,0.01470765751,659.0246582,0.01439746935,659.0246582,0.01388676278,659.0246582,0.01513548009,659.0246582,0.01515180431,659.0246582,0.01861516945,659.0246582,0.01414831169,659.0246582,0.01482126303,
658.0038452,0.01561446395,658.0038452,0.01421525516,658.0038452,0.0144625511,658.0038452,0.01502809022,658.0038452,0.01349058095,658.0038452,0.01435907278,658.0038452,0.01492763776,658.0038452,0.01439209096,658.0038452,0.01391303632,658.0038452,0.0141002303,658.0038452,0.0142546827,658.0038452,0.01642465405,658.0038452,0.01487580035,658.0038452,0.01461970247,658.0038452,0.01466987655,658.0038452,0.01351482794,658.0038452,0.01558443811,658.0038452,0.01544651855,658.0038452,0.01795226336,658.0038452,0.01404924039,658.0038452,0.01536171138,
656.9827271,0.01412689127,656.9827271,0.01463571191,656.9827271,0.01382008381,656.9827271,0.01413108967,656.9827271,0.01420014352,656.9827271,0.01379175857,656.9827271,0.01454653963,656.9827271,0.01426356379,656.9827271,0.01461825613,656.9827271,0.01376420911,656.9827271,0.01414857991,656.9827271,0.01549955085,656.9827271,0.01525957417,656.9827271,0.01451795269,656.9827271,0.01459212787,656.9827271,0.0138076311,656.9827271,0.01516491175,656.9827271,0.01504644658,656.9827271,0.01850845478,656.9827271,0.01387027185,656.9827271,0.01363076642,
655.9613037,0.01472241245,655.9613037,0.0143096298,655.9613037,0.01421694085,655.9613037,0.01425195392,655.9613037,0.01426548976,655.9613037,0.01404870488,655.9613037,0.01490012463,655.9613037,0.01364676654,655.9613037,0.01441387273,655.9613037,0.01433643792,655.9613037,0.01401606016,655.9613037,0.01617027447,655.9613037,0.01472415309,655.9613037,0.01483275369,655.9613037,0.013756915,655.9613037,0.01416636445,655.9613037,0.01445251517,655.9613037,0.01469191257,655.9613037,0.01755343378,655.9613037,0.0140377963,655.9613037,0.01393016987,
654.9395752,0.01470979955,654.9395752,0.01446771622,654.9395752,0.01404677983,654.9395752,0.01412766706,654.9395752,0.0142316781,654.9395752,0.01442211494,654.9395752,0.01482043322,654.9395752,0.01425032225,654.9395752,0.01372643001,654.9395752,0.01350526791,654.9395752,0.01325197797,654.9395752,0.01493771188,654.9395752,0.01462859008,654.9395752,0.01416807529,654.9395752,0.01459517982,654.9395752,0.01407841127,654.9395752,0.0150302602,654.9395752,0.01468559355,654.9395752,0.01822726056,654.9395752,0.01428298466,654.9395752,0.01430572383,
654.0635376,0.0141217038,654.0635376,0.01494845562,654.0635376,0.0143210534,654.0635376,0.01375071611,654.0635376,0.01385308802,654.0635376,0.01403343864,654.0635376,0.01458942425,654.0635376,0.01395382546,654.0635376,0.01423488837,654.0635376,0.01338335592,654.0635376,0.01355053298,654.0635376,0.01595479436,654.0635376,0.01550062373,654.0635376,0.01501171663,654.0635376,0.01481558476,654.0635376,0.01397162955,654.0635376,0.0152208861,654.0635376,0.01483682543,654.0635376,0.01737813652,654.0635376,0.0136081418,654.0635376,0.01435880549,
653.0412598,0.01500437502,653.0412598,0.01378427632,653.0412598,0.01380332839,653.0412598,0.01430187188,653.0412598,0.01434470434,653.0412598,0.0141298594,653.0412598,0.01419944782,653.0412598,0.01403752901,653.0412598,0.01424647029,653.0412598,0.01499065571,653.0412598,0.01365945488,653.0412598,0.01475473493,653.0412598,0.01472359058,653.0412598,0.01480420213,653.0412598,0.01392722875,653.0412598,0.01399849635,653.0412598,0.01477455348,653.0412598,0.01483414695,653.0412598,0.01770782657,653.0412598,0.0139933899,653.0412598,0.01479576528,
652.0186768,0.01557963528,652.0186768,0.01443225704,652.0186768,0.01386030391,652.0186768,0.01454421133,652.0186768,0.01453826856,652.0186768,0.01508254558,652.0186768,0.01482777204,652.0186768,0.0135941999,652.0186768,0.01328616682,652.0186768,0.01349805761,652.0186768,0.01377040893,652.0186768,0.01491986867,652.0186768,0.01442655642,652.0186768,0.01411961764,652.0186768,0.01391220745,652.0186768,0.01375130378,652.0186768,0.01554043684,652.0186768,0.01491681486,652.0186768,0.01827971451,652.0186768,0.01371892262,652.0186768,0.01416740753,
650.9957275,0.01496954169,650.9957275,0.01556015667,650.9957275,0.01520638261,650.9957275,0.01459169947,650.9957275,0.01399213355,650.9957275,0.01374756359,650.9957275,0.01439813804,650.9957275,0.01435072441,650.9957275,0.01354070473,650.9957275,0.01410309132,650.9957275,0.01377585903,650.9957275,0.01510256622,650.9957275,0.01442655642,650.9957275,0.01389782783,650.9957275,0.01456950698,650.9957275,0.01387032587,650.9957275,0.01503953245,650.9957275,0.01503020711,650.9957275,0.01772397757,650.9957275,0.01376191154,650.9957275,0.0149231907,
649.9724731,0.01417588536,649.9724731,0.0141676208,649.9724731,0.01431211829,649.9724731,0.01462069247,649.9724731,0.01439757645,649.9724731,0.01414141245,649.9724731,0.01509294473,649.9724731,0.01392509043,649.9724731,0.01414831169,649.9724731,0.01377818361,649.9724731,0.0141209811,649.9724731,0.01575077325,649.9724731,0.01456158329,649.9724731,0.01436321996,649.9724731,0.01478746254,649.9724731,0.01370863616,649.9724731,0.01517198887,649.9724731,0.01506962813,649.9724731,0.01786898822,649.9724731,0.01440049335,649.9724731,0.01347666886,
648.9489746,0.01435615588,648.9489746,0.01461927406,648.9489746,0.01453575213,648.9489746,0.01467895322,648.9489746,0.01453511044,648.9489746,0.01392690837,648.9489746,0.0145709794,648.9489746,0.01304495521,648.9489746,0.01419455372,648.9489746,0.01344841905,648.9489746,0.01350940671,648.9489746,0.01629514806,648.9489746,0.01396427769,648.9489746,0.01432940084,648.9489746,0.01438202988,648.9489746,0.01375680789,648.9489746,0.0148171382,648.9489746,0.01451578457,648.9489746,0.01795396209,648.9489746,0.0143112354,648.9489746,0.01483138837,
648.0714111,0.01427273918,648.0714111,0.01403921377,648.0714111,0.01396572124,648.0714111,0.0142886024,648.0714111,0.01344131771,648.0714111,0.01344652381,648.0714111,0.01430409215,648.0714111,0.01393270865,648.0714111,0.01356220338,648.0714111,0.01400010008,648.0714111,0.01391669828,648.0714111,0.01549187861,648.0714111,0.01405022945,648.0714111,0.01431902032,648.0714111,0.0142620923,648.0714111,0.01369431708,648.0714111,0.01526702754,648.0714111,0.01442061644,648.0714111,0.01801391318,648.0714111,0.01414868608,648.0714111,0.01464331616,
647.0473022,0.0138833411,647.0473022,0.0143525973,647.0473022,0.01369760279,647.0473022,0.0138487583,647.0473022,0.01380656194,647.0473022,0.01381473895,647.0473022,0.01483757515,647.0473022,0.01438898686,647.0473022,0.01427886542,647.0473022,0.01396205928,647.0473022,0.01385525241,647.0473022,0.01496946067,647.0473022,0.0136116948,647.0473022,0.01457925141,647.0473022,0.01428113878,647.0473022,0.01335754152,647.0473022,0.01473374013,647.0473022,0.01497747283,647.0473022,0.01866226643,647.0473022,0.01396756619,647.0473022,0.01442634314,
646.0228882,0.01442768052,646.0228882,0.01387414709,646.0228882,0.01345624309,646.0228882,0.01424879767,646.0228882,0.01410592627,646.0228882,0.01390116848,646.0228882,0.01451126114,646.0228882,0.01384461578,646.0228882,0.01382475998,646.0228882,0.01431581005,646.0228882,0.01395128667,646.0228882,0.01471732464,646.0228882,0.0136116948,646.0228882,0.01423983648,646.0228882,0.01469092164,646.0228882,0.01379253343,646.0228882,0.01459424291,646.0228882,0.01452119183,646.0228882,0.01731040701,646.0228882,0.01409897394,646.0228882,0.01431554276,
644.9981689,0.01443908084,644.9981689,0.01433199644,644.9981689,0.01369461045,644.9981689,0.01409485564,644.9981689,0.01462345012,644.9981689,0.01425642148,644.9981689,0.01418262534,644.9981689,0.01371983066,644.9981689,0.01391602959,644.9981689,0.01367786061,644.9981689,0.01399756037,644.9981689,0.0154193202,644.9981689,0.01468564663,644.9981689,0.01327386312,644.9981689,0.01480800472,644.9981689,0.01338906959,644.9981689,0.01527885161,644.9981689,0.01450997684,644.9981689,0.01754976809,644.9981689,0.01400480513,644.9981689,0.01401573978,
643.9731445,0.01452261023,643.9731445,0.01439867355,643.9731445,0.01332900673,643.9731445,0.01406817045,643.9731445,0.01395532303,643.9731445,0.01449884195,643.9731445,0.01477289293,643.9731445,0.0138490526,643.9731445,0.01404934656,643.9731445,0.01338351611,643.9731445,0.01351763122,643.9731445,0.01454557572,643.9731445,0.01475055795,643.9731445,0.01416015904,643.9731445,0.01467697136,643.9731445,0.01433245093,643.9731445,0.01434077136,643.9731445,0.0148452092,643.9731445,0.01771025173,643.9731445,0.01334582269,643.9731445,0.01339713205,
642.947876,0.01413202565,642.947876,0.01411445625,642.947876,0.01323158853,642.947876,0.01412999351,642.947876,0.01385372877,642.947876,0.01403351873,642.947876,0.01446838491,642.947876,0.014005634,642.947876,0.0144886449,642.947876,0.01409175433,642.947876,0.01372423861,642.947876,0.01560166478,642.947876,0.01431819145,642.947876,0.01391327661,642.947876,0.01463801507,642.947876,0.01400026027,642.947876,0.01458538137,642.947876,0.01451075263,642.947876,0.01819772832,642.947876,0.01407148596,642.947876,0.01450569462,
642.0687866,0.01418957859,642.0687866,0.01487371046,642.0687866,0.01355571393,642.0687866,0.01450149249,642.0687866,0.01374163199,642.0687866,0.0140280379,642.0687866,0.0143506173,642.0687866,0.01378777716,642.0687866,0.01371662505,642.0687866,0.01378852502,642.0687866,0.01414908748,642.0687866,0.01516094524,642.0687866,0.01520123519,642.0687866,0.01425585989,642.0687866,0.01410138048,642.0687866,0.01400566101,642.0687866,0.0148101747,642.0687866,0.01497155055,642.0687866,0.01811923645,642.0687866,0.01407616492,642.0687866,0.01362058893,
641.0429077,0.01481590606,641.0429077,0.01426075492,641.0429077,0.01421894692,641.0429077,0.01417329069,641.0429077,0.01442735922,641.0429077,0.01282421965,641.0429077,0.01470548846,641.0429077,0.01391044352,641.0429077,0.01359542832,641.0429077,0.01422025729,641.0429077,0.01330311503,641.0429077,0.0148359146,641.0429077,0.01457622647,641.0429077,0.01430181786,641.0429077,0.01405672636,641.0429077,0.01358981989,641.0429077,0.0146146426,641.0429077,0.01483403984,641.0429077,0.01819681004,641.0429077,0.01380057633,641.0429077,0.01440533623,
640.0167236,0.01427439786,640.0167236,0.01445717178,640.0167236,0.01422924455,640.0167236,0.01329449378,640.0167236,0.01393327024,640.0167236,0.01386185363,640.0167236,0.0146092074,640.0167236,0.01344356034,640.0167236,0.01335444488,640.0167236,0.01404736843,640.0167236,0.01412041951,640.0167236,0.01503532473,640.0167236,0.01453848276,640.0167236,0.01409442816,640.0167236,0.01440148335,640.0167236,0.01380934101,640.0167236,0.01449180301,640.0167236,0.01439388376,640.0167236,0.01767916419,640.0167236,0.01351837907,640.0167236,0.01362734661,
638.9902344,0.01410480309,638.9902344,0.01486267429,638.9902344,0.01369429007,638.9902344,0.01417647395,638.9902344,0.01366589312,638.9902344,0.01432043873,638.9902344,0.01437638421,638.9902344,0.01381970942,638.9902344,0.01463373099,638.9902344,0.0136389127,638.9902344,0.01394123584,638.9902344,0.01495164353,638.9902344,0.01465903223,638.9902344,0.01475893985,638.9902344,0.01431837864,638.9902344,0.01384691428,638.9902344,0.01459584851,638.9902344,0.01483387873,638.9902344,0.01804691367,638.9902344,0.01384587213,638.9902344,0.01419292204,
637.9634399,0.01429405995,637.9634399,0.01429100987,637.9634399,0.014380184,637.9634399,0.01462098677,637.9634399,0.01410496328,637.9634399,0.01409167424,637.9634399,0.01444627997,637.9634399,0.01380314119,637.9634399,0.01406589709,637.9634399,0.01356209628,637.9634399,0.01387882512,637.9634399,0.01501469128,637.9634399,0.01386292279,637.9634399,0.01432362199,637.9634399,0.01456094068,637.9634399,0.01327871997,637.9634399,0.01503484324,637.9634399,0.01501340512,637.9634399,0.01774633117,637.9634399,0.01416564174,637.9634399,0.01385266054,
636.9363403,0.01371406019,636.9363403,0.0142894052,636.9363403,0.01384237129,636.9363403,0.01396403741,636.9363403,0.01430826541,636.9363403,0.01406851783,636.9363403,0.01519448031,636.9363403,0.01426853891,636.9363403,0.01388160419,636.9363403,0.0136457514,636.9363403,0.01456450112,636.9363403,0.01494039036,636.9363403,0.01432693936,636.9363403,0.01410389412,636.9363403,0.0146574527,636.9363403,0.01370796841,636.9363403,0.01492632553,636.9363403,0.01486837957,636.9363403,0.01837619208,636.9363403,0.01379560586,636.9363403,0.01414635964,
636.0557251,0.01445264928,636.0557251,0.0136129763,636.0557251,0.01350751054,636.0557251,0.01407482848,636.0557251,0.01483165566,636.0557251,0.01400135644,636.0557251,0.01404113881,636.0557251,0.01356538199,636.0557251,0.01381062344,636.0557251,0.01384319924,636.0557251,0.01377417613,636.0557251,0.01496662106,636.0557251,0.01459828485,636.0557251,0.01407547016,636.0557251,0.01440635324,636.0557251,0.01349974051,636.0557251,0.01460240781,636.0557251,0.0145697752,636.0557251,0.01875450462,636.0557251,0.01355074625,636.0557251,0.01394257229,
635.0280762,0.01413948741,635.0280762,0.01389432605,635.0280762,0.01358998008,635.0280762,0.01410573907,635.0280762,0.01398782898,635.0280762,0.01353720669,635.0280762,0.01441328414,635.0280762,0.01390659437,635.0280762,0.01404017583,635.0280762,0.01373700984,635.0280762,0.01358891185,635.0280762,0.01489803474,635.0280762,0.01377273351,635.0280762,0.01430631243,635.0280762,0.0147411311,635.0280762,0.01402659435,635.0280762,0.0152321998,635.0280762,0.01477366965,635.0280762,0.01759351604,635.0280762,0.01358883176,635.0280762,0.01422311924,
