t=0,,t=1,,t=2,,t=3,,t=4,,t=5,,t=6,,t=7,,t=8,,t=9,,t=10,,t=11,,t=12,,t=13,,t=14,,t=15,,t=16,,t=17,,t=18,,t=19,,t=20,,t=30,,t=50,,t=60,,t=120,,t=180,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
549.935791,0.007924103,549.935791,0.007083738,549.935791,0.004914925,549.935791,0.010530843,549.935791,0.016673239,549.935791,0.010763816,549.935791,0.010173933,549.935791,0.00906568,549.935791,0.008603129,549.935791,0.005893138,549.935791,0.008678677,549.935791,0.01591924,549.935791,0.022815818,549.935791,0.005967665,549.935791,0.012325638,549.935791,0.008859057,549.935791,0.00619899,549.935791,0.008997702,549.935791,0.009313286,549.935791,0.007950941,549.935791,0.007286122,549.935791,0.005925913,549.935791,0.014098011,549.935791,0.011816562,549.935791,0.01185673,549.935791,0.008778221
549.0350952,0.008092224,549.0350952,0.007131891,549.0350952,0.00492045,549.0350952,0.010870263,549.0350952,0.015522166,549.0350952,0.01000874,549.0350952,0.010133577,549.0350952,0.008588976,549.0350952,0.008320726,549.0350952,0.005720358,549.0350952,0.008721724,549.0350952,0.01601514,549.0350952,0.022575771,549.0350952,0.005863147,549.0350952,0.012147538,549.0350952,0.008797425,549.0350952,0.005593428,549.0350952,0.008925137,549.0350952,0.009120794,549.0350952,0.00771407,549.0350952,0.006988816,549.0350952,0.005443493,549.0350952,0.013892803,549.0350952,0.011356866,549.0350952,0.011893735,549.0350952,0.008679099
547.9840698,0.007539616,547.9840698,0.007183629,547.9840698,0.004544733,547.9840698,0.010494271,547.9840698,0.01606749,547.9840698,0.009663799,547.9840698,0.009637225,547.9840698,0.007951179,547.9840698,0.008133499,547.9840698,0.00567084,547.9840698,0.008824291,547.9840698,0.016591877,547.9840698,0.022881817,547.9840698,0.005797007,547.9840698,0.012322522,547.9840698,0.008502331,547.9840698,0.00565049,547.9840698,0.008725765,547.9840698,0.009015462,547.9840698,0.007896134,547.9840698,0.006725732,547.9840698,0.00536827,547.9840698,0.013782112,547.9840698,0.011347831,547.9840698,0.011475897,547.9840698,0.008427077
546.9327393,0.007303628,546.9327393,0.006588336,546.9327393,0.004152536,546.9327393,0.009790892,546.9327393,0.015866049,546.9327393,0.00992189,546.9327393,0.00954865,546.9327393,0.008162012,546.9327393,0.007793918,546.9327393,0.005228787,546.9327393,0.007908549,546.9327393,0.015442146,546.9327393,0.022331173,546.9327393,0.005689304,546.9327393,0.011667681,546.9327393,0.008651714,546.9327393,0.005325081,546.9327393,0.008689821,546.9327393,0.00870527,546.9327393,0.00745555,546.9327393,0.006525948,546.9327393,0.005137648,546.9327393,0.013464039,546.9327393,0.010653999,546.9327393,0.011004931,546.9327393,0.008138009
546.0314331,0.007250192,546.0314331,0.006470899,546.0314331,0.004083755,546.0314331,0.009413956,546.0314331,0.015351387,546.0314331,0.009365655,546.0314331,0.00924482,546.0314331,0.007812129,546.0314331,0.007766378,546.0314331,0.005240865,546.0314331,0.008123107,546.0314331,0.015285046,546.0314331,0.022165215,546.0314331,0.0051837,546.0314331,0.011688422,546.0314331,0.008144603,546.0314331,0.005305637,546.0314331,0.008328193,546.0314331,0.008714013,546.0314331,0.007470165,546.0314331,0.006305637,546.0314331,0.004834742,546.0314331,0.013365684,546.0314331,0.010978276,546.0314331,0.011095398,546.0314331,0.008078747
544.9796143,0.006971955,544.9796143,0.006438451,544.9796143,0.003765915,544.9796143,0.0092733,544.9796143,0.014548306,544.9796143,0.009193286,544.9796143,0.009047997,544.9796143,0.007618431,544.9796143,0.007562295,544.9796143,0.005124421,544.9796143,0.007834849,544.9796143,0.016199024,544.9796143,0.02200019,544.9796143,0.00504027,544.9796143,0.012082989,544.9796143,0.007969133,544.9796143,0.004805321,544.9796143,0.008388808,544.9796143,0.008439772,544.9796143,0.0072812,544.9796143,0.006075568,544.9796143,0.004530503,544.9796143,0.012903146,544.9796143,0.010857363,544.9796143,0.011013587,544.9796143,0.007827706
543.9276123,0.006859621,543.9276123,0.006267109,543.9276123,0.003666024,543.9276123,0.009212852,543.9276123,0.014671723,543.9276123,0.008834673,543.9276123,0.009104854,543.9276123,0.00754017,543.9276123,0.007464977,543.9276123,0.00471189,543.9276123,0.007601677,543.9276123,0.014923084,543.9276123,0.021846469,543.9276123,0.004759833,543.9276123,0.011081828,543.9276123,0.008232576,543.9276123,0.004714795,543.9276123,0.008000166,543.9276123,0.008171138,543.9276123,0.006728177,543.9276123,0.006014697,543.9276123,0.004416498,543.9276123,0.012925706,543.9276123,0.010642299,543.9276123,0.010861929,543.9276123,0.007606787
543.0256348,0.006935182,543.0256348,0.005981627,543.0256348,0.003573021,543.0256348,0.009067662,543.0256348,0.015682064,543.0256348,0.008932827,543.0256348,0.009027381,543.0256348,0.007294572,543.0256348,0.007225371,543.0256348,0.004643963,543.0256348,0.007636529,543.0256348,0.014875479,543.0256348,0.021943906,543.0256348,0.004829245,543.0256348,0.01191369,543.0256348,0.007706429,543.0256348,0.004582193,543.0256348,0.008017674,543.0256348,0.008064085,543.0256348,0.006778683,543.0256348,0.0058213,543.0256348,0.004548945,543.0256348,0.012988647,543.0256348,0.010486661,543.0256348,0.010817155,543.0256348,0.007638901
541.9730835,0.006475208,541.9730835,0.005897888,541.9730835,0.003332916,541.9730835,0.009173879,541.9730835,0.014341815,541.9730835,0.008646724,541.9730835,0.008772252,541.9730835,0.007134707,541.9730835,0.007160575,541.9730835,0.004515907,541.9730835,0.007858281,541.9730835,0.01471229,541.9730835,0.021779429,541.9730835,0.004459544,541.9730835,0.010835202,541.9730835,0.007536877,541.9730835,0.004463885,541.9730835,0.007701212,541.9730835,0.008174304,541.9730835,0.007324741,541.9730835,0.005829669,541.9730835,0.004441446,541.9730835,0.012618173,541.9730835,0.010499311,541.9730835,0.010698251,541.9730835,0.007560846
541.0707397,0.006550886,541.0707397,0.006011049,541.0707397,0.003464746,541.0707397,0.008872928,541.0707397,0.01388834,541.0707397,0.0089708,541.0707397,0.00893576,541.0707397,0.007396117,541.0707397,0.007270776,541.0707397,0.004853196,541.0707397,0.007337404,541.0707397,0.015534936,541.0707397,0.021614198,541.0707397,0.004730941,541.0707397,0.010579725,541.0707397,0.007442383,541.0707397,0.004533799,541.0707397,0.007921098,541.0707397,0.008159136,541.0707397,0.007302075,541.0707397,0.005904579,541.0707397,0.004341818,541.0707397,0.01292632,541.0707397,0.010116724,541.0707397,0.010594632,541.0707397,0.007958719
540.0177612,0.006822043,540.0177612,0.005802752,540.0177612,0.00361366,540.0177612,0.008941864,540.0177612,0.014205466,540.0177612,0.009167005,540.0177612,0.008922627,540.0177612,0.007352069,540.0177612,0.007357019,540.0177612,0.004840134,540.0177612,0.007509986,540.0177612,0.01460206,540.0177612,0.021887194,540.0177612,0.005000361,540.0177612,0.011601263,540.0177612,0.007595749,540.0177612,0.004561997,540.0177612,0.008097894,540.0177612,0.008160324,540.0177612,0.006881843,540.0177612,0.005949951,540.0177612,0.004436713,540.0177612,0.012929573,540.0177612,0.010690663,540.0177612,0.010690531,540.0177612,0.007776656
538.9644775,0.007080897,538.9644775,0.005960894,538.9644775,0.003548488,538.9644775,0.009141361,538.9644775,0.014423667,538.9644775,0.008910103,538.9644775,0.009000742,538.9644775,0.007451047,538.9644775,0.007291676,538.9644775,0.004891652,538.9644775,0.007602045,538.9644775,0.015413742,538.9644775,0.021750743,538.9644775,0.004808514,538.9644775,0.010840006,538.9644775,0.008025954,538.9644775,0.004761744,538.9644775,0.008223976,538.9644775,0.008288245,538.9644775,0.006915324,538.9644775,0.006013595,538.9644775,0.004552763,538.9644775,0.013261265,538.9644775,0.010998374,538.9644775,0.010719344,538.9644775,0.00769141
538.0615234,0.006941284,538.0615234,0.006190719,538.0615234,0.003856139,538.0615234,0.01034868,538.0615234,0.014613598,538.0615234,0.009338279,538.0615234,0.009133167,538.0615234,0.007427215,538.0615234,0.00775892,538.0615234,0.004894531,538.0615234,0.00820915,538.0615234,0.015469882,538.0615234,0.022348206,538.0615234,0.005054621,538.0615234,0.011288927,538.0615234,0.008054644,538.0615234,0.004900684,538.0615234,0.008228513,538.0615234,0.008214796,538.0615234,0.007274619,538.0615234,0.005942314,538.0615234,0.004653827,538.0615234,0.013578255,538.0615234,0.010577842,538.0615234,0.011062523,538.0615234,0.007778026
537.0078125,0.007142628,537.0078125,0.006809894,537.0078125,0.004049029,537.0078125,0.009464881,537.0078125,0.014800506,537.0078125,0.009610335,537.0078125,0.009276632,537.0078125,0.007879263,537.0078125,0.007695125,537.0078125,0.00502427,537.0078125,0.008152596,537.0078125,0.015330818,537.0078125,0.022213379,537.0078125,0.005037573,537.0078125,0.011182271,537.0078125,0.008027378,537.0078125,0.004821942,537.0078125,0.008285474,537.0078125,0.008369544,537.0078125,0.007853906,537.0078125,0.006191349,537.0078125,0.005150117,537.0078125,0.013293667,537.0078125,0.011023995,537.0078125,0.011410757,537.0078125,0.008314921
535.9537964,0.007194209,535.9537964,0.006482513,535.9537964,0.004265008,535.9537964,0.009489407,535.9537964,0.014768635,535.9537964,0.00943287,535.9537964,0.009748453,535.9537964,0.007930694,535.9537964,0.007863316,535.9537964,0.005251922,535.9537964,0.008001985,535.9537964,0.015339828,535.9537964,0.022472661,535.9537964,0.005446927,535.9537964,0.011523556,535.9537964,0.008542932,535.9537964,0.005339468,535.9537964,0.008503465,535.9537964,0.0087367,535.9537964,0.00798453,535.9537964,0.006437505,535.9537964,0.005197952,535.9537964,0.013678876,535.9537964,0.011563564,535.9537964,0.011926221,535.9537964,0.008591247
535.0502319,0.008029356,535.0502319,0.006995577,535.0502319,0.004657777,535.0502319,0.010078254,535.0502319,0.015857618,535.0502319,0.009952983,535.0502319,0.010123639,535.0502319,0.008211946,535.0502319,0.008322493,535.0502319,0.006029501,535.0502319,0.00841198,535.0502319,0.016184192,535.0502319,0.022849511,535.0502319,0.005660534,535.0502319,0.013249977,535.0502319,0.008874196,535.0502319,0.00557738,535.0502319,0.008970429,535.0502319,0.009315455,535.0502319,0.008185989,535.0502319,0.006789253,535.0502319,0.005387847,535.0502319,0.014538884,535.0502319,0.011611286,535.0502319,0.012536475,535.0502319,0.008793647
533.9957886,0.008377513,533.9957886,0.00841908,533.9957886,0.004845867,533.9957886,0.01054063,533.9957886,0.017160278,533.9957886,0.010753679,533.9957886,0.010621343,533.9957886,0.008506211,533.9957886,0.008697744,533.9957886,0.006399307,533.9957886,0.008791138,533.9957886,0.016476059,533.9957886,0.023129757,533.9957886,0.006131302,533.9957886,0.012686427,533.9957886,0.009153337,533.9957886,0.006084913,533.9957886,0.009334127,533.9957886,0.009502688,533.9957886,0.00830835,533.9957886,0.007061085,533.9957886,0.005852075,533.9957886,0.014380478,533.9957886,0.011936358,533.9957886,0.01201028,533.9957886,0.00952801
532.9411011,0.009078209,532.9411011,0.007724452,532.9411011,0.005382291,532.9411011,0.012310672,532.9411011,0.017597452,532.9411011,0.010760658,532.9411011,0.011283188,532.9411011,0.009918447,532.9411011,0.009321036,532.9411011,0.006762618,532.9411011,0.0095758,532.9411011,0.017345402,532.9411011,0.023982855,532.9411011,0.007150417,532.9411011,0.013758332,532.9411011,0.009702868,532.9411011,0.006787018,532.9411011,0.009956268,532.9411011,0.009941568,532.9411011,0.008816207,532.9411011,0.007867085,532.9411011,0.006549046,532.9411011,0.015276841,532.9411011,0.0120918,532.9411011,0.012657562,532.9411011,0.010247131
532.0368652,0.009210604,532.0368652,0.008318271,532.0368652,0.006008634,532.0368652,0.011338346,532.0368652,0.017858954,532.0368652,0.011327505,532.0368652,0.011498304,532.0368652,0.009944905,532.0368652,0.010207218,532.0368652,0.007520916,532.0368652,0.010051893,532.0368652,0.018895399,532.0368652,0.02443851,532.0368652,0.007241927,532.0368652,0.013592277,532.0368652,0.010431876,532.0368652,0.007049245,532.0368652,0.010560389,532.0368652,0.010720406,532.0368652,0.009332329,532.0368652,0.008624912,532.0368652,0.007022016,532.0368652,0.015671998,532.0368652,0.013242611,532.0368652,0.013318063,532.0368652,0.01036326
530.9816895,0.009799602,530.9816895,0.009225042,530.9816895,0.00679133,530.9816895,0.012152676,530.9816895,0.018918544,530.9816895,0.011827894,530.9816895,0.011900972,530.9816895,0.010325484,530.9816895,0.010437551,530.9816895,0.007499161,530.9816895,0.010590971,530.9816895,0.018186416,530.9816895,0.025419513,530.9816895,0.007788331,530.9816895,0.013967005,530.9816895,0.011084325,530.9816895,0.007689697,530.9816895,0.010917776,530.9816895,0.011292594,530.9816895,0.009807228,530.9816895,0.008817026,530.9816895,0.007530292,530.9816895,0.016957089,530.9816895,0.013616395,530.9816895,0.013750476,530.9816895,0.011186548
529.9262695,0.01109407,529.9262695,0.010725845,529.9262695,0.007465636,529.9262695,0.013028363,529.9262695,0.019783529,529.9262695,0.012730647,529.9262695,0.012754878,529.9262695,0.011182696,529.9262695,0.011468695,529.9262695,0.008415332,529.9262695,0.011488177,529.9262695,0.019189149,529.9262695,0.025902838,529.9262695,0.008743673,529.9262695,0.015017907,529.9262695,0.012387799,529.9262695,0.00833194,529.9262695,0.011795336,529.9262695,0.012098773,529.9262695,0.010600361,529.9262695,0.009599803,529.9262695,0.008181267,529.9262695,0.017180098,529.9262695,0.014362872,529.9262695,0.015100905,529.9262695,0.01145195
529.0214233,0.011231411,529.0214233,0.011168751,529.0214233,0.008059444,529.0214233,0.013608729,529.0214233,0.018759992,529.0214233,0.013308694,529.0214233,0.013391579,529.0214233,0.011938993,529.0214233,0.011928403,529.0214233,0.00910837,529.0214233,0.011885195,529.0214233,0.020791288,529.0214233,0.026390055,529.0214233,0.009536292,529.0214233,0.015445419,529.0214233,0.012354135,529.0214233,0.009095945,529.0214233,0.012458574,529.0214233,0.012690105,529.0214233,0.012032608,529.0214233,0.010356659,529.0214233,0.008737465,529.0214233,0.017721631,529.0214233,0.015264776,529.0214233,0.015127948,529.0214233,0.012461664
527.9655762,0.011895757,527.9655762,0.010840138,527.9655762,0.008665446,527.9655762,0.014060523,527.9655762,0.021075889,527.9655762,0.014098305,527.9655762,0.014556739,527.9655762,0.0131696,527.9655762,0.012605248,527.9655762,0.010475576,527.9655762,0.012614522,527.9655762,0.019845141,527.9655762,0.027046941,527.9655762,0.010217925,527.9655762,0.01619529,527.9655762,0.012814088,527.9655762,0.009714197,527.9655762,0.013326497,527.9655762,0.014305965,527.9655762,0.011955942,527.9655762,0.010929907,527.9655762,0.009721636,527.9655762,0.018516397,527.9655762,0.015927967,527.9655762,0.015728414,527.9655762,0.012641092
527.0603027,0.013081581,527.0603027,0.012171337,527.0603027,0.009617507,527.0603027,0.015361684,527.0603027,0.020231435,527.0603027,0.015137034,527.0603027,0.015203755,527.0603027,0.013479446,527.0603027,0.013607501,527.0603027,0.010745294,527.0603027,0.013601946,527.0603027,0.021184323,527.0603027,0.028088618,527.0603027,0.010942171,527.0603027,0.017764371,527.0603027,0.0138947,527.0603027,0.010925314,527.0603027,0.014138738,527.0603027,0.014376277,527.0603027,0.013511463,527.0603027,0.011959401,527.0603027,0.01057129,527.0603027,0.019267291,527.0603027,0.016967991,527.0603027,0.016833182,527.0603027,0.013849773
526.0039673,0.013553631,526.0039673,0.013141477,526.0039673,0.010379671,526.0039673,0.015842717,526.0039673,0.022542452,526.0039673,0.015729032,526.0039673,0.016075011,526.0039673,0.01404007,526.0039673,0.014150291,526.0039673,0.011617826,526.0039673,0.014480134,526.0039673,0.021972496,526.0039673,0.028823812,526.0039673,0.011542084,526.0039673,0.017892078,526.0039673,0.015363669,526.0039673,0.011432921,526.0039673,0.014721476,526.0039673,0.014954751,526.0039673,0.014423801,526.0039673,0.012857148,526.0039673,0.011296047,526.0039673,0.020175599,526.0039673,0.017763508,526.0039673,0.017526319,526.0039673,0.014906929
524.9473877,0.014577458,524.9473877,0.013529222,524.9473877,0.011434436,524.9473877,0.016522683,524.9473877,0.022762211,524.9473877,0.016610568,524.9473877,0.017103784,524.9473877,0.015315292,524.9473877,0.015231959,524.9473877,0.012252382,524.9473877,0.015004723,524.9473877,0.02232038,524.9473877,0.029643195,524.9473877,0.012320925,524.9473877,0.018455351,524.9473877,0.015436352,524.9473877,0.012460359,524.9473877,0.015913038,524.9473877,0.015895261,524.9473877,0.014677962,524.9473877,0.013757503,524.9473877,0.012166732,524.9473877,0.021267938,524.9473877,0.018415945,524.9473877,0.018543843,524.9473877,0.015391641
524.0415649,0.015267858,524.0415649,0.014731169,524.0415649,0.012152943,524.0415649,0.018551461,524.0415649,0.02284381,524.0415649,0.018066989,524.0415649,0.017745629,524.0415649,0.015956432,524.0415649,0.015783254,524.0415649,0.013056345,524.0415649,0.01583869,524.0415649,0.02329666,524.0415649,0.0303702,524.0415649,0.01352786,524.0415649,0.019354733,524.0415649,0.017178535,524.0415649,0.013034498,524.0415649,0.016537555,524.0415649,0.016708478,524.0415649,0.015452365,524.0415649,0.014678176,524.0415649,0.012836991,524.0415649,0.021816202,524.0415649,0.019055894,524.0415649,0.019089406,524.0415649,0.016352585
522.9844971,0.016346511,522.9844971,0.015489706,522.9844971,0.013216217,522.9844971,0.018481929,522.9844971,0.023835022,522.9844971,0.018492058,522.9844971,0.018892318,522.9844971,0.016692499,522.9844971,0.016968988,522.9844971,0.014340665,522.9844971,0.017147325,522.9844971,0.024458693,522.9844971,0.031722989,522.9844971,0.014526384,522.9844971,0.021347407,522.9844971,0.017489236,522.9844971,0.014089828,522.9844971,0.017958468,522.9844971,0.017833008,522.9844971,0.016746223,522.9844971,0.015559217,522.9844971,0.01403023,522.9844971,0.022921795,522.9844971,0.020182295,522.9844971,0.020391881,522.9844971,0.017433507
521.9271851,0.017730206,521.9271851,0.016946055,521.9271851,0.014343073,521.9271851,0.020431196,521.9271851,0.026584523,521.9271851,0.019419342,521.9271851,0.019819049,521.9271851,0.01777532,521.9271851,0.017923342,521.9271851,0.015205552,521.9271851,0.017943224,521.9271851,0.027521683,521.9271851,0.032398537,521.9271851,0.015441744,521.9271851,0.021930892,521.9271851,0.019026414,521.9271851,0.015160436,521.9271851,0.018651269,521.9271851,0.01899772,521.9271851,0.017399987,521.9271851,0.016201846,521.9271851,0.014805836,521.9271851,0.024102716,521.9271851,0.021244586,521.9271851,0.021442419,521.9271851,0.017948918
521.020752,0.01828533,521.020752,0.017336674,521.020752,0.015038916,521.020752,0.020706736,521.020752,0.026984436,521.020752,0.020618914,521.020752,0.020422947,521.020752,0.018982008,521.020752,0.018576371,521.020752,0.016546508,521.020752,0.01905995,521.020752,0.027092207,521.020752,0.033725549,521.020752,0.016203055,521.020752,0.022733597,521.020752,0.019575264,521.020752,0.016349038,521.020752,0.01968774,521.020752,0.019794393,521.020752,0.018450083,521.020752,0.017232265,521.020752,0.015971633,521.020752,0.024853364,521.020752,0.022479502,521.020752,0.0229296,521.020752,0.019243641
519.9630127,0.019531859,519.9630127,0.018394152,519.9630127,0.015909895,519.9630127,0.021504568,519.9630127,0.026932158,519.9630127,0.021348875,519.9630127,0.021309424,519.9630127,0.019488024,519.9630127,0.020000756,519.9630127,0.017078716,519.9630127,0.020084223,519.9630127,0.027579328,519.9630127,0.034509312,519.9630127,0.017023176,519.9630127,0.023552435,519.9630127,0.02107021,519.9630127,0.017062455,519.9630127,0.020624967,519.9630127,0.020810651,519.9630127,0.019655537,519.9630127,0.018024733,519.9630127,0.017119562,519.9630127,0.025722077,519.9630127,0.023222404,519.9630127,0.023184147,519.9630127,0.020686999
519.0561523,0.019784667,519.0561523,0.018967135,519.0561523,0.01660648,519.0561523,0.023051599,519.0561523,0.0289368,519.0561523,0.021779945,519.0561523,0.022235993,519.0561523,0.020344352,519.0561523,0.020236181,519.0561523,0.018027728,519.0561523,0.020474827,519.0561523,0.028234286,519.0561523,0.035088342,519.0561523,0.017554594,519.0561523,0.024284199,519.0561523,0.020878006,519.0561523,0.017426152,519.0561523,0.020925485,519.0561523,0.021251464,519.0561523,0.019983409,519.0561523,0.01869048,519.0561523,0.01726122,519.0561523,0.026121745,519.0561523,0.023650993,519.0561523,0.023762533,519.0561523,0.020573748
517.9979858,0.020777414,517.9979858,0.019986933,517.9979858,0.017837565,517.9979858,0.023229422,517.9979858,0.028653419,517.9979858,0.023523878,517.9979858,0.023051053,517.9979858,0.021383354,517.9979858,0.021414218,517.9979858,0.018788913,517.9979858,0.021497088,517.9979858,0.02887297,517.9979858,0.036251951,517.9979858,0.01894407,517.9979858,0.024782814,517.9979858,0.021890407,517.9979858,0.018632112,517.9979858,0.022363821,517.9979858,0.022260951,517.9979858,0.020734673,517.9979858,0.019852106,517.9979858,0.01833944,517.9979858,0.027461812,517.9979858,0.024766481,517.9979858,0.024664791,517.9979858,0.021758962
516.9395142,0.022336978,516.9395142,0.020804459,516.9395142,0.018257793,516.9395142,0.023679394,516.9395142,0.029492455,516.9395142,0.023705311,516.9395142,0.023881404,516.9395142,0.022321062,516.9395142,0.022214225,516.9395142,0.019723441,516.9395142,0.022133779,516.9395142,0.029550888,516.9395142,0.036852472,516.9395142,0.019621709,516.9395142,0.026051622,516.9395142,0.022719903,516.9395142,0.019415716,516.9395142,0.023107534,516.9395142,0.023285326,516.9395142,0.021451177,516.9395142,0.02098495,516.9395142,0.01932193,516.9395142,0.028417531,516.9395142,0.025739243,516.9395142,0.02568445,516.9395142,0.022629028
516.0320435,0.022578117,516.0320435,0.021670356,516.0320435,0.019157279,516.0320435,0.025092283,516.0320435,0.030207191,516.0320435,0.024351656,516.0320435,0.024854021,516.0320435,0.023100164,516.0320435,0.022920839,516.0320435,0.020252263,516.0320435,0.023153512,516.0320435,0.030841727,516.0320435,0.037766978,516.0320435,0.020563569,516.0320435,0.026904974,516.0320435,0.024211964,516.0320435,0.020200627,516.0320435,0.024042411,516.0320435,0.023895517,516.0320435,0.022721294,516.0320435,0.021566724,516.0320435,0.020079941,516.0320435,0.029220171,516.0320435,0.026711106,516.0320435,0.026559178,516.0320435,0.023613492
514.9731445,0.023420705,514.9731445,0.022473533,514.9731445,0.019924568,514.9731445,0.026741305,514.9731445,0.030951044,514.9731445,0.025465872,514.9731445,0.02560929,514.9731445,0.023943683,514.9731445,0.023801086,514.9731445,0.021238089,514.9731445,0.023920761,514.9731445,0.032021225,514.9731445,0.039192982,514.9731445,0.021388222,514.9731445,0.02744397,514.9731445,0.024686821,514.9731445,0.021245047,514.9731445,0.024801286,514.9731445,0.024668135,514.9731445,0.023554649,514.9731445,0.022593496,514.9731445,0.020776328,514.9731445,0.030817382,514.9731445,0.0272984,514.9731445,0.027294267,514.9731445,0.024591124
514.0653687,0.023741726,514.0653687,0.02294278,514.0653687,0.020368442,514.0653687,0.026040737,514.0653687,0.031451195,514.0653687,0.026777867,514.0653687,0.026337188,514.0653687,0.024488298,514.0653687,0.024303745,514.0653687,0.021430779,514.0653687,0.024525765,514.0653687,0.03207083,514.0653687,0.039462604,514.0653687,0.021746906,514.0653687,0.028058821,514.0653687,0.024945254,514.0653687,0.021658247,514.0653687,0.025751384,514.0653687,0.025337374,514.0653687,0.023693638,514.0653687,0.022767939,514.0653687,0.021309696,514.0653687,0.030777672,514.0653687,0.027876638,514.0653687,0.027890522,514.0653687,0.024415892
513.0059814,0.024851581,513.0059814,0.024576714,513.0059814,0.021129316,513.0059814,0.027722424,513.0059814,0.032663248,513.0059814,0.027190717,513.0059814,0.026977109,513.0059814,0.025059238,513.0059814,0.024948515,513.0059814,0.022332318,513.0059814,0.025236951,513.0059814,0.032972049,513.0059814,0.039981574,513.0059814,0.02246391,513.0059814,0.028993526,513.0059814,0.025660202,513.0059814,0.022199104,513.0059814,0.025809426,513.0059814,0.025687197,513.0059814,0.024295095,513.0059814,0.02335077,513.0059814,0.022175511,513.0059814,0.031313155,513.0059814,0.028730268,513.0059814,0.028434971,513.0059814,0.025353646
511.9463806,0.025302224,511.9463806,0.024229646,511.9463806,0.021649024,511.9463806,0.027548876,511.9463806,0.032891065,511.9463806,0.027623214,511.9463806,0.027557537,511.9463806,0.026452145,511.9463806,0.026601091,511.9463806,0.023065031,511.9463806,0.02598739,511.9463806,0.033604372,511.9463806,0.040400729,511.9463806,0.023638036,511.9463806,0.029284356,511.9463806,0.026347695,511.9463806,0.022842964,511.9463806,0.026596962,511.9463806,0.026712125,511.9463806,0.025178602,511.9463806,0.024167353,511.9463806,0.022904575,511.9463806,0.032160692,511.9463806,0.029032076,511.9463806,0.029142903,511.9463806,0.025890499
511.0379639,0.026136782,511.0379639,0.025849288,511.0379639,0.022378076,511.0379639,0.028042365,511.0379639,0.03343327,511.0379639,0.028422175,511.0379639,0.028395258,511.0379639,0.0268624,511.0379639,0.026438527,511.0379639,0.024023945,511.0379639,0.026657898,511.0379639,0.035746016,511.0379639,0.041170713,511.0379639,0.023571756,511.0379639,0.030071817,511.0379639,0.026983554,511.0379639,0.023329109,511.0379639,0.027263312,511.0379639,0.027159164,511.0379639,0.025921302,511.0379639,0.024776181,511.0379639,0.023863655,511.0379639,0.032333557,511.0379639,0.029768372,511.0379639,0.03007867,511.0379639,0.027634304
509.9779358,0.026950143,509.9779358,0.025548337,509.9779358,0.023460565,509.9779358,0.030060304,509.9779358,0.03441168,509.9779358,0.02865375,509.9779358,0.028617308,509.9779358,0.027299503,509.9779358,0.026904451,509.9779358,0.024082029,509.9779358,0.027187273,509.9779358,0.034764376,509.9779358,0.041866407,509.9779358,0.024462882,509.9779358,0.030714907,509.9779358,0.027774466,509.9779358,0.024219163,509.9779358,0.028210199,509.9779358,0.027946394,509.9779358,0.02657236,509.9779358,0.025156794,509.9779358,0.024024136,509.9779358,0.033378225,509.9779358,0.031133883,509.9779358,0.031529851,509.9779358,0.027430817
509.0691223,0.027047712,509.0691223,0.026249843,509.0691223,0.023931729,509.0691223,0.029495224,509.0691223,0.035308924,509.0691223,0.028925151,509.0691223,0.028979801,509.0691223,0.027963566,509.0691223,0.027757248,509.0691223,0.024490517,509.0691223,0.027617643,509.0691223,0.035188008,509.0691223,0.042559017,509.0691223,0.02479871,509.0691223,0.031022601,509.0691223,0.028332116,509.0691223,0.024616325,509.0691223,0.028214147,509.0691223,0.028224701,509.0691223,0.02685692,509.0691223,0.026236396,509.0691223,0.024088377,509.0691223,0.033507194,509.0691223,0.031470791,509.0691223,0.030839197,509.0691223,0.02762647
508.0086365,0.027405836,508.0086365,0.026718952,508.0086365,0.023943299,508.0086365,0.029726984,508.0086365,0.035161931,508.0086365,0.029728064,508.0086365,0.029623989,508.0086365,0.028189288,508.0086365,0.027719583,508.0086365,0.025850168,508.0086365,0.028181553,508.0086365,0.03579605,508.0086365,0.042966604,508.0086365,0.02510309,508.0086365,0.031725995,508.0086365,0.028620625,508.0086365,0.025253933,508.0086365,0.028842622,508.0086365,0.028769514,508.0086365,0.027372751,508.0086365,0.026296951,508.0086365,0.024772564,508.0086365,0.033990286,508.0086365,0.031427402,508.0086365,0.031595659,508.0086365,0.028183874
