t=0,,t=1,,t=2,,t=3,,t=4,,t=5,,t=6,,t=7,,t=8,,t=9,,t=10,,t=11,,t=12,,t=13,,t=14,,t=15,,t=16,,t=17,,t=18,,t=19,,t=20,,t=30,,t=50,,t=60,,t=120,,t=180,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
800.0369873,0.001634146,800.0369873,0.002172208,800.0369873,0.000688024,800.0369873,0.003333699,800.0369873,0.008796078,800.0369873,0.003560441,800.0369873,0.003751502,800.0369873,0.003432965,800.0369873,0.00261952,800.0369873,0.000371856,800.0369873,0.002622931,800.0369873,0.007290255,800.0369873,0.013383383,800.0369873,0.000344705,800.0369873,0.004867201,800.0369873,0.002622592,800.0369873,0.000781164,800.0369873,0.003610841,800.0369873,0.002367605,800.0369873,0.002248259,800.0369873,0.000936502,800.0369873,0.001213416,800.0369873,0.006496334,800.0369873,0.004361899,800.0369873,0.003738734,800.0369873,0.002299548
799.0648804,0.001945826,799.0648804,0.001261338,799.0648804,0.000104566,799.0648804,0.005728044,799.0648804,0.008696661,799.0648804,0.004723038,799.0648804,0.004237822,799.0648804,0.001736845,799.0648804,0.003587532,799.0648804,0.000701895,799.0648804,0.003141153,799.0648804,0.007619063,799.0648804,0.013976468,799.0648804,0.001406329,799.0648804,0.006807317,799.0648804,0.003289252,799.0648804,0.001269827,799.0648804,0.003109057,799.0648804,0.003609327,799.0648804,0.001810844,799.0648804,0.001581272,799.0648804,0.00116267,799.0648804,0.006103342,799.0648804,0.004863274,799.0648804,0.004012241,799.0648804,0.002741129
797.9534302,0.002264808,797.9534302,0.000386442,797.9534302,0.000145814,797.9534302,0.004267517,797.9534302,0.008091222,797.9534302,0.003499712,797.9534302,0.003688397,797.9534302,0.002870408,797.9534302,0.00261741,797.9534302,0.000660854,797.9534302,0.003983974,797.9534302,0.007802114,797.9534302,0.012577695,797.9534302,0.000140428,797.9534302,0.00627357,797.9534302,0.003678868,797.9534302,0.001021781,797.9534302,0.003291651,797.9534302,0.003285704,797.9534302,0.00199232,797.9534302,0.002186465,797.9534302,-0.000906202,797.9534302,0.005765974,797.9534302,0.006292899,797.9534302,0.005333257,797.9534302,0.002822517
796.9805298,0.001890497,796.9805298,0.002532312,796.9805298,0.000200274,796.9805298,0.0037191,796.9805298,0.008296451,796.9805298,0.003677041,796.9805298,0.002992323,796.9805298,0.003296659,796.9805298,0.002499948,796.9805298,5.85E-06,796.9805298,0.002514112,796.9805298,0.008881303,796.9805298,0.013162983,796.9805298,0.000703399,796.9805298,0.005368453,796.9805298,0.002477585,796.9805298,0.000740452,796.9805298,0.001912415,796.9805298,0.002305534,796.9805298,0.002189327,796.9805298,0.001233404,796.9805298,-0.000467715,796.9805298,0.005630454,796.9805298,0.003678216,796.9805298,0.003647907,796.9805298,0.002302801
796.0072632,0.001262662,796.0072632,0.001348368,796.0072632,0.000187688,796.0072632,0.00371111,796.0072632,0.007181655,796.0072632,0.002757437,796.0072632,0.002009848,796.0072632,0.002510076,796.0072632,0.002308032,796.0072632,-0.000220079,796.0072632,0.002202492,796.0072632,0.007242637,796.0072632,0.013411922,796.0072632,0.000172383,796.0072632,0.004399657,796.0072632,0.002370494,796.0072632,0.001570386,796.0072632,0.0013519,796.0072632,0.002336841,796.0072632,0.002475476,796.0072632,0.001681698,796.0072632,-0.000174954,796.0072632,0.006660669,796.0072632,0.005266621,796.0072632,0.004333739,796.0072632,0.003390386
795.0336304,0.002961984,795.0336304,0.000930484,795.0336304,-0.000541714,795.0336304,0.002582515,795.0336304,0.008110236,795.0336304,0.002107746,795.0336304,0.003305189,795.0336304,0.001832081,795.0336304,0.004177391,795.0336304,0.000789748,795.0336304,0.002023736,795.0336304,0.007130734,795.0336304,0.013250403,795.0336304,0.00045705,795.0336304,0.004884426,795.0336304,0.001655686,795.0336304,6.34E-06,795.0336304,0.00252437,795.0336304,0.003290765,795.0336304,0.00107399,795.0336304,-0.000422512,795.0336304,-0.000270579,795.0336304,0.005753356,795.0336304,0.004559434,795.0336304,0.003863583,795.0336304,0.002996858
794.0596313,0.001063532,794.0596313,0.000351907,794.0596313,-0.000632089,794.0596313,0.002912258,794.0596313,0.007608183,794.0596313,0.003344785,794.0596313,0.003343742,794.0596313,0.001956227,794.0596313,0.003221051,794.0596313,-0.000314763,794.0596313,0.002113495,794.0596313,0.007526474,794.0596313,0.012507007,794.0596313,-3.84E-05,794.0596313,0.003860814,794.0596313,0.000868825,794.0596313,0.000726968,794.0596313,0.002435776,794.0596313,0.003607186,794.0596313,0.004415216,794.0596313,0.000648824,794.0596313,-0.000974806,794.0596313,0.005253756,794.0596313,0.003759701,794.0596313,0.003790486,794.0596313,0.002230149
792.9459839,0.002902252,792.9459839,0.000952016,792.9459839,-0.001124272,792.9459839,0.003642869,792.9459839,0.007523418,792.9459839,0.003256206,792.9459839,0.003878365,792.9459839,0.001313783,792.9459839,0.002024256,792.9459839,7.00E-05,792.9459839,0.000833733,792.9459839,0.007227898,792.9459839,0.011863167,792.9459839,-0.000287446,792.9459839,0.003820282,792.9459839,0.001497571,792.9459839,6.69E-05,792.9459839,0.002071695,792.9459839,0.001588599,792.9459839,0.001967825,792.9459839,0.001061378,792.9459839,0.000216538,792.9459839,0.005890672,792.9459839,0.004756824,792.9459839,0.001934853,792.9459839,0.001675565
791.9711304,0.001067424,791.9711304,0.000648435,791.9711304,-0.002135305,791.9711304,0.003087627,791.9711304,0.007360783,791.9711304,0.004512507,791.9711304,0.002860194,791.9711304,0.002522886,791.9711304,0.002407897,791.9711304,0.000642836,791.9711304,0.001916679,791.9711304,0.008521548,791.9711304,0.01252254,791.9711304,-0.001148645,791.9711304,0.004147806,791.9711304,0.001764317,791.9711304,-0.000504949,791.9711304,0.001586962,791.9711304,0.000351415,791.9711304,0.001360573,791.9711304,0.000323902,791.9711304,6.98E-05,791.9711304,0.007495632,791.9711304,0.004325608,791.9711304,0.004456092,791.9711304,0.00210811
790.9959717,0.001245138,790.9959717,0.001012726,790.9959717,-0.002567068,790.9959717,0.003827882,790.9959717,0.00743077,790.9959717,0.003209941,790.9959717,0.002498308,790.9959717,0.001034937,790.9959717,0.001831587,790.9959717,0.000748438,790.9959717,0.001521054,790.9959717,0.007167391,790.9959717,0.011857901,790.9959717,-0.000852106,790.9959717,0.0043317,790.9959717,0.001779002,790.9959717,-0.001037822,790.9959717,0.001403161,790.9959717,0.001969255,790.9959717,-0.000183286,790.9959717,0.000472546,790.9959717,8.34E-05,790.9959717,0.005430989,790.9959717,0.003341551,790.9959717,0.002861548,790.9959717,0.00155111
790.0203857,0.000598119,790.0203857,3.84E-05,790.0203857,-0.000884502,790.0203857,0.002880154,790.0203857,0.006534094,790.0203857,0.001823243,790.0203857,0.002433329,790.0203857,0.001886961,790.0203857,0.001822931,790.0203857,-0.001185614,790.0203857,0.002076117,790.0203857,0.007447886,790.0203857,0.012671821,790.0203857,-0.000720326,790.0203857,0.003196016,790.0203857,0.001555163,790.0203857,-0.00024088,790.0203857,0.001444585,790.0203857,0.001964782,790.0203857,0.000882443,790.0203857,-0.000876081,790.0203857,-0.000725702,790.0203857,0.004978994,790.0203857,0.003951372,790.0203857,0.002617827,790.0203857,0.001352913
789.0444336,0.000505018,789.0444336,0.000315121,789.0444336,-0.001425786,789.0444336,0.001581974,789.0444336,0.008050399,789.0444336,0.001167342,789.0444336,0.002224061,789.0444336,4.30E-05,789.0444336,0.001472714,789.0444336,-0.001584124,789.0444336,0.000457568,789.0444336,0.007465794,789.0444336,0.011992769,789.0444336,-0.001293664,789.0444336,0.003868179,789.0444336,0.002703046,789.0444336,-0.001752821,789.0444336,0.001411108,789.0444336,0.001348862,789.0444336,0.001831977,789.0444336,-0.000674789,789.0444336,-0.000806995,789.0444336,0.00549427,789.0444336,0.002824028,789.0444336,0.003082595,789.0444336,0.001273046
788.0681152,9.71E-05,788.0681152,8.57E-05,788.0681152,-0.000364011,788.0681152,0.001190261,788.0681152,0.008528597,788.0681152,0.002062357,788.0681152,0.002262831,788.0681152,0.00038152,788.0681152,0.000528395,788.0681152,-0.000685282,788.0681152,0.000772918,788.0681152,0.006410971,788.0681152,0.012244287,788.0681152,-0.001098504,788.0681152,0.004347623,788.0681152,-8.28E-05,788.0681152,-0.001071444,788.0681152,0.001085875,788.0681152,0.001495467,788.0681152,0.000958138,788.0681152,0.000198979,788.0681152,-0.002259342,788.0681152,0.004084513,788.0681152,0.003994842,788.0681152,0.003402335,788.0681152,0.00180814
786.9518433,0.000141153,786.9518433,0.000332529,786.9518433,-0.002150863,786.9518433,0.003632584,786.9518433,0.006058374,786.9518433,0.002367136,786.9518433,0.001179256,786.9518433,0.002218389,786.9518433,0.001336736,786.9518433,-0.001296039,786.9518433,0.000864675,786.9518433,0.006965484,786.9518433,0.011138686,786.9518433,-0.000512033,786.9518433,0.002033697,786.9518433,0.00035372,786.9518433,-0.000155806,786.9518433,-0.000242794,786.9518433,0.001184525,786.9518433,-0.000710454,786.9518433,0.000350586,786.9518433,-0.00104154,786.9518433,0.004826915,786.9518433,0.002425988,786.9518433,0.002894851,786.9518433,0.000296547
785.9747314,7.76E-05,785.9747314,-0.000121285,785.9747314,-0.000840532,785.9747314,0.001962338,785.9747314,0.006555906,785.9747314,0.002282607,785.9747314,0.002513253,785.9747314,0.000866127,785.9747314,0.00022884,785.9747314,-0.001382747,785.9747314,0.000579274,785.9747314,0.006492655,785.9747314,0.0119817,785.9747314,-0.001312195,785.9747314,0.003328195,785.9747314,0.000652506,785.9747314,-0.001912896,785.9747314,0.000343513,785.9747314,0.000916086,785.9747314,0.00126762,785.9747314,-0.000550918,785.9747314,-0.001790358,785.9747314,0.00518205,785.9747314,0.003403379,785.9747314,0.002089486,785.9747314,0.000104566
784.9972534,0.000448266,784.9972534,-9.64E-05,784.9972534,-0.000798521,784.9972534,0.003915899,784.9972534,0.007582288,784.9972534,0.002295957,784.9972534,0.001093193,784.9972534,0.000105213,784.9972534,0.001187458,784.9972534,-0.00132866,784.9972534,0.000842369,784.9972534,0.005786671,784.9972534,0.012741283,784.9972534,-0.00147981,784.9972534,0.002477663,784.9972534,0.000381312,784.9972534,-0.00081454,784.9972534,0.000919018,784.9972534,0.001233119,784.9972534,0.001212845,784.9972534,-0.000856498,784.9972534,-0.000418323,784.9972534,0.004581225,784.9972534,0.003172886,784.9972534,0.002260645,784.9972534,0.00157831
784.0194092,-0.00121241,784.0194092,-0.001315601,784.0194092,-0.001599135,784.0194092,0.002734669,784.0194092,0.007113498,784.0194092,0.001630222,784.0194092,0.002127177,784.0194092,0.00031038,784.0194092,0.000925529,784.0194092,-0.001055588,784.0194092,0.000399656,784.0194092,0.005685554,784.0194092,0.011354394,784.0194092,-0.001093753,784.0194092,0.003236046,784.0194092,0.000508983,784.0194092,-0.000723479,784.0194092,0.000371778,784.0194092,0.001136949,784.0194092,-0.0003592,784.0194092,-0.000364735,784.0194092,2.25E-06,784.0194092,0.003688345,784.0194092,0.002575041,784.0194092,0.003101913,784.0194092,0.001208042
783.0411987,0.000917461,783.0411987,-0.000452044,783.0411987,-0.002023702,783.0411987,0.00138262,783.0411987,0.006691924,783.0411987,0.000877411,783.0411987,0.00196291,783.0411987,0.000308334,783.0411987,0.001787164,783.0411987,-0.001604448,783.0411987,0.002209933,783.0411987,0.005495842,783.0411987,0.010219117,783.0411987,-0.001876401,783.0411987,0.002285392,783.0411987,-0.000479299,783.0411987,-0.001170848,783.0411987,0.000723909,783.0411987,0.001223695,783.0411987,-0.000769632,783.0411987,-0.000967988,783.0411987,-0.001376813,783.0411987,0.004092352,783.0411987,0.003585053,783.0411987,0.001691911,783.0411987,-0.000152286
782.062561,4.87E-06,782.062561,-0.001210809,782.062561,-0.001432288,782.062561,0.003334064,782.062561,0.00647865,782.062561,0.002367475,782.062561,0.001380646,782.062561,0.000701403,782.062561,0.001656856,782.062561,-0.001292477,782.062561,0.000450753,782.062561,0.005939926,782.062561,0.01016654,782.062561,-0.000935598,782.062561,0.003030979,782.062561,-0.00096618,782.062561,-0.001145857,782.062561,0.001349199,782.062561,3.57E-05,782.062561,0.000184295,782.062561,-0.000274925,782.062561,-0.002189138,782.062561,0.003889492,782.062561,0.002919269,782.062561,0.001975496,782.062561,0.000178287
780.9437256,6.71E-05,780.9437256,0.000104747,780.9437256,-0.002974546,780.9437256,0.002213419,780.9437256,0.007147417,780.9437256,0.001384853,780.9437256,0.001631235,780.9437256,-0.000193532,780.9437256,0.001122597,780.9437256,-0.002355437,780.9437256,-8.18E-06,780.9437256,0.006121824,780.9437256,0.011167291,780.9437256,-0.002075385,780.9437256,0.003482411,780.9437256,0.0004776,780.9437256,-0.00136453,780.9437256,-0.000937406,780.9437256,0.000475293,780.9437256,-0.001083063,780.9437256,-0.000507741,780.9437256,-0.002588993,780.9437256,0.004962917,780.9437256,0.002677546,780.9437256,0.00230621,780.9437256,-0.000422254
779.9643555,-0.000456957,779.9643555,-4.21E-05,779.9643555,-0.001757874,779.9643555,0.001642954,779.9643555,0.005792337,779.9643555,0.001220139,779.9643555,0.002088602,779.9643555,0.000507973,779.9643555,0.00066005,779.9643555,2.11E-05,779.9643555,0.00073358,779.9643555,0.006250223,779.9643555,0.010881836,779.9643555,-0.002836208,779.9643555,0.002293797,779.9643555,-0.001262434,779.9643555,3.52E-05,779.9643555,5.50E-05,779.9643555,-4.49E-05,779.9643555,-0.000622887,779.9643555,-0.002464534,779.9643555,-0.002463453,779.9643555,0.004063295,779.9643555,0.003135026,779.9643555,0.001424898,779.9643555,0.000857646
778.9845581,-0.00085686,778.9845581,-0.000962512,778.9845581,-0.002661705,778.9845581,0.002507837,778.9845581,0.006574433,778.9845581,0.001068514,778.9845581,0.000924569,778.9845581,0.000320043,778.9845581,0.000331596,778.9845581,-0.002288698,778.9845581,0.000638481,778.9845581,0.004804275,778.9845581,0.01096171,778.9845581,-0.003139465,778.9845581,0.002290284,778.9845581,1.32E-05,778.9845581,-0.000838827,778.9845581,0.000265568,778.9845581,0.000952846,778.9845581,-0.000817382,778.9845581,-0.000520669,778.9845581,-0.001583505,778.9845581,0.003779911,778.9845581,0.002529005,778.9845581,0.001445468,778.9845581,-4.35E-05
778.0044556,0.000184736,778.0044556,-0.0020624,778.0044556,-0.001212358,778.0044556,0.001638485,778.0044556,0.005461501,778.0044556,-0.000178214,778.0044556,0.001621674,778.0044556,-0.000363753,778.0044556,0.000779271,778.0044556,-0.001829953,778.0044556,-0.00017159,778.0044556,0.005830719,778.0044556,0.012277464,778.0044556,-0.001794328,778.0044556,0.002183629,778.0044556,-0.000347354,778.0044556,-0.000803223,778.0044556,0.001030292,778.0044556,0.000272613,778.0044556,-0.000997534,778.0044556,-0.001385999,778.0044556,-0.002288698,778.0044556,0.004030138,778.0044556,0.002679057,778.0044556,0.001901079,778.0044556,0.000677731
777.0239868,-0.000730509,777.0239868,0.000172823,777.0239868,-0.00206374,777.0239868,0.001020017,777.0239868,0.006422924,777.0239868,0.000722846,777.0239868,0.001423963,777.0239868,-0.000677942,777.0239868,0.000326104,777.0239868,-0.002663815,777.0239868,-0.001204924,777.0239868,0.005642937,777.0239868,0.011506198,777.0239868,-0.002604535,777.0239868,0.002157614,777.0239868,-0.000248745,777.0239868,-0.00171951,777.0239868,0.000208095,777.0239868,0.000103841,777.0239868,-0.000724358,777.0239868,-0.001045775,777.0239868,-0.002888565,777.0239868,0.003301015,777.0239868,0.002358964,777.0239868,0.001637237,777.0239868,0.000157493
776.0430908,-0.000930741,776.0430908,-0.000604793,776.0430908,-0.002164617,776.0430908,0.001050531,776.0430908,0.005681698,776.0430908,0.000698214,776.0430908,0.001451442,776.0430908,0.000330845,776.0430908,-0.001781902,776.0430908,-0.001795359,776.0430908,-0.000184528,776.0430908,0.004771349,776.0430908,0.012201954,776.0430908,-0.002123249,776.0430908,0.002285392,776.0430908,8.16E-05,776.0430908,-0.002067553,776.0430908,-0.000540318,776.0430908,0.000460704,776.0430908,-0.001517783,776.0430908,-0.00062997,776.0430908,-0.002509267,776.0430908,0.003164255,776.0430908,0.001731881,776.0430908,0.001112371,776.0430908,0.000154334
775.0618896,-0.000625214,775.0618896,-0.001039681,775.0618896,-0.002240337,775.0618896,0.001206122,775.0618896,0.005926989,775.0618896,0.000325042,775.0618896,0.000107362,775.0618896,-0.000452665,775.0618896,-0.000248693,775.0618896,-0.001673355,775.0618896,-0.000837018,775.0618896,0.005467059,775.0618896,0.011670606,775.0618896,-0.001870215,775.0618896,0.002915255,775.0618896,-0.000228254,775.0618896,-0.002376754,775.0618896,0.00024881,775.0618896,-0.000353252,775.0618896,0.000306935,775.0618896,-0.003300674,775.0618896,-0.001629619,775.0618896,0.003213983,775.0618896,0.002129493,775.0618896,0.001745395,775.0618896,-0.000735729
773.9400635,-0.001589076,773.9400635,-0.001626214,773.9400635,-0.002814656,773.9400635,0.000309629,773.9400635,0.005189018,773.9400635,0.001118211,773.9400635,0.000882105,773.9400635,-0.00033737,773.9400635,0.001067009,773.9400635,-0.002469785,773.9400635,0.000149232,773.9400635,0.004841181,773.9400635,0.011131781,773.9400635,-0.002445384,773.9400635,0.002883255,773.9400635,-0.000605155,773.9400635,-0.002793772,773.9400635,-0.000776867,773.9400635,0.000257901,773.9400635,-0.000758056,773.9400635,-0.002247033,773.9400635,-0.001936039,773.9400635,0.002790992,773.9400635,0.000794934,773.9400635,0.000259118,773.9400635,-0.0008241
772.9580078,-0.001993504,772.9580078,-0.000807719,772.9580078,-0.003031411,772.9580078,0.001408251,772.9580078,0.005611652,772.9580078,0.001679905,772.9580078,0.000631455,772.9580078,0.00023718,772.9580078,-0.000477437,772.9580078,-0.001309923,772.9580078,-0.000391633,772.9580078,0.005219355,772.9580078,0.010757447,772.9580078,-0.001043865,772.9580078,0.002526401,772.9580078,-0.000181423,772.9580078,-0.002622598,772.9580078,-0.000180388,772.9580078,-0.00055583,772.9580078,-0.000801776,772.9580078,-0.001935781,772.9580078,-0.003449856,772.9580078,0.003304171,772.9580078,0.002275113,772.9580078,0.001319547,772.9580078,0.000332684
771.975647,-0.001251697,771.975647,-0.001372116,771.975647,-0.002525842,771.975647,-3.29E-05,771.975647,0.006364553,771.975647,-0.000264267,771.975647,0.000424245,771.975647,0.000202346,771.975647,-0.000631831,771.975647,-0.002325673,771.975647,-0.000616011,771.975647,0.005059545,771.975647,0.010011734,771.975647,-0.001340634,771.975647,0.002523277,771.975647,-0.000601174,771.975647,-0.002928575,771.975647,-0.000635191,771.975647,5.60E-05,771.975647,-0.001715126,771.975647,-0.002807712,771.975647,-0.002612768,771.975647,0.003462111,771.975647,0.001815185,771.975647,0.000960603,771.975647,-0.000179922
770.9929199,-0.002031999,770.9929199,-0.001762876,770.9929199,-0.003847937,770.9929199,0.000886074,770.9929199,0.005190302,770.9929199,0.000978945,770.9929199,0.000422457,770.9929199,-0.000975529,770.9929199,-6.56E-05,770.9929199,-0.002803906,770.9929199,-0.000660263,770.9929199,0.00521333,770.9929199,0.01060166,770.9929199,-0.002863468,770.9929199,0.003108379,770.9929199,-0.000871586,770.9929199,-0.002535776,770.9929199,-0.000936372,770.9929199,-0.00060257,770.9929199,-0.000996294,770.9929199,-0.001132018,770.9929199,-0.001890989,770.9929199,0.003635299,770.9929199,0.002611082,770.9929199,0.00220936,770.9929199,0.000418027
770.0098267,-0.001074749,770.0098267,-0.002113512,770.0098267,-0.00281085,770.0098267,0.000775018,770.0098267,0.004656312,770.0098267,-0.000310521,770.0098267,-0.000300277,770.0098267,-3.88E-06,770.0098267,-0.000456854,770.0098267,-0.002716142,770.0098267,-0.001633487,770.0098267,0.004348067,770.0098267,0.011264034,770.0098267,-0.002944516,770.0098267,0.001777754,770.0098267,-0.000730457,770.0098267,-0.002615033,770.0098267,-0.001566637,770.0098267,-0.000166777,770.0098267,-0.000300225,770.0098267,-0.00144751,770.0098267,-0.003052952,770.0098267,0.003170591,770.0098267,0.00185605,770.0098267,0.001119405,770.0098267,-0.000786893
769.0263672,-0.001715281,769.0263672,-0.000765446,769.0263672,-0.003522425,769.0263672,0.000479803,769.0263672,0.004772448,769.0263672,0.00061248,769.0263672,0.000540965,769.0263672,-0.001131398,769.0263672,-0.000112538,769.0263672,-0.002117788,769.0263672,-0.001767568,769.0263672,0.004801238,769.0263672,0.009780937,769.0263672,-0.00330016,769.0263672,0.001894579,769.0263672,-0.00105502,769.0263672,-0.002733583,769.0263672,-0.000441132,769.0263672,-0.000780898,769.0263672,-0.001414588,769.0263672,-0.001667681,769.0263672,-0.003060972,769.0263672,0.003154738,769.0263672,0.001726501,769.0263672,0.00108437,769.0263672,9.60E-05
768.0425415,-0.002092182,768.0425415,-0.002400078,768.0425415,-0.002868508,768.0425415,4.10E-05,768.0425415,0.00508749,768.0425415,-0.000112124,768.0425415,0.000192246,768.0425415,-0.001000065,768.0425415,-0.000239431,768.0425415,-0.003128928,768.0425415,-0.000553814,768.0425415,0.004429207,768.0425415,0.010213844,768.0425415,-0.002804266,768.0425415,0.002640484,768.0425415,-0.000424219,768.0425415,-0.002120313,768.0425415,-0.000960601,768.0425415,-0.000462543,768.0425415,-0.001624409,768.0425415,-0.001605273,768.0425415,-0.00369766,768.0425415,0.00300645,768.0425415,0.001325752,768.0425415,0.000698136,768.0425415,-0.000787203
767.0583496,-0.001142552,767.0583496,-0.002568664,767.0583496,-0.003318708,767.0583496,0.00037183,767.0583496,0.005183543,767.0583496,5.38E-05,767.0583496,0.000576267,767.0583496,-0.001143017,767.0583496,-0.000875719,767.0583496,-0.002988172,767.0583496,-0.001366852,767.0583496,0.006242265,767.0583496,0.010386299,767.0583496,-0.00320299,767.0583496,0.001720835,767.0583496,-0.001487653,767.0583496,-0.00344811,767.0583496,-0.000925989,767.0583496,-0.000157617,767.0583496,-0.002170387,767.0583496,-0.002660471,767.0583496,-0.003305607,767.0583496,0.002267358,767.0583496,0.000758396,767.0583496,0.001544641,767.0583496,-0.000810613
765.9331055,-0.001346724,765.9331055,-0.002638807,765.9331055,-0.003868975,765.9331055,0.000266034,765.9331055,0.004900186,765.9331055,0.000228659,765.9331055,-0.00025573,765.9331055,-0.001164961,765.9331055,-0.000221269,765.9331055,-0.003060561,765.9331055,-0.001147406,765.9331055,0.004245559,765.9331055,0.010780082,765.9331055,-0.00315139,765.9331055,0.00064885,765.9331055,-0.001080998,765.9331055,-0.002950738,765.9331055,-0.001049907,765.9331055,-0.001092359,765.9331055,-0.001675469,765.9331055,-0.002739808,765.9331055,-0.003527868,765.9331055,0.002844351,765.9331055,0.000927656,765.9331055,0.000624534,765.9331055,-0.000590885
764.9481201,-0.001743385,764.9481201,-0.002483787,764.9481201,-0.004293535,764.9481201,0.000313696,764.9481201,0.004427743,764.9481201,0.000237206,764.9481201,-0.000390806,764.9481201,-0.000498743,764.9481201,-0.001639109,764.9481201,-0.003828642,764.9481201,-0.001787986,764.9481201,0.005465276,764.9481201,0.009554869,764.9481201,-0.003041025,764.9481201,0.001678528,764.9481201,-0.000708077,764.9481201,-0.003422633,764.9481201,-0.00145783,764.9481201,-0.000675874,764.9481201,-0.001890577,764.9481201,-0.00273847,764.9481201,-0.003483856,764.9481201,0.002697107,764.9481201,0.001366104,764.9481201,0.000870563,764.9481201,-0.000796919
763.9628296,-0.002327167,763.9628296,-0.002645754,763.9628296,-0.005059645,763.9628296,0.000775226,763.9628296,0.003984418,763.9628296,-0.000776402,763.9628296,-0.000608773,763.9628296,-0.001191758,763.9628296,-0.000749218,763.9628296,-0.004071255,763.9628296,-0.002420415,763.9628296,0.004679076,763.9628296,0.0093245,763.9628296,-0.002708425,763.9628296,0.000858891,763.9628296,-0.001224387,763.9628296,-0.003570284,763.9628296,-0.001277559,763.9628296,-0.000804618,763.9628296,-0.001704813,763.9628296,-0.001868101,763.9628296,-0.003461875,763.9628296,0.003285574,763.9628296,0.00155298,763.9628296,0.000228348,763.9628296,-0.000788082
762.9771118,-0.002848809,762.9771118,-0.001882329,762.9771118,-0.004496693,762.9771118,-0.000626558,762.9771118,0.005026181,762.9771118,-0.000576098,762.9771118,-0.000451113,762.9771118,-0.000860477,762.9771118,-0.001476972,762.9771118,-0.003873388,762.9771118,-0.002069202,762.9771118,0.004235364,762.9771118,0.008873879,762.9771118,-0.003664908,762.9771118,0.001556513,762.9771118,-0.000649252,762.9771118,-0.003370699,762.9771118,-0.000641033,762.9771118,-0.001905731,762.9771118,-0.001635344,762.9771118,-0.002715062,762.9771118,-0.004054226,762.9771118,0.002734408,762.9771118,0.001435495,762.9771118,0.00116825,762.9771118,-0.001348272
761.9910889,-0.001997987,761.9910889,-0.003611514,761.9910889,-0.003839572,761.9910889,0.000174817,761.9910889,0.004429939,761.9910889,-0.000729113,761.9910889,-0.000355217,761.9910889,-0.001887123,761.9910889,-0.001481048,761.9910889,-0.003051204,761.9910889,-0.001358233,761.9910889,0.003235081,761.9910889,0.009368353,761.9910889,-0.003020254,761.9910889,0.000756088,761.9910889,-0.001726368,761.9910889,-0.003280224,761.9910889,-0.000423909,761.9910889,-0.001312091,761.9910889,-0.001933462,761.9910889,-0.002747782,761.9910889,-0.003941218,761.9910889,0.002856129,761.9910889,0.001087224,761.9910889,7.94E-05,761.9910889,-0.001490593
761.0046387,-0.002157199,761.0046387,-0.003518008,761.0046387,-0.003489557,761.0046387,-1.29E-06,761.0046387,0.005038882,761.0046387,9.29E-06,761.0046387,-0.000559915,761.0046387,-0.002084969,761.0046387,-0.001017472,761.0046387,-0.003257513,761.0046387,-0.00260752,761.0046387,0.003811064,761.0046387,0.009795684,761.0046387,-0.003450164,761.0046387,0.001630846,761.0046387,-0.000715726,761.0046387,-0.004105719,761.0046387,-0.002051631,761.0046387,-0.000666466,761.0046387,-0.002512098,761.0046387,-0.002498303,761.0046387,-0.003502859,761.0046387,0.002711225,761.0046387,-0.000157772,761.0046387,0.00038082,761.0046387,-0.002174766
760.0178833,-0.002114336,760.0178833,-0.003653973,760.0178833,-0.004935074,760.0178833,0.000420851,760.0178833,0.003951816,760.0178833,-0.001481048,760.0178833,-0.001059307,760.0178833,-0.001187783,760.0178833,-0.001764371,760.0178833,-0.004413473,760.0178833,-0.002022414,760.0178833,0.002707005,760.0178833,0.010073829,760.0178833,-0.003315523,760.0178833,0.000603821,760.0178833,-0.002195113,760.0178833,-0.003835056,760.0178833,-0.002139323,760.0178833,-0.000748184,760.0178833,-0.003149899,760.0178833,-0.004310451,760.0178833,-0.004210687,760.0178833,0.001855686,760.0178833,-0.000358838,760.0178833,-6.81E-05,760.0178833,-0.002648327
759.0307617,-0.003555598,759.0307617,-0.003069557,759.0307617,-0.004829616,759.0307617,-0.000558519,759.0307617,0.003894454,759.0307617,-0.001474238,759.0307617,-0.002220971,759.0307617,-0.002296629,759.0307617,-0.001559002,759.0307617,-0.00435279,759.0307617,-0.002158281,759.0307617,0.003682367,759.0307617,0.008856256,759.0307617,-0.004207405,759.0307617,0.001044927,759.0307617,-0.002259239,759.0307617,-0.003875082,759.0307617,-0.001103514,759.0307617,-0.002742586,759.0307617,-0.002518893,759.0307617,-0.003625531,759.0307617,-0.003948247,759.0307617,0.002177151,759.0307617,0.000155447,759.0307617,2.43E-05,759.0307617,-0.002274381
