t=0,,t=10,,t=20,,t=30,,t=40,,t=50,,t=60,,t=120,,t=180,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
494.9603271,0.026768396,494.9603271,0.026440149,494.9603271,0.026489012,494.9603271,0.026684983,494.9603271,0.026611108,494.9603271,0.027100556,494.9603271,0.027154176,494.9603271,0.02712111,494.9603271,0.026761128
494.048645,0.026773352,494.048645,0.026272504,494.048645,0.026440727,494.048645,0.026390137,494.048645,0.027216291,494.048645,0.026741939,494.048645,0.027135437,494.048645,0.026641851,494.048645,0.026340434
492.9848022,0.026354462,492.9848022,0.026154378,492.9848022,0.025747264,492.9848022,0.025895994,492.9848022,0.026575057,492.9848022,0.02629156,492.9848022,0.027105983,492.9848022,0.026073227,492.9848022,0.026628474
492.0727539,0.026819939,492.0727539,0.026340682,492.0727539,0.026364418,492.0727539,0.025757948,492.0727539,0.026307374,492.0727539,0.026700178,492.0727539,0.026893601,492.0727539,0.026153525,492.0727539,0.026048681
491.0084839,0.026101155,491.0084839,0.026421387,491.0084839,0.025862338,491.0084839,0.026222812,491.0084839,0.02655293,491.0084839,0.026410742,491.0084839,0.02693874,491.0084839,0.0262191,491.0084839,0.026140796
489.9440002,0.02578624,489.9440002,0.025816651,489.9440002,0.025483303,489.9440002,0.025684066,489.9440002,0.026302177,489.9440002,0.026192676,489.9440002,0.026143106,489.9440002,0.026399354,489.9440002,0.02580753
489.0313721,0.025575271,489.0313721,0.025429118,489.0313721,0.025190972,489.0313721,0.025350051,489.0313721,0.026146021,489.0313721,0.025782889,489.0313721,0.025897974,489.0313721,0.025430409,489.0313721,0.025480503
487.9664612,0.025672944,487.9664612,0.02520436,487.9664612,0.024989422,487.9664612,0.025050681,487.9664612,0.025202768,487.9664612,0.02575619,487.9664612,0.025632493,487.9664612,0.025339432,487.9664612,0.025426567
487.0534668,0.025018103,487.0534668,0.024635285,487.0534668,0.025117077,487.0534668,0.024717592,487.0534668,0.025371622,487.0534668,0.02517882,487.0534668,0.025595535,487.0534668,0.024980182,487.0534668,0.025085455
485.9880981,0.02453001,485.9880981,0.024371479,485.9880981,0.02401188,485.9880981,0.024262985,485.9880981,0.025241999,485.9880981,0.024706522,485.9880981,0.024955671,485.9880981,0.024298955,485.9880981,0.02513304
485.0747681,0.024566058,485.0747681,0.024071058,485.0747681,0.02416114,485.0747681,0.02439237,485.0747681,0.024925485,485.0747681,0.02513562,485.0747681,0.025276925,485.0747681,0.024749735,485.0747681,0.024917206
484.0089722,0.024193872,484.0089722,0.02429107,484.0089722,0.02450484,484.0089722,0.024264134,484.0089722,0.024652792,484.0089722,0.024493365,484.0089722,0.024677094,484.0089722,0.024141546,484.0089722,0.024121242
482.9429626,0.024034915,482.9429626,0.023674911,482.9429626,0.023750039,482.9429626,0.024232464,482.9429626,0.024564387,482.9429626,0.024297366,482.9429626,0.024545789,482.9429626,0.024052426,482.9429626,0.024087064
482.0290833,0.023540001,482.0290833,0.023633171,482.0290833,0.023393493,482.0290833,0.023525789,482.0290833,0.024325237,482.0290833,0.023782875,482.0290833,0.024023945,482.0290833,0.023809973,482.0290833,0.023481769
480.9626465,0.023288084,480.9626465,0.023223661,480.9626465,0.023470676,480.9626465,0.023171805,480.9626465,0.023598513,480.9626465,0.023568695,480.9626465,0.023715043,480.9626465,0.023159573,480.9626465,0.02365933
480.0483704,0.023255775,480.0483704,0.022645609,480.0483704,0.023080235,480.0483704,0.02289366,480.0483704,0.023627704,480.0483704,0.023473354,480.0483704,0.024302348,480.0483704,0.023493163,480.0483704,0.023315616
478.9815063,0.022965267,478.9815063,0.022607867,478.9815063,0.022926079,478.9815063,0.022751981,478.9815063,0.023157144,478.9815063,0.023267547,478.9815063,0.023766169,478.9815063,0.023349594,478.9815063,0.023285326
478.0668945,0.022899637,478.0668945,0.022621065,478.0668945,0.022762239,478.0668945,0.023043683,478.0668945,0.022894779,478.0668945,0.023080535,478.0668945,0.02339882,478.0668945,0.023315232,478.0668945,0.022912079
476.9996033,0.02303675,476.9996033,0.022947555,476.9996033,0.023095522,476.9996033,0.022640564,476.9996033,0.023105979,476.9996033,0.023358556,476.9996033,0.023530245,476.9996033,0.022923758,476.9996033,0.022917265
475.9321289,0.023490869,475.9321289,0.022950312,475.9321289,0.023003833,475.9321289,0.023114333,475.9321289,0.023594223,475.9321289,0.023454119,475.9321289,0.023725841,475.9321289,0.023161894,475.9321289,0.02369987
475.0169373,0.023432424,475.0169373,0.023150126,475.0169373,0.023049852,475.0169373,0.023200423,475.0169373,0.024208076,475.0169373,0.023923168,475.0169373,0.023893794,475.0169373,0.023363335,475.0169373,0.023267437
473.9490356,0.023708289,473.9490356,0.023251597,473.9490356,0.023491196,473.9490356,0.024104413,473.9490356,0.024558498,473.9490356,0.02446009,473.9490356,0.024332464,473.9490356,0.023797669,473.9490356,0.023827421
473.0334778,0.024285294,473.0334778,0.023932906,473.0334778,0.024417069,473.0334778,0.024109146,473.0334778,0.024143845,473.0334778,0.024432432,473.0334778,0.024709208,473.0334778,0.02408712,473.0334778,0.023984222
471.9651489,0.024829078,471.9651489,0.02463449,471.9651489,0.02435464,471.9651489,0.02440628,471.9651489,0.025436448,471.9651489,0.025109535,471.9651489,0.025869315,471.9651489,0.025218159,471.9651489,0.024785198
471.0492859,0.025976399,471.0492859,0.025812419,471.0492859,0.024990492,471.0492859,0.025601905,471.0492859,0.025585376,471.0492859,0.025756162,471.0492859,0.026006354,471.0492859,0.026014462,471.0492859,0.025289711
469.9805298,0.026321264,469.9805298,0.026628034,469.9805298,0.025928583,469.9805298,0.025989398,469.9805298,0.025938723,469.9805298,0.026834395,469.9805298,0.026839186,469.9805298,0.026502164,469.9805298,0.02622284
469.0643005,0.026860388,469.0643005,0.026613778,469.0643005,0.026460094,469.0643005,0.027055508,469.0643005,0.026692305,469.0643005,0.027045481,469.0643005,0.027439889,469.0643005,0.026599824,469.0643005,0.026856368
467.9951477,0.027835706,467.9951477,0.027811144,467.9951477,0.0277203,467.9951477,0.027816331,467.9951477,0.028465208,467.9951477,0.028209535,467.9951477,0.028227491,467.9951477,0.027509658,467.9951477,0.027537927
466.9257507,0.028822843,466.9257507,0.028241552,466.9257507,0.028171886,466.9257507,0.028361212,466.9257507,0.028618772,466.9257507,0.028970115,466.9257507,0.028981958,466.9257507,0.029138558,466.9257507,0.028577797
466.0089722,0.029560365,466.0089722,0.028915023,466.0089722,0.029868351,466.0089722,0.029371262,466.0089722,0.029495751,466.0089722,0.029979058,466.0089722,0.030316709,466.0089722,0.029583946,466.0089722,0.029434498
464.9391785,0.03054774,464.9391785,0.030205416,464.9391785,0.029973345,464.9391785,0.030308103,464.9391785,0.030422533,464.9391785,0.030822774,464.9391785,0.030701071,464.9391785,0.03024807,464.9391785,0.03030186
464.0220642,0.031166309,464.0220642,0.030678095,464.0220642,0.030785648,464.0220642,0.03062515,464.0220642,0.031093365,464.0220642,0.032080252,464.0220642,0.031455345,464.0220642,0.030906096,464.0220642,0.031407785
462.9518738,0.032081116,462.9518738,0.031548753,462.9518738,0.031494446,462.9518738,0.031515546,462.9518738,0.031853557,462.9518738,0.032107789,462.9518738,0.032157823,462.9518738,0.032801583,462.9518738,0.031584803
462.0343933,0.032771375,462.0343933,0.031981099,462.0343933,0.032906841,462.0343933,0.032263931,462.0343933,0.032651722,462.0343933,0.032722864,462.0343933,0.033074528,462.0343933,0.032466292,462.0343933,0.033080868
460.9637756,0.033829633,460.9637756,0.033606667,460.9637756,0.032977436,460.9637756,0.033007488,460.9637756,0.033703171,460.9637756,0.033374533,460.9637756,0.033473499,460.9637756,0.033000618,460.9637756,0.033143643
460.0459595,0.034024131,460.0459595,0.034005541,460.0459595,0.033771463,460.0459595,0.033763822,460.0459595,0.033678327,460.0459595,0.034120642,460.0459595,0.034355838,460.0459595,0.033723619,460.0459595,0.033589829
458.9749451,0.035410188,458.9749451,0.034428742,458.9749451,0.034612183,458.9749451,0.034571875,458.9749451,0.034589756,458.9749451,0.035264339,458.9749451,0.035311788,458.9749451,0.035201706,458.9749451,0.034680646
458.0567932,0.035265714,458.0567932,0.034798928,458.0567932,0.034732491,458.0567932,0.034801982,458.0567932,0.035469312,458.0567932,0.03540089,458.0567932,0.035556674,458.0567932,0.034946837,458.0567932,0.035179697
456.9853821,0.035701472,456.9853821,0.035173241,456.9853821,0.035359301,456.9853821,0.035338886,456.9853821,0.035732385,456.9853821,0.036013283,456.9853821,0.036091615,456.9853821,0.03637322,456.9853821,0.035778876
456.066864,0.036813021,456.066864,0.035801139,456.066864,0.035602529,456.066864,0.036390617,456.066864,0.036592685,456.066864,0.036471553,456.066864,0.036416993,456.066864,0.036188107,456.066864,0.036911253
454.9950562,0.036628764,454.9950562,0.036097493,454.9950562,0.036154713,454.9950562,0.036040422,454.9950562,0.036688276,454.9950562,0.037074741,454.9950562,0.037200924,454.9950562,0.03665287,454.9950562,0.036986478
454.0762024,0.037038289,454.0762024,0.036508434,454.0762024,0.03678048,454.0762024,0.036708955,454.0762024,0.036915567,454.0762024,0.03704669,454.0762024,0.03728297,454.0762024,0.037052669,454.0762024,0.036862332
453.0039978,0.037748735,453.0039978,0.036942482,453.0039978,0.036883242,453.0039978,0.037210003,453.0039978,0.037209891,453.0039978,0.037667986,453.0039978,0.037532724,453.0039978,0.037139252,453.0039978,0.037807979
451.9315796,0.037872035,451.9315796,0.037203886,451.9315796,0.0372518,451.9315796,0.037354648,451.9315796,0.037646249,451.9315796,0.038662303,451.9315796,0.038019467,451.9315796,0.037564278,451.9315796,0.03762107
451.012207,0.037898839,451.012207,0.037582848,451.012207,0.037625387,451.012207,0.037360627,451.012207,0.037800159,451.012207,0.038027212,451.012207,0.038090281,451.012207,0.038025118,451.012207,0.03819222
449.9393921,0.03823629,449.9393921,0.037672222,449.9393921,0.037603341,449.9393921,0.037903726,449.9393921,0.038065866,449.9393921,0.038427766,449.9393921,0.039252624,449.9393921,0.038023762,449.9393921,0.038487922
449.0196838,0.038470104,449.0196838,0.037918922,449.0196838,0.038636442,449.0196838,0.037712537,449.0196838,0.038212601,449.0196838,0.039291047,449.0196838,0.038705856,449.0196838,0.038041707,449.0196838,0.038212996
447.9464722,0.038710862,447.9464722,0.038234085,447.9464722,0.038307533,447.9464722,0.037922509,447.9464722,0.038646769,447.9464722,0.039476525,447.9464722,0.039117206,447.9464722,0.03869196,447.9464722,0.038436163
447.0263977,0.039216783,447.0263977,0.038708627,447.0263977,0.039222561,447.0263977,0.038482688,447.0263977,0.039363395,447.0263977,0.038867753,447.0263977,0.039057754,447.0263977,0.038774598,447.0263977,0.038571596
445.9528198,0.038934711,445.9528198,0.038338009,445.9528198,0.039260019,445.9528198,0.038741879,445.9528198,0.03884089,445.9528198,0.039358012,445.9528198,0.039587554,445.9528198,0.038864158,445.9528198,0.039126664
445.0324097,0.040014755,445.0324097,0.039350245,445.0324097,0.038594455,445.0324097,0.038745504,445.0324097,0.039809983,445.0324097,0.039604113,445.0324097,0.040095177,445.0324097,0.039694443,445.0324097,0.039052062
443.9584351,0.039510969,443.9584351,0.039302833,443.9584351,0.038506534,443.9584351,0.039019436,443.9584351,0.039262284,443.9584351,0.039501954,443.9584351,0.039764646,443.9584351,0.039118309,443.9584351,0.039290592
443.0377197,0.039530985,443.0377197,0.038488433,443.0377197,0.039564811,443.0377197,0.038873531,443.0377197,0.039380684,443.0377197,0.039572865,443.0377197,0.040464766,443.0377197,0.039078739,443.0377197,0.039161082
441.9633179,0.039554663,441.9633179,0.038693912,441.9633179,0.038998254,441.9633179,0.038814791,441.9633179,0.039354414,441.9633179,0.03958812,441.9633179,0.039504733,441.9633179,0.039316777,441.9633179,0.039985947
441.0422668,0.039534617,441.0422668,0.039099559,441.0422668,0.039752875,441.0422668,0.039698925,441.0422668,0.039181225,441.0422668,0.039520919,441.0422668,0.039798208,441.0422668,0.039116073,441.0422668,0.040044647
439.9674988,0.040139634,439.9674988,0.039610863,439.9674988,0.039856285,439.9674988,0.039245624,439.9674988,0.039372411,439.9674988,0.03969796,439.9674988,0.039881427,439.9674988,0.039287958,439.9674988,0.039401405
439.0461121,0.039779454,439.0461121,0.03956328,439.0461121,0.039848879,439.0461121,0.039221454,439.0461121,0.03945566,439.0461121,0.039880347,439.0461121,0.039798465,439.0461121,0.03946558,439.0461121,0.03940716
437.9709778,0.039710552,437.9709778,0.039562885,437.9709778,0.039087661,437.9709778,0.039197121,437.9709778,0.039678957,437.9709778,0.039715488,437.9709778,0.039732847,437.9709778,0.039295863,437.9709778,0.040184129
437.0492554,0.039280847,437.0492554,0.039061151,437.0492554,0.038771823,437.0492554,0.039097574,437.0492554,0.039210606,437.0492554,0.039375328,437.0492554,0.039900694,437.0492554,0.039145842,437.0492554,0.039219387
435.9737244,0.039155275,435.9737244,0.038551059,435.9737244,0.039293341,435.9737244,0.038622662,435.9737244,0.038975399,435.9737244,0.039512217,435.9737244,0.039332334,435.9737244,0.038955607,435.9737244,0.039499175
435.0516663,0.038862292,435.0516663,0.038876474,435.0516663,0.039380062,435.0516663,0.038552415,435.0516663,0.039920729,435.0516663,0.039955378,435.0516663,0.039431054,435.0516663,0.038689893,435.0516663,0.039473858
433.975769,0.038990438,433.975769,0.038321186,433.975769,0.03841538,433.975769,0.038397394,433.975769,0.038758438,433.975769,0.039121225,433.975769,0.03913556,433.975769,0.038876671,433.975769,0.039291158
433.0533752,0.03886801,433.0533752,0.038121678,433.0533752,0.038286638,433.0533752,0.038453389,433.0533752,0.038684517,433.0533752,0.038945414,433.0533752,0.039703008,433.0533752,0.038596522,433.0533752,0.038749069
431.9770813,0.038856857,431.9770813,0.038027607,431.9770813,0.038045973,431.9770813,0.038138237,431.9770813,0.038698241,431.9770813,0.039988928,431.9770813,0.038986981,431.9770813,0.038642272,431.9770813,0.039294276
431.0543823,0.038737126,431.0543823,0.038159747,431.0543823,0.038687773,431.0543823,0.03842273,431.0543823,0.038619749,431.0543823,0.03972882,431.0543823,0.039116781,431.0543823,0.0385525,431.0543823,0.038649458
429.9777222,0.038662475,429.9777222,0.038073692,429.9777222,0.038111277,429.9777222,0.038678292,429.9777222,0.038645752,429.9777222,0.038804546,429.9777222,0.039171651,429.9777222,0.03847409,429.9777222,0.039008506
429.0546875,0.038445864,429.0546875,0.03771954,429.0546875,0.038001217,429.0546875,0.038560394,429.0546875,0.038409382,429.0546875,0.038668897,429.0546875,0.039099984,429.0546875,0.038458083,429.0546875,0.039275292
427.9776611,0.038284574,427.9776611,0.038293026,427.9776611,0.038428672,427.9776611,0.037812274,427.9776611,0.038344741,427.9776611,0.038802221,427.9776611,0.038682479,427.9776611,0.038358849,427.9776611,0.039133068
427.0543213,0.038302809,427.0543213,0.037426844,427.0543213,0.037856359,427.0543213,0.037853733,427.0543213,0.038290739,427.0543213,0.038640998,427.0543213,0.038645752,427.0543213,0.038260035,427.0543213,0.038605969
425.9768982,0.038941931,425.9768982,0.03826391,425.9768982,0.038058773,425.9768982,0.038079739,425.9768982,0.038464136,425.9768982,0.039175645,425.9768982,0.038986672,425.9768982,0.038674474,425.9768982,0.038454462
425.0532227,0.038266595,425.0532227,0.03770915,425.0532227,0.03795689,425.0532227,0.038087029,425.0532227,0.038294327,425.0532227,0.039207574,425.0532227,0.039060358,425.0532227,0.038389135,425.0532227,0.038753003
423.9754333,0.038412381,423.9754333,0.037552282,423.9754333,0.038243808,423.9754333,0.03723127,423.9754333,0.037646558,423.9754333,0.038266536,423.9754333,0.03805038,423.9754333,0.037883617,423.9754333,0.037769347
423.0514526,0.03826255,423.0514526,0.037540033,423.0514526,0.038175546,423.0514526,0.037881523,423.0514526,0.038416877,423.0514526,0.039303713,423.0514526,0.038853318,423.0514526,0.038262524,423.0514526,0.038658004
421.9732666,0.038041931,421.9732666,0.038131144,421.9732666,0.037766978,421.9732666,0.037589934,421.9732666,0.038115036,421.9732666,0.038570806,421.9732666,0.038826708,421.9732666,0.038168989,421.9732666,0.038639329
421.0489807,0.038310725,421.0489807,0.037082072,421.0489807,0.037223823,421.0489807,0.037388388,421.0489807,0.038747456,421.0489807,0.038113877,421.0489807,0.038286895,421.0489807,0.037566591,421.0489807,0.037265621
419.9704285,0.037649862,419.9704285,0.036988735,419.9704285,0.037388079,419.9704285,0.037673295,419.9704285,0.037646983,419.9704285,0.038986813,419.9704285,0.039078996,419.9704285,0.037721939,419.9704285,0.038439501
419.0458069,0.038062334,419.0458069,0.037573226,419.0458069,0.037158314,419.0458069,0.037415445,419.0458069,0.037724059,419.0458069,0.037850231,419.0458069,0.038074456,419.0458069,0.037732076,419.0458069,0.03775207
417.9669189,0.037582144,417.9669189,0.037479244,417.9669189,0.037099045,417.9669189,0.037177291,417.9669189,0.038355939,417.9669189,0.037875451,417.9669189,0.038071487,417.9669189,0.037631992,417.9669189,0.037509214
417.0419922,0.03764797,417.0419922,0.0371066,417.0419922,0.037055489,417.0419922,0.03725104,417.0419922,0.038208108,417.0419922,0.037895281,417.0419922,0.038634744,417.0419922,0.037517879,417.0419922,0.037438892
415.9627075,0.03709555,415.9627075,0.037103303,415.9627075,0.036976501,415.9627075,0.036869265,415.9627075,0.037172891,415.9627075,0.037843168,415.9627075,0.037858222,415.9627075,0.037279751,415.9627075,0.03714354
415.0374756,0.037254959,415.0374756,0.036491487,415.0374756,0.03669991,415.0374756,0.036833111,415.0374756,0.037500098,415.0374756,0.037771042,415.0374756,0.037817214,415.0374756,0.037233103,415.0374756,0.037191365
413.9578247,0.03679068,413.9578247,0.036484249,413.9578247,0.036924697,413.9578247,0.036642,413.9578247,0.037080664,413.9578247,0.037554033,413.9578247,0.037792701,413.9578247,0.037174303,413.9578247,0.037713073
413.0322876,0.036692221,413.0322876,0.035991993,413.0322876,0.036561202,413.0322876,0.036575198,413.0322876,0.037255045,413.0322876,0.037853505,413.0322876,0.037478454,413.0322876,0.036897644,413.0322876,0.037368979
411.952301,0.036430646,411.952301,0.036021184,411.952301,0.03642327,411.952301,0.036371816,411.952301,0.036921147,411.952301,0.037600517,411.952301,0.037237052,411.952301,0.036731828,411.952301,0.036620062
411.0264282,0.036005437,411.0264282,0.035625651,411.0264282,0.035872713,411.0264282,0.036205664,411.0264282,0.036577452,411.0264282,0.037527077,411.0264282,0.037136856,411.0264282,0.036416207,411.0264282,0.037077647
409.9460754,0.035969522,409.9460754,0.035503354,409.9460754,0.036406551,409.9460754,0.036240444,409.9460754,0.036369253,409.9460754,0.03680747,409.9460754,0.036994427,409.9460754,0.036855683,409.9460754,0.03667146
409.0198975,0.035717491,409.0198975,0.035504788,409.0198975,0.035724066,409.0198975,0.035783794,409.0198975,0.036289379,409.0198975,0.037144665,409.0198975,0.036920667,409.0198975,0.036306266,409.0198975,0.035919301
407.9391785,0.035401929,407.9391785,0.035023209,407.9391785,0.035294801,407.9391785,0.035597023,407.9391785,0.035854101,407.9391785,0.036368802,407.9391785,0.036550559,407.9391785,0.035941318,407.9391785,0.036017418
407.0126953,0.035551704,407.0126953,0.034830704,407.0126953,0.035160612,407.0126953,0.035168048,407.0126953,0.035658222,407.0126953,0.036550418,407.0126953,0.036375307,407.0126953,0.035846397,407.0126953,0.035747845
405.9316406,0.034924112,405.9316406,0.034681655,405.9316406,0.034684151,405.9316406,0.034879647,405.9316406,0.03539839,405.9316406,0.035896529,405.9316406,0.036763575,405.9316406,0.035903078,405.9316406,0.036046863
405.0048523,0.034498859,405.0048523,0.034122575,405.0048523,0.035281774,405.0048523,0.034670413,405.0048523,0.035247326,405.0048523,0.03629484,405.0048523,0.036123261,405.0048523,0.035295617,405.0048523,0.035126481
403.9234009,0.034214236,403.9234009,0.033859774,403.9234009,0.034207623,403.9234009,0.034660514,403.9234009,0.035078295,403.9234009,0.035297919,403.9234009,0.035517234,403.9234009,0.034857798,403.9234009,0.035382554
402.9963379,0.034261234,402.9963379,0.03384231,402.9963379,0.034680281,402.9963379,0.034521814,402.9963379,0.034816176,402.9963379,0.035429988,402.9963379,0.035400864,402.9963379,0.035315719,402.9963379,0.034514524
402.0690918,0.033456668,402.0690918,0.033376601,402.0690918,0.0339275,402.0690918,0.034285858,402.0690918,0.034548946,402.0690918,0.035467118,402.0690918,0.035511501,402.0690918,0.035205301,402.0690918,0.034418236
400.9871521,0.033152945,400.9871521,0.033332661,400.9871521,0.033487063,400.9871521,0.034166455,400.9871521,0.034667104,400.9871521,0.034811884,400.9871521,0.035020683,400.9871521,0.034343988,400.9871521,0.034196056
400.0596313,0.033198349,400.0596313,0.032896537,400.0596313,0.033695195,400.0596313,0.033685714,400.0596313,0.034297228,400.0596313,0.034914069,400.0596313,0.034760196,400.0596313,0.034824084,400.0596313,0.034017831
398.9773254,0.032994363,398.9773254,0.032870233,398.9773254,0.033368412,398.9773254,0.033574142,398.9773254,0.034259722,398.9773254,0.034878694,398.9773254,0.035231829,398.9773254,0.034229275,398.9773254,0.033993028
398.0494995,0.032981932,398.0494995,0.032980397,398.0494995,0.033063997,398.0494995,0.033470202,398.0494995,0.034013942,398.0494995,0.034353793,398.0494995,0.034628414,398.0494995,0.034380604,398.0494995,0.033724964
396.9668579,0.032681111,396.9668579,0.032465622,396.9668579,0.033125509,396.9668579,0.033641908,396.9668579,0.033965793,396.9668579,0.03477234,396.9668579,0.034586843,396.9668579,0.034438241,396.9668579,0.033723202
396.0387268,0.032362476,396.0387268,0.032578807,396.0387268,0.033057682,396.0387268,0.033736378,396.0387268,0.033823505,396.0387268,0.034052856,396.0387268,0.034367912,396.0387268,0.033942029,396.0387268,0.033757638
394.955719,0.032740392,394.955719,0.032949623,394.955719,0.032785669,394.955719,0.033527914,394.955719,0.033588964,394.955719,0.033938222,394.955719,0.03497868,394.955719,0.033750366,394.955719,0.033327293
394.0273132,0.032370284,394.0273132,0.032477897,394.0273132,0.032950431,394.0273132,0.033349376,394.0273132,0.033605687,394.0273132,0.035132151,394.0273132,0.034234822,394.0273132,0.033787772,394.0273132,0.033534177
392.9439697,0.032215945,392.9439697,0.03282813,392.9439697,0.033366427,392.9439697,0.033177003,392.9439697,0.033662383,392.9439697,0.034066994,392.9439697,0.03454889,392.9439697,0.033769391,392.9439697,0.034201574
392.0152283,0.031996034,392.0152283,0.032336012,392.0152283,0.033231575,392.0152283,0.033202626,392.0152283,0.03354349,392.0152283,0.034086678,392.0152283,0.034873169,392.0152283,0.033812508,392.0152283,0.033820651
390.9315491,0.032702573,390.9315491,0.033170018,390.9315491,0.033339817,390.9315491,0.033561192,390.9315491,0.033996418,390.9315491,0.035119127,390.9315491,0.034695648,390.9315491,0.033987124,390.9315491,0.034090348
390.002533,0.032759875,390.002533,0.03260088,390.002533,0.033845894,390.002533,0.033701099,390.002533,0.034369174,390.002533,0.034706581,390.002533,0.034646384,390.002533,0.034126215,390.002533,0.033892207
389.0733948,0.032355364,389.0733948,0.033420295,389.0733948,0.033570532,389.0733948,0.033559375,389.0733948,0.034458473,389.0733948,0.034584545,389.0733948,0.035574742,389.0733948,0.034269694,389.0733948,0.033934668
387.9892273,0.032556765,387.9892273,0.032937139,387.9892273,0.033519134,387.9892273,0.033951264,387.9892273,0.034504436,387.9892273,0.035267565,387.9892273,0.035935555,387.9892273,0.034307677,387.9892273,0.034195106
387.0597839,0.033257592,387.0597839,0.033260386,387.0597839,0.034453768,387.0597839,0.034319893,387.0597839,0.035104562,387.0597839,0.035483327,387.0597839,0.035526447,387.0597839,0.035841055,387.0597839,0.034735493
385.9752502,0.032955904,385.9752502,0.03406778,385.9752502,0.034315132,385.9752502,0.034543172,385.9752502,0.035322513,385.9752502,0.035609495,385.9752502,0.036158763,385.9752502,0.035354275,385.9752502,0.035039201
385.0455017,0.032948002,385.0455017,0.034007672,385.0455017,0.034759525,385.0455017,0.035085451,385.0455017,0.035551842,385.0455017,0.036379557,385.0455017,0.036347158,385.0455017,0.035418782,385.0455017,0.035391539
383.9606628,0.033499394,383.9606628,0.03437601,383.9606628,0.035097968,383.9606628,0.035906706,383.9606628,0.036104582,383.9606628,0.036470454,383.9606628,0.036781523,383.9606628,0.036190614,383.9606628,0.036548138
383.0306396,0.034214206,383.0306396,0.034962181,383.0306396,0.035684243,383.0306396,0.035796501,383.0306396,0.036450464,383.0306396,0.03701368,383.0306396,0.037502214,383.0306396,0.036435179,383.0306396,0.036227867
381.9454346,0.034558445,381.9454346,0.035355508,381.9454346,0.036048662,381.9454346,0.036610909,381.9454346,0.036851257,381.9454346,0.037450746,381.9454346,0.037499025,381.9454346,0.036885723,381.9454346,0.036732446
381.0151367,0.035159685,381.0151367,0.035949588,381.0151367,0.036526032,381.0151367,0.036986224,381.0151367,0.038214862,381.0151367,0.03797901,381.0151367,0.038111702,381.0151367,0.037533965,381.0151367,0.037770309
379.9295959,0.035595812,379.9295959,0.036400046,379.9295959,0.037260205,379.9295959,0.037904914,379.9295959,0.03836821,379.9295959,0.038776778,379.9295959,0.039217941,379.9295959,0.038273521,379.9295959,0.038047016
378.9990234,0.03648591,378.9990234,0.03682835,378.9990234,0.037533399,378.9990234,0.038783826,378.9990234,0.03873574,378.9990234,0.039122246,378.9990234,0.039576381,378.9990234,0.038745899,378.9990234,0.039234236
378.0682678,0.036317915,378.0682678,0.037373293,378.0682678,0.03819878,378.0682678,0.038421318,378.0682678,0.040252086,378.0682678,0.039868854,378.0682678,0.040103976,378.0682678,0.039166607,378.0682678,0.038952012
376.9822693,0.037749723,376.9822693,0.038101695,376.9822693,0.039191566,376.9822693,0.039509326,376.9822693,0.041186593,376.9822693,0.040648758,376.9822693,0.041197807,376.9822693,0.041549224,376.9822693,0.040072549
376.0512695,0.037855033,376.0512695,0.03881513,376.0512695,0.03996937,376.0512695,0.040333826,376.0512695,0.041099798,376.0512695,0.041436754,376.0512695,0.041659504,376.0512695,0.041549224,376.0512695,0.041136563
374.9649048,0.038894594,374.9649048,0.040566843,374.9649048,0.040675022,374.9649048,0.041147549,374.9649048,0.041716121,374.9649048,0.043054692,374.9649048,0.042691942,374.9649048,0.042025067,374.9649048,0.041709568
374.0336304,0.039348006,374.0336304,0.040626016,374.0336304,0.041443188,374.0336304,0.04189913,374.0336304,0.042835139,374.0336304,0.043376978,374.0336304,0.043265231,374.0336304,0.043600384,374.0336304,0.043201007
372.9469604,0.041181613,372.9469604,0.041284852,372.9469604,0.042221501,372.9469604,0.042799372,372.9469604,0.044485718,372.9469604,0.043950226,372.9469604,0.044310015,372.9469604,0.043607425,372.9469604,0.043473303
372.0153809,0.041368328,372.0153809,0.042768233,372.0153809,0.043555368,372.0153809,0.044634297,372.0153809,0.04510463,372.0153809,0.04511293,372.0153809,0.045299016,372.0153809,0.04471552,372.0153809,0.044497591
370.9283752,0.042076685,370.9283752,0.043126758,370.9283752,0.044130828,370.9283752,0.044998411,370.9283752,0.045637809,370.9283752,0.046147376,370.9283752,0.046765953,370.9283752,0.046077944,370.9283752,0.045599021
369.996521,0.042961717,369.996521,0.043883294,369.996521,0.045241382,369.996521,0.045905393,369.996521,0.046868768,369.996521,0.047463138,369.996521,0.047531519,369.996521,0.04697432,369.996521,0.046707232
369.0645447,0.043548185,369.0645447,0.04434,369.0645447,0.04582084,369.0645447,0.046581574,369.0645447,0.047519997,369.0645447,0.048278272,369.0645447,0.047933079,369.0645447,0.04815641,369.0645447,0.047553066
367.9770813,0.043864079,367.9770813,0.045312405,367.9770813,0.046864301,367.9770813,0.047611061,367.9770813,0.047733378,367.9770813,0.048993047,367.9770813,0.049044427,367.9770813,0.04876633,367.9770813,0.047889199
